Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K03536	K03536: ribonuclease P protein component	0.0010395	0	0.000833642	0.000933414	0.00100427	0.00106905	0.00137771	0.000960892	0.000862835	0.000939559	0.000898313	0.000848186	0.00105533	0.000869	0.000943795	0.000930719	0	0.000797909	0.000722506	0.000893097	0.000885246	0.00119552	0.00113204	0.000951776	0.000962721	0.00110345	0.000966187	0.000951387	0.000551223
K03537	K03537: ribonuclease P subunit P14	0	0	0	0	0	0	0	1.53E-05	2.20E-05	1.63E-05	1.73E-05	0	0	1.81E-05	1.50E-05	1.54E-05	0	0	2.09E-05	0	0	0	0	0	1.96E-05	0	0	3.08E-05	0
K03538	K03538: ribonuclease P subunit P29	0	0	0	0	0	0	0	0	2.86E-05	2.13E-05	2.26E-05	0	0	2.36E-05	1.96E-05	2.01E-05	0	0	2.73E-05	0	0.000114302	0	0	0	2.56E-05	0	0	4.01E-05	0
K03539	K03539: ribonuclease P subunit Rpp30	0	0	0	0	0	0	0	0	1.13E-05	8.36E-06	8.88E-06	0	0	9.29E-06	7.70E-06	7.90E-06	0	3.45E-05	2.16E-05	0	0	0	0	0	1.01E-05	0	0	1.58E-05	0
K03540	K03540: ribonuclease P subunit RPR2	0	0	1.31E-05	0	0	1.87E-05	3.70E-05	2.99E-05	2.18E-05	3.19E-05	2.55E-05	0	1.69E-05	1.80E-05	3.66E-05	2.27E-05	0	0	2.08E-05	3.13E-05	0	0	0	8.50E-06	3.83E-05	0	2.39E-05	3.05E-05	0
K03543	K03543: multidrug resistance protein A	0.000139331	0	0.000169396	7.12E-05	8.65E-05	5.04E-05	7.59E-05	7.35E-05	4.34E-05	0.00011402	4.16E-05	3.99E-05	1.09E-05	7.37E-05	0.000105186	0.000159888	0	0.000224416	0.00011742	0.000151453	0.000241302	7.74E-05	0.000110098	0.000118548	0.000136906	0	0.000172739	0.000103571	0.000326624
K03544	K03544: ATP-dependent Clp protease ATP-binding subunit ClpX	0.000746779	0	0.000670002	0.000780713	0.000734574	0.000707463	0.000562715	0.000808176	0.000852712	0.000789612	0.000813895	0.000851327	0.000747746	0.000759957	0.000817022	0.000781847	0	0.000629586	0.000660385	0.000868062	0.000993376	0.000654254	0.000932888	0.000743395	0.000746708	0.000752942	0.000941491	0.000813778	0.000542515
K03545	K03545: trigger factor	0.000696221	0	0.000719029	0.000870961	0.000662432	0.000645549	0.000581099	0.000810402	0.000812969	0.000749746	0.000842483	0.000900164	0.000765848	0.000749588	0.000815346	0.000804384	0	0.000442287	0.000693927	0.000835367	0.000830364	0.000671223	0.000878727	0.000697071	0.000768055	0.000811179	0.00088789	0.000804099	0.000568966
K03546	K03546: exonuclease SbcC	0.000239593	0	0.000225595	0.000253454	0.000163884	0.000245578	0.00018933	0.000238054	0.000236481	0.000207918	0.000187444	0.00023018	0.000203696	0.000192167	0.000186131	0.000210495	0	0.000207319	0.000195009	0.000171819	0.000153846	0.000191141	0.00020411	0.00018679	0.000224604	0.00022912	0.000244646	0.000226171	0.00024883
K03547	K03547: exonuclease SbcD	0.000413686	0	0.000430831	0.000550732	0.000367915	0.000439646	0.00028354	0.000366706	0.000414379	0.000348673	0.000425188	0.000433372	0.000374054	0.000327401	0.000306677	0.000336509	0	0.000286824	0.00032848	0.000427093	0.000297583	0.000369656	0.000353041	0.000365119	0.000422957	0.000342286	0.000416373	0.000306559	0.000351418
K03548	K03548: putative permease	4.85E-05	0	6.10E-05	2.00E-05	3.67E-05	7.52E-05	7.39E-05	9.69E-06	7.28E-06	1.57E-05	1.14E-05	2.02E-05	2.21E-05	1.76E-05	5.10E-06	1.01E-05	0	0.000129914	2.02E-05	1.46E-05	0	1.48E-05	4.89E-06	6.00E-06	1.30E-05	2.50E-05	0	0	0
K03549	K03549: KUP system potassium uptake protein	7.67E-05	0	0.000103418	5.83E-05	0.000102888	0.000113911	4.11E-05	4.44E-05	4.41E-05	4.82E-05	6.54E-05	8.43E-05	0.000174971	5.43E-05	2.86E-05	6.26E-05	0	0.000201878	7.56E-05	3.60E-05	0.000106849	3.28E-05	4.35E-05	2.46E-05	4.84E-05	3.31E-05	3.95E-05	5.89E-05	0
K03550	K03550: holliday junction DNA helicase RuvA	0.000762211	0	0.000663872	0.000812337	0.000739072	0.000818269	0.000727185	0.000963415	0.000879828	0.000828079	0.000910478	0.000872481	0.000750659	0.000789904	0.000995726	0.000884845	0	0.000557772	0.000852923	0.000789828	0.000924685	0.000744799	0.000886063	0.000835694	0.000727576	0.000829942	0.000773314	0.000866035	0.000696891
K03551	K03551: holliday junction DNA helicase RuvB	0.000616208	0	0.000626578	0.000753182	0.000553548	0.000725554	0.000456596	0.000767818	0.000749961	0.000721502	0.000800059	0.00071888	0.000735974	0.000717405	0.000816966	0.000707527	0	0.000601185	0.000677587	0.000623689	0.000870017	0.000627439	0.000725195	0.000738504	0.000744106	0.000723271	0.000884427	0.000764615	0.000859055
K03552	K03552: holliday junction resolvase- archaea type	0	0	0	0	0	0	0	0	1.95E-05	1.45E-05	1.54E-05	0	0	1.61E-05	1.33E-05	1.37E-05	0	5.94E-05	1.86E-05	0	0	0	0	0	1.47E-05	0	0	2.74E-05	0
K03553	K03553: recombination protein RecA	0.000636488	0	0.00071304	0.000698311	0.00053608	0.000704212	0.000470265	0.000720797	0.000704883	0.000697625	0.00076601	0.000701458	0.000707378	0.000645106	0.000764744	0.000680114	0	0.000481444	0.000605382	0.000591753	0.000888909	0.000556079	0.000673839	0.00068261	0.000689837	0.000622596	0.000683009	0.000719066	0.000259906
K03554	K03554: recombination associated protein RdgC	2.88E-05	0	2.08E-05	1.23E-05	2.87E-05	3.09E-05	6.09E-05	0	8.73E-06	6.48E-06	0	1.57E-05	0	0	0	0	0	7.65E-05	8.31E-06	0	0	0	0	0	7.76E-06	1.42E-05	0	0	0.000441608
K03555	K03555: DNA mismatch repair protein MutS	0.000377394	0	0.00049309	0.000326261	0.000341898	0.000381032	0.000348693	0.000491202	0.000464104	0.000434331	0.000492504	0.000411771	0.000288737	0.000407596	0.000566296	0.000452403	0	0.000418022	0.000441303	0.000416829	0.000611178	0.00032107	0.000521985	0.000465262	0.0004663	0.000445022	0.000563793	0.000560651	0.000645879
K03556	K03556: LuxR family transcriptional regulator- maltose regulon positive	4.03E-05	0	5.20E-05	7.21E-05	7.44E-05	2.83E-05	6.65E-05	6.73E-05	9.43E-05	6.55E-05	9.85E-05	0.000129153	3.48E-05	8.53E-05	0.000100149	5.23E-05	0	4.64E-05	5.75E-05	7.60E-05	3.94E-05	4.18E-05	9.26E-05	5.90E-05	0.000101913	6.15E-05	6.64E-05	5.10E-05	1.36E-05
K03557	K03557: Fis family transcriptional regulator- factor for inversion	0.000132094	0	0.00012199	3.74E-05	4.53E-05	9.47E-05	9.30E-05	0	2.66E-05	1.98E-05	0	2.48E-05	0	0	0	0	0	0.000163275	2.54E-05	2.62E-05	0	0	0	0	2.38E-05	0	0	0	0.000191996
K03558	K03558: membrane protein required for colicin V production	0.00013115	0	9.63E-05	4.50E-05	5.54E-05	5.40E-05	5.68E-05	0.000105403	9.51E-05	0.000160348	5.96E-05	3.03E-05	0	4.89E-05	0.000115286	0.000108874	0	0.000243163	0.000133044	0.000164868	0.00018267	0.000140999	0.000117331	0.00012213	0.000136742	0	0.000169483	0.000147972	0
K03559	K03559: biopolymer transport protein ExbD	0.000345813	0	0.000271017	0.000177711	9.74E-05	0.000340588	0.000133983	0.000285579	0.000150463	0.000561901	0.00015575	1.75E-05	9.08E-05	0.000243653	0.000356841	0.000361482	0	0.000468294	0.000250532	0.000402802	0.000601449	0.000361992	0.000277177	0.000480574	0.000216595	0.000269443	8.60E-05	0.000290717	0.000449576
K03560	K03560: biopolymer transport protein TolR	6.18E-05	0	6.94E-05	2.61E-05	6.37E-05	6.61E-05	6.48E-05	0	1.86E-05	1.38E-05	0	3.48E-05	0	0	0	1.33E-05	0	0.000114645	1.77E-05	3.70E-05	0	0	1.22E-05	0	1.68E-05	3.24E-05	0	0	0.000501545
K03561	K03561: biopolymer transport protein ExbB	0.00035967	0	0.000364172	0.000259734	7.46E-05	0.000264008	0.00017383	0.000322459	0.000175837	0.000543766	0.000222569	3.73E-05	7.48E-05	0.000253866	0.000381772	0.000432968	0	0.000555817	0.000409723	0.000460057	0.000973359	0.000308671	0.000384515	0.000502779	0.000297241	0.000208289	0.000270951	0.000513026	0.00130424
K03562	K03562: biopolymer transport protein TolQ	5.66E-05	0	2.82E-05	1.60E-05	3.89E-05	4.05E-05	3.99E-05	7.83E-06	2.27E-05	2.54E-05	1.75E-05	1.06E-05	0	0	7.70E-06	2.15E-05	0	7.00E-05	1.09E-05	4.48E-05	0	2.39E-05	1.32E-05	1.91E-05	1.02E-05	3.99E-05	0	1.58E-05	0.000327749
K03563	K03563: carbon storage regulator	0.000133195	0	0.000108502	0.000113123	7.48E-05	0.000221042	0.000153471	9.84E-05	4.39E-05	0.000166417	0.000115421	7.46E-05	5.84E-05	9.02E-05	0.000175116	0.000256472	0	0.000134702	0.000111595	0.000252418	0.000292107	0	0.000310004	0.000235263	0.000365419	0.000320587	0.000495128	0.000101887	0
K03564	K03564: peroxiredoxin Q/BCP	0.000534785	0	0.000380941	0.000285706	0.000603779	0.000309033	0.000423522	0.00036294	0.000236859	0.000456559	0.000339954	0.000156052	0.000662779	0.000532827	0.000347804	0.000502055	0	0.000584957	0.000572082	0.000406564	0.000479139	0.000647698	0.000460896	0.000557515	0.000475543	0.00038575	0.000504746	0.000346919	0.000865387
K03565	K03565: regulatory protein	0.000737019	0	0.000552309	0.00053847	0.000488472	0.000646368	0.000714702	0.000473394	0.000415289	0.000657835	0.000370022	0.000481605	0.000677008	0.000482401	0.000452807	0.000564889	0	0.000526919	0.00049104	0.000564078	0.000407202	0.000610377	0.000571408	0.00054297	0.000568379	0.000543444	0.000496236	0.000498244	0
K03566	K03566: LysR family transcriptional regulator- glycine cleavage system	4.26E-05	0	0.000139695	2.25E-05	0.000144402	3.11E-05	3.03E-05	0	8.67E-06	1.29E-05	0	7.16E-05	0	0	0	0	0	0.000234888	8.26E-06	8.48E-06	0	8.86E-06	1.24E-05	0	4.83E-05	4.48E-05	0	0	0.000195216
K03567	K03567: glycine cleavage system transcriptional repressor	4.84E-05	0	3.62E-05	2.06E-05	4.99E-05	2.59E-05	5.12E-05	0	2.90E-05	2.13E-05	1.13E-05	2.73E-05	0	0	9.84E-06	1.03E-05	0	8.98E-05	1.39E-05	0	0	1.44E-05	0	1.18E-05	1.31E-05	2.17E-05	0	0	0
K03568	K03568: TldD protein	8.98E-05	0	9.89E-05	0.000100896	8.65E-05	6.97E-05	3.92E-05	0.000154267	0.000138043	8.50E-05	0.000177045	8.43E-05	3.60E-05	9.41E-05	0.000120806	0.000120858	0	6.79E-05	8.39E-05	6.26E-05	8.56E-05	8.37E-05	0.000127881	0.000116013	0.000117471	9.78E-05	0.00018276	0.000114505	0.000561102
K03569	K03569: rod shape-determining protein MreB and related proteins	0.000942449	0	0.00088604	0.00104847	0.00081343	0.00106163	0.000486838	0.00105436	0.000975762	0.000893035	0.00111484	0.00109671	0.000861188	0.000940612	0.00116051	0.000928824	0	0.000453224	0.000856325	0.000995366	0.00120014	0.00087697	0.00117876	0.000974471	0.00100682	0.000939248	0.00123605	0.00103848	0.000596568
K03570	K03570: rod shape-determining protein MreC	0.000559214	0	0.000535301	0.000544622	0.000476463	0.000614818	0.000504893	0.000557313	0.000508137	0.000547705	0.000557904	0.000563013	0.000544577	0.000528691	0.000622342	0.000600536	0	0.000460344	0.000536735	0.00055766	0.000592078	0.000605035	0.000646218	0.000560361	0.000609027	0.000422431	0.000537271	0.000559556	0
K03571	K03571: rod shape-determining protein MreD	0.000553712	0	0.000430532	0.000493356	0.000491853	0.000542356	0.000694427	0.000338647	0.000305766	0.000423263	0.000264664	0.000528796	0.000561721	0.00029598	0.00021763	0.000243512	0	0.000378052	0.000255756	0.000431321	0.000121221	0.000501225	0.000343342	0.000438392	0.00036435	0.000518024	0.000446869	0.00019396	0.0004169
K03572	K03572: DNA mismatch repair protein MutL	0.000478558	0	0.000430969	0.000362931	0.000302449	0.000422647	0.000381695	0.00048298	0.000460056	0.000405119	0.000461904	0.000430771	0.000349336	0.000446034	0.000501846	0.000478867	0	0.000372767	0.00042268	0.000417833	0.000580657	0.000364615	0.000473429	0.000414034	0.000413746	0.000489909	0.000496611	0.000572958	0.000650413
K03573	K03573: DNA mismatch repair protein MutH	5.84E-05	0	5.65E-05	3.18E-05	3.94E-05	8.26E-05	4.04E-05	8.48E-06	2.93E-05	3.90E-05	4.36E-06	4.73E-05	2.83E-05	4.57E-06	1.14E-05	1.24E-05	0	7.09E-05	1.63E-05	1.16E-05	0	3.07E-05	2.89E-05	8.90E-06	5.09E-05	3.01E-05	1.25E-05	2.49E-05	0
K03574	K03574: 7-8-dihydro-8-oxoguanine triphosphatase	0.00126916	0	0.00126783	0.00148333	0.00169095	0.00166701	0.0024231	0.00157654	0.00125879	0.0018504	0.00159932	0.00130673	0.00171287	0.00139914	0.00141852	0.00158364	0	0.00107185	0.00127849	0.0013708	0.00117536	0.0014046	0.00156719	0.00144991	0.00169946	0.00149013	0.0011572	0.0011903	0
K03575	K03575: A/G-specific adenine glycosylase	0.000544172	0	0.000476564	0.000569719	0.000393823	0.000502358	0.000440185	0.000566407	0.000566026	0.000543379	0.000539324	0.000540931	0.000618312	0.000489101	0.00050697	0.00054445	0	0.000441752	0.000456767	0.000556269	0.000402737	0.000477274	0.00048507	0.00059758	0.000525866	0.000411322	0.000491816	0.000580903	0.000383464
K03576	K03576: LysR family transcriptional regulator- regulator for metE and metH	8.38E-05	0	8.32E-05	8.29E-05	4.29E-05	4.50E-05	2.90E-05	5.29E-05	6.80E-05	5.71E-05	6.07E-05	7.89E-05	1.33E-05	3.53E-05	8.19E-05	5.99E-05	0	0.000103644	4.87E-05	6.69E-05	3.36E-05	3.56E-05	8.44E-05	5.46E-05	7.58E-05	7.45E-05	5.74E-05	5.95E-05	0.000448531
K03577	K03577: TetR/AcrR family transcriptional regulator- acrAB operon repressor	3.93E-05	0	0.000118223	3.40E-05	0.000103774	6.71E-05	0.000127959	2.59E-05	2.42E-05	2.72E-05	3.47E-05	4.63E-05	0	0	0	9.63E-06	0	0.000252747	4.35E-05	2.33E-05	0	1.21E-05	0	2.00E-05	3.38E-05	6.29E-05	0	1.74E-05	0.000319437
K03578	K03578: ATP-dependent helicase HrpA	4.20E-05	0	4.44E-05	3.14E-05	3.26E-05	2.96E-05	2.65E-05	2.29E-05	3.07E-05	2.31E-05	1.98E-05	1.47E-05	6.83E-05	1.77E-05	9.34E-06	1.51E-05	0	4.18E-05	5.43E-06	3.55E-05	4.13E-05	1.01E-05	2.50E-05	2.20E-05	2.59E-05	3.07E-05	1.27E-05	4.06E-05	0.000447487
K03579	K03579: ATP-dependent helicase HrpB	2.63E-05	0	4.63E-05	3.05E-05	1.09E-05	5.66E-06	1.12E-05	2.13E-06	1.91E-05	9.09E-06	7.14E-06	1.20E-05	2.51E-05	5.07E-06	1.27E-05	2.15E-05	0	3.72E-05	3.05E-06	3.09E-05	3.66E-05	3.14E-06	0	1.22E-05	2.84E-06	1.12E-05	0	4.42E-06	8.14E-05
K03580	K03580: ATP-dependent helicase HepA	8.91E-06	0	1.27E-05	3.83E-06	9.28E-06	1.82E-05	9.52E-06	2.04E-06	2.73E-06	3.80E-06	1.42E-05	1.75E-05	0	3.94E-06	0	5.71E-06	0	2.55E-05	4.87E-06	1.85E-05	1.03E-05	2.79E-06	5.06E-06	3.99E-06	9.30E-06	1.43E-05	2.20E-05	3.35E-06	7.00E-05
K03581	K03581: exodeoxyribonuclease V alpha subunit	0.000434673	0	0.000458262	0.00045185	0.000440594	0.000510161	0.000407212	0.000545624	0.000502882	0.000455998	0.00054821	0.00053047	0.00033332	0.000454488	0.00059166	0.000507203	0	0.000308541	0.000395552	0.000487543	0.000512877	0.000385016	0.000510069	0.000464169	0.000436642	0.000524635	0.000541753	0.000520157	0.000377932
K03582	K03582: exodeoxyribonuclease V beta subunit	1.85E-05	0	8.22E-06	6.27E-06	7.59E-06	7.81E-06	7.79E-06	0	2.23E-06	3.40E-06	1.72E-06	1.03E-05	0	0	0	3.05E-06	0	2.04E-05	2.12E-06	1.31E-05	0	0	1.55E-06	1.79E-06	1.99E-06	2.33E-05	0	9.36E-06	0.000503967
K03583	K03583: exodeoxyribonuclease V gamma subunit	1.16E-05	0	8.69E-06	3.29E-06	7.99E-06	8.29E-06	8.19E-06	0	2.34E-06	1.05E-05	0	1.09E-05	7.49E-06	0	0	1.65E-06	0	1.44E-05	2.23E-06	1.15E-05	0	0	0	0	2.09E-06	1.64E-05	0	0	6.06E-05
K03584	K03584: DNA repair protein RecO (recombination protein O)	0.000563087	0	0.000599043	0.000776909	0.000568232	0.000608739	0.000773771	0.000587676	0.000655831	0.000704715	0.000641779	0.000710141	0.000802013	0.000665851	0.000747028	0.000624359	0	0.000388397	0.000704873	0.000714332	0.000610684	0.000684642	0.000706469	0.000591802	0.000705185	0.0006455	0.000771186	0.000645202	0.000532318
K03585	K03585: membrane fusion protein	0.000387653	0	0.000476091	0.000205429	0.000125608	9.62E-05	0.00013975	0.000353954	0.000167938	0.000514962	0.000209427	6.11E-05	7.51E-05	0.000284604	0.000461369	0.000514509	0	0.000531427	0.000489518	0.000549955	0.00073646	0.000375446	0.000458595	0.000504868	0.000392493	0.000188376	0.000484489	0.000582692	0.000261595
K03586	K03586: cell division protein FtsL	7.71E-05	0	5.38E-05	3.06E-05	7.42E-05	8.29E-05	7.61E-05	0	2.18E-05	1.62E-05	0	2.03E-05	0	0	0	0	0	0.000133588	2.08E-05	2.15E-05	0	0	0	0	1.94E-05	3.80E-05	0	0	0
K03587	K03587: cell division protein FtsI (penicillin-binding protein 3)	0.000145488	0	0.000211041	0.00011918	9.63E-05	0.000158006	6.10E-05	0.000154895	0.00015185	0.000148525	0.000132666	0.00011947	0.000181137	0.000133635	0.000142779	0.000150114	0	0.000184931	0.000136959	0.000136805	0.000348681	0.000159072	0.000129643	0.000152848	0.000135782	0.000128945	0.000156146	0.00018604	0.000287514
K03588	K03588: cell division protein FtsW	0.000947035	0	0.000785108	0.000973081	0.000812041	0.00085019	0.000933683	0.000884178	0.000908144	0.000807159	0.000894077	0.00110429	0.000926317	0.000839496	0.000823925	0.000805675	0	0.000420424	0.000704796	0.00085851	0.000700296	0.00082356	0.000885538	0.000780374	0.000840477	0.000931393	0.000997365	0.000858245	0.000628
K03589	K03589: cell division protein FtsQ	0.000404221	0	0.000382711	0.00038055	0.000443425	0.000484116	0.00045681	0.00039836	0.000355766	0.000365566	0.000295282	0.000360629	0.000386462	0.000279731	0.000296734	0.000328416	0	0.000427312	0.000406176	0.000469671	0.000351692	0.000454391	0.00041248	0.000419625	0.000347405	0.000279735	0.000536019	0.000318816	0.000243985
K03590	K03590: cell division protein FtsA	0.000165669	0	0.000176597	9.92E-05	0.000123332	0.000105421	0.000189689	0.000101798	8.99E-05	0.00015072	0.000117755	9.16E-05	6.89E-05	0.000116532	0.000145566	0.000155141	0	0.000270869	0.000155074	0.000122059	0.000227453	0.000106871	0.000155848	0.000136339	0.000114046	9.03E-05	0.000116554	0.000179765	0.000306986
K03591	K03591: cell division protein FtsN	2.53E-05	0	1.89E-05	1.08E-05	2.61E-05	3.06E-05	2.68E-05	0	7.66E-06	5.69E-06	0	2.33E-05	0	0	0	5.80E-06	0	4.70E-05	7.30E-06	9.58E-06	0	0	0	0	1.42E-05	1.70E-05	0	0	0
K03592	K03592: PmbA protein	6.82E-05	0	8.07E-05	4.98E-05	7.00E-05	8.35E-05	4.04E-05	0.000125292	0.000119548	7.63E-05	0.00013954	8.23E-05	5.67E-05	9.81E-05	7.42E-05	7.98E-05	0	3.50E-05	9.05E-05	7.09E-05	0.00021608	5.51E-05	9.19E-05	7.68E-05	0.000116839	5.19E-05	0.000108945	0.000108232	0.000303255
K03593	K03593: ATP-binding protein involved in chromosome partitioning	0.000332244	0	0.000386631	0.000424224	0.000357246	0.000318357	0.000253204	0.000456937	0.000416467	0.000384425	0.000475193	0.000393339	0.000330055	0.000390064	0.000466095	0.00047178	0	0.000154411	0.000387492	0.000467569	0.000441712	0.000381621	0.000432498	0.000478488	0.00042075	0.000330619	0.000452738	0.000408928	0.000213148
K03594	K03594: bacterioferritin	0.000236193	0	0.000157347	9.04E-05	8.54E-05	0.000111286	0.00022463	0.000106751	6.30E-05	0.000196804	8.64E-05	6.19E-05	7.60E-05	0.000115835	0.000191004	0.000183388	0	0.000199736	0.000212582	0.000166642	6.19E-05	0.00018924	0.000173723	0.000186273	9.74E-05	2.69E-05	0.000103705	0.000239436	0.000427849
K03595	K03595: GTP-binding protein Era	0.000610952	0	0.000614856	0.000668628	0.000586121	0.00065171	0.000571821	0.000802383	0.000691887	0.000716812	0.000817284	0.000710464	0.000606167	0.000712442	0.000787788	0.00072371	0	0.000480295	0.000735271	0.000671702	0.000915194	0.000656693	0.000719302	0.00067278	0.000666447	0.000708353	0.000980482	0.000825904	0.00128852
K03596	K03596: GTP-binding protein LepA	0.000526333	0	0.00046409	0.000477793	0.000509326	0.000486991	0.000424724	0.000629401	0.000603248	0.000590823	0.000644141	0.000556949	0.00056778	0.000572191	0.000620476	0.000557715	0	0.000536015	0.000570164	0.000486231	0.000731064	0.000457273	0.000559115	0.000540759	0.000526733	0.000533229	0.000604453	0.000686674	0.000807053
K03597	K03597: sigma-E factor negative regulatory protein RseA	4.03E-05	0	4.51E-05	1.71E-05	4.15E-05	4.55E-05	4.24E-05	0	1.21E-05	9.02E-06	0	1.13E-05	0	0	0	8.52E-06	0	7.47E-05	1.16E-05	1.20E-05	0	0	0	9.80E-06	1.08E-05	0	0	0	0
K03598	K03598: sigma-E factor negative regulatory protein RseB	4.09E-05	0	4.08E-05	1.16E-05	4.77E-05	2.93E-05	2.88E-05	0	8.24E-06	6.12E-06	0	3.37E-05	0	0	0	0	0	5.07E-05	7.85E-06	8.16E-06	0	0	0	1.99E-05	1.49E-05	1.44E-05	0	2.77E-05	0
K03599	K03599: stringent starvation protein A	4.09E-05	0	3.06E-05	1.74E-05	4.21E-05	4.38E-05	4.32E-05	8.64E-06	1.24E-05	9.19E-06	9.80E-06	2.31E-05	0	0	0	8.72E-06	0	7.59E-05	1.18E-05	2.44E-05	0	0	9.39E-06	1.07E-05	1.10E-05	2.16E-05	0	0	0.000653508
K03600	K03600: stringent starvation protein B	5.20E-05	0	3.58E-05	2.22E-05	4.94E-05	5.84E-05	5.51E-05	0	1.58E-05	1.17E-05	0	2.70E-05	0	0	0	0	0	8.90E-05	1.50E-05	1.55E-05	0	0	9.35E-06	0	1.18E-05	5.50E-05	0	0	0
K03601	K03601: exodeoxyribonuclease VII large subunit	0.000600808	0	0.000553265	0.000539093	0.000480572	0.000529643	0.000533502	0.000568649	0.000565656	0.000577595	0.000599216	0.000611837	0.000588944	0.00053278	0.000673216	0.000590195	0	0.00048263	0.000495155	0.000527397	0.000636012	0.000503288	0.000664232	0.000570588	0.000567715	0.00045577	0.000539266	0.000658492	0.000610282
K03602	K03602: exodeoxyribonuclease VII small subunit	0.000739961	0	0.000658837	0.000736357	0.000719001	0.000968356	0.000551063	0.00046271	0.000390593	0.000634784	0.00041555	0.000508318	0.00103837	0.000458886	0.000455675	0.000577824	0	0.000840803	0.000505466	0.000606955	0.000433875	0.000520929	0.000439803	0.0006334	0.000689351	0.000475595	0.000330201	0.000533086	0
K03603	K03603: GntR family transcriptional regulator- negative regulator for fad	3.65E-05	0	3.83E-05	1.55E-05	3.76E-05	3.92E-05	3.85E-05	0	1.10E-05	8.19E-06	0	1.03E-05	0	0	0	0	0	6.76E-05	1.05E-05	1.10E-05	0	0	0	0	9.84E-06	1.93E-05	0	0	0
K03604	K03604: LacI family transcriptional regulator- purine nucleotide synthesis	0.000102422	0	0.000211091	0.000195988	0.000210848	9.65E-05	0.000136143	0.000134355	0.000123837	0.00017806	0.000171123	0.000194686	8.72E-05	0.000146013	0.000142484	0.000130459	0	7.17E-05	8.81E-05	0.000136966	9.22E-05	0.00011906	0.00013629	0.000130349	0.000151445	0.000161927	0.000156665	0.000119078	7.34E-06
K03605	K03605: hydrogenase 1 maturation protease	3.54E-05	0	3.45E-05	1.88E-05	2.28E-05	3.79E-05	4.67E-05	3.89E-05	4.96E-05	2.99E-05	2.31E-05	1.25E-05	8.73E-05	2.53E-05	4.11E-05	2.71E-05	0	4.10E-05	4.21E-05	3.49E-05	3.21E-05	3.91E-05	1.70E-05	2.46E-05	0	3.73E-05	1.82E-05	1.13E-05	0.000380901
K03606	K03606: putative colanic acid biosysnthesis UDP-glucose lipid carrier	0.000299316	0	0.000271183	0.000325611	0.000211583	0.000249356	0.000136734	0.0002531	0.000262468	0.000328108	0.000226015	0.000309401	0.000169393	0.000244241	0.000290416	0.000275494	0	0.000192066	0.000370671	0.000340515	0.00038369	0.000260562	0.000272671	0.000305793	0.000319785	0.000204475	0.000305772	0.000255338	6.60E-05
K03607	K03607: ProP effector	1.87E-05	0	2.69E-05	1.59E-05	3.71E-05	4.31E-05	3.95E-05	0	1.13E-05	8.40E-06	0	1.05E-05	0	0	0	0	0	6.68E-05	1.08E-05	2.23E-05	0	0	0	0	9.33E-06	3.88E-05	0	0	0
K03608	K03608: cell division topological specificity factor	0.000236096	0	0.000213945	0.000202159	0.00029714	0.000203936	0.000303737	0.000238166	0.000172261	0.000192647	0.000203101	0.000291088	0.000275987	0.000164987	0.000291829	0.000200147	0	0.00018162	0.00024692	0.000423377	0.000224944	0.000235316	0.000542077	0.000321299	0.000330533	0.000347633	0.000384247	0.00027804	0
K03609	K03609: septum site-determining protein MinD	0.000504405	0	0.00039275	0.000433873	0.000438514	0.00038072	0.000380501	0.000477576	0.000470974	0.00036181	0.000454345	0.000595798	0.000371343	0.000464224	0.000464542	0.000420001	0	0.000110869	0.000431046	0.00051924	0.000314341	0.000471479	0.000517452	0.000470624	0.000475669	0.000628285	0.000469614	0.000377482	0.00011601
