Gene	NAME	CSM5LLGB.kegg.e-40.m8-hit-keg-cat	CSM6J2H9.kegg.e-40.m8-hit-keg-cat	CSM79HGR.kegg.e-40.m8-hit-keg-cat	ESM5GEYX.kegg.e-40.m8-hit-keg-cat	ESM5GEYY.kegg.e-40.m8-hit-keg-cat	ESM5GEZ1.kegg.e-40.m8-hit-keg-cat	ESM5MEAB.kegg.e-40.m8-hit-keg-cat	ESM5MEB9.kegg.e-40.m8-hit-keg-cat	ESM5MEC7.kegg.e-40.m8-hit-keg-cat	ESM5MEDP.kegg.e-40.m8-hit-keg-cat	ESM5MEE2.kegg.e-40.m8-hit-keg-cat	ESM5MEEJ.kegg.e-40.m8-hit-keg-cat	ESM718U9.kegg.e-40.m8-hit-keg-cat	ESM7F5AE.kegg.e-40.m8-hit-keg-cat	HSM5MD6G.kegg.e-40.m8-hit-keg-cat	HSM5MD6S.kegg.e-40.m8-hit-keg-cat	HSM67VDR.kegg.e-40.m8-hit-keg-cat	HSM67VDT.kegg.e-40.m8-hit-keg-cat	HSM6XRQC.kegg.e-40.m8-hit-keg-cat	HSM6XRTE.kegg.e-40.m8-hit-keg-cat	HSM7CZ2X.kegg.e-40.m8-hit-keg-cat	HSM7J4JV.kegg.e-40.m8-hit-keg-cat	HSMA33J1.kegg.e-40.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
K13775	K13775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78e-06	Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	atuG; citronellol/citronellal dehydrogenase
K13774	K13774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6100000000000002e-05	Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	atuB; citronellol/citronellal dehydrogenase
K00939	K00939: adenylate kinase	0.00163507	0.00114717	0.00104593	0.0009837189999999999	0.0010505999999999998	0.000937102	0.00100105	0.000977785	0.0008637510000000001	0.000813861	0.0007915239999999999	0.000993736	0.000985414	0.000832553	0.0	0.0011126	0.00101579	0.000874964	0.000648559	0.00101792	0.000654532	0.00113171	0.000995309	0.00100629	Metabolism	Nucleotide metabolism	Purine_metabolism	adk AK; adenylate kinase
K00938	K00938: phosphomevalonate kinase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78e-05	0.0	0.0	0.0	0.000564075	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	E2.7.4.2 mvaK2; phosphomevalonate kinase
K00937	K00937: polyphosphate kinase	0.0	0.000113205	0.0006640880000000001	0.0005285309999999999	0.000477675	0.000556733	0.000577311	0.000675283	0.000503613	0.0007154160000000001	0.000682368	0.000647014	0.000654598	0.000838434	0.0	0.000479693	0.000578115	0.000791437	0.000705534	0.000747626	0.000444021	0.000625964	0.0005885980000000001	0.00028776	Metabolism	Energy metabolism	Oxidative_phosphorylation	ppk; polyphosphate kinase
K00936	K00936	0.00116304	0.00119076	0.00269939	0.00206085	0.00261487	0.00251412	0.00256177	0.00292895	0.00262912	0.00370553	0.00316851	0.00374915	0.0015624	0.0034040999999999997	0.0	0.00345404	0.00307876	0.00391905	0.00180999	0.0029087	0.00258115	0.00206622	0.00244248	0.00110092	None	None	None	None
K00934	K00934: arginine kinase	0.0	0.0	0.0	1.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E2.7.3.3; arginine kinase
K00932	K00932: propionate kinase	0.0	0.0	0.0	0.0	1.55e-05	5.39e-05	0.0	4.88e-05	6.2e-05	0.0	0.0	0.0	0.000235343	0.0	0.0	0.0	0.0	0.0	7.59e-05	0.0	3.53e-05	0.0	0.0	5.7999999999999994e-05	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	E2.7.2.15 tdcD pduW; propionate kinase
K00931	K00931: glutamate 5-kinase	0.0	0.000219493	0.000789808	0.000497269	0.000423166	0.000563174	0.000682346	0.000618957	0.000544661	0.00071643	0.000571385	0.0007995910000000001	0.000656648	0.00059444	0.0	0.0007219689999999999	0.000587746	0.0007169030000000001	0.0007179010000000001	0.000617886	0.0006602019999999999	0.000716756	0.000512001	0.000456154	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	proB; glutamate 5-kinase
K00930	K00930: acetylglutamate kinase	0.0	0.0	0.000602323	0.000625759	0.0007908619999999999	0.00070545	0.000944297	0.000710632	0.000765542	0.000878202	0.000691725	0.000675675	0.000850282	0.000646656	0.0	0.000723278	0.000607056	0.000743278	0.0010844000000000001	0.000846355	0.000538575	0.000979092	0.000928401	0.000265235	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	argB; acetylglutamate kinase
K05523	K05523: molecular chaperone HchA (Hsp31)	0.0	0.0	0.0	2.1899999999999997e-05	2.3199999999999998e-05	2.7399999999999995e-05	6.24e-05	0.0	3.07e-05	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4000000000000005e-05	0.0	0.0	0.0	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	hchA; molecular chaperone Hsp31 and glyoxalase 3
K05522	K05522: endonuclease VIII	0.0	0.0	0.0	2.3899999999999998e-05	5.2000000000000004e-05	3.1e-05	0.0	4e-05	0.0	0.0	0.0	0.0	9.690000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Genetic Information Processing	Replication and repair	Base_excision_repair	nei; endonuclease VIII
K05521	K05521: ADP-ribosylglycohydrolase	0.0	0.0	0.000120785	0.000353448	0.000340784	0.000303483	0.00043544	0.000352365	0.00041306	0.000231111	0.00037056800000000005	0.00034660800000000004	0.000366154	0.00034941	0.0	0.00031684	0.00037465800000000004	0.000298386	0.0	0.000390538	0.00045495599999999996	0.0006012659999999999	0.000531001	0.000238733	None	None	None	None
K05520	K05520: protease I	0.0	0.0	0.0	0.0	0.00014152200000000002	7.979999999999999e-05	0.000103567	6.15e-05	3.77e-05	0.0	0.0	0.0	0.000256925	0.0	0.0	0.0	0.0	0.0	0.0	4.31e-05	8.8e-05	0.0	0.0	0.0	None	None	None	None
K05527	K05527: BolA protein	0.0	0.0	0.0	0.0	0.000128941	7.37e-05	0.0	0.000202157	8.48e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K05526	K05526: succinylglutamate desuccinylase	0.0	0.0	0.0	0.0	0.000122398	2.4e-05	0.0	0.0	5.5299999999999996e-05	0.0	0.0	0.0	7.91e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141857	0.0	0.0	0.00020485799999999998	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	astE; succinylglutamate desuccinylase
K05524	K05524: ferredoxin	0.0	0.0	0.0	0.0	6.24e-05	7.240000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010959299999999999	0.0	0.0	8.609999999999999e-05	0.0	0.0	0.000120505	0.000611801	None	None	None	None
K12519	K12519: chaperone protein PapD	0.0	0.0	0.0	0.0	0.0	6.36e-05	7.340000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.000104407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187462	0.0	0.0	0.0	None	None	None	None
K11178	K11178: xanthine dehydrogenase YagS FAD-binding subunit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205456	Metabolism	Nucleotide metabolism	Purine_metabolism	yagS; xanthine dehydrogenase YagS FAD-binding subunit
K02621	K02621: topoisomerase IV subunit A	0.0	0.00027485	0.000436578	0.000299713	0.000208851	0.00015808399999999999	0.000348935	0.000342966	0.000305933	0.000362962	0.000116899	0.000277882	0.000593751	0.000359251	0.0	0.000307582	0.000247695	0.000296173	0.000343402	0.000276986	0.00022615599999999998	0.00035153800000000003	0.000259297	0.00012575799999999998	None	None	None	None
K02992	K02992: small subunit ribosomal protein S7	0.00225422	0.00352641	0.000799612	0.0009208780000000001	0.00103876	0.00102027	0.00114129	0.00109253	0.000907151	0.00106461	0.000887804	0.0010413	0.000634443	0.000992645	0.0	0.00122464	0.00100765	0.00116221	0.000624175	0.00118118	0.0008711010000000001	0.00163178	0.00135244	0.000863775	Genetic Information Processing	Translation	Ribosome	RP-S7 MRPS7 rpsG; small subunit ribosomal protein S7
K02623	K02623: LysR family transcriptional regulator pca operon transcriptional	0.0	0.0	0.0	0.0	0.0	2.36e-05	0.0	0.0	2.7899999999999997e-05	0.0	0.0	0.0	7.77e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2e-06	None	None	None	None
K02622	K02622: topoisomerase IV subunit B	0.000283119	0.000377081	0.00032021	0.000290872	0.00026488099999999996	0.000134268	0.00034427300000000003	0.00033109199999999995	0.00035548800000000005	0.00041678	0.000141293	0.000341836	0.000609134	0.000443572	0.0	0.00021997599999999998	0.000375523	0.000328844	0.000574133	0.000277647	0.000310638	0.00050347	0.000305358	0.000246175	None	None	None	None
K08281	K08281: pyrazinamidase	0.0	0.0	3.929999999999999e-05	3.34e-05	9.549999999999999e-05	0.000116056	8.329999999999999e-05	0.0	4.18e-05	7.56e-05	0.0	0.0	0.0	4.44e-05	0.0	0.0	0.0	0.0	0.0	0.000134945	7.15e-05	9.1e-05	6.409999999999999e-05	0.0	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	pncA; nicotinamidase/pyrazinamidase
K02996	K02996: small subunit ribosomal protein S9	0.00138242	0.00303238	0.00103855	0.00111288	0.000828088	0.00107306	0.001248	0.0010581	0.0007564510000000001	0.00106021	0.000988797	0.0009479110000000001	0.000781225	0.0009644230000000001	0.0	0.00127029	0.00117837	0.00106187	0.000255729	0.00104661	0.000825408	0.00104417	0.000996549	0.00154398	Genetic Information Processing	Translation	Ribosome	RP-S9 MRPS9 rpsI; small subunit ribosomal protein S9
K02994	K02994: small subunit ribosomal protein S8	0.00135076	0.00178698	0.00107789	0.0009515910000000001	0.000914203	0.00123237	0.00122477	0.0009592310000000001	0.00107978	0.00126624	0.000981066	0.00100743	0.00135103	0.00087005	0.0	0.00124891	0.0008924380000000001	0.000863615	0.000990084	0.00139697	0.00104167	0.000855924	0.0012692	0.0010302	Genetic Information Processing	Translation	Ribosome	RP-S8 rpsH; small subunit ribosomal protein S8
K01081	K01081: 5'-nucleotidase	0.0	0.00041302900000000003	0.000316804	0.00021809900000000003	0.00029528400000000004	0.000288096	0.000455706	0.000384132	0.000254744	0.000438704	0.000122704	0.000353434	0.000431594	0.00029556200000000003	0.0	0.000268183	0.00028545	0.00027330599999999996	0.000297124	0.00028345	0.000264931	0.00016115299999999998	0.000234879	2.28e-07	Metabolism	Nucleotide metabolism	Purine_metabolism	E3.1.3.5; 5'-nucleotidase
K08289	K08289: phosphoribosylglycinamide formyltransferase 2	0.0	0.00020313	0.000277185	0.00033751699999999996	0.000290991	0.000116909	0.00022704599999999998	0.000427013	0.000251178	0.00039020300000000005	0.00022846299999999998	0.000499065	0.000130978	0.000340947	0.0	0.000316759	0.000330371	0.000292442	0.000499138	0.000256497	0.000192636	0.00023140400000000002	0.000198714	0.00034555800000000004	Metabolism	Nucleotide metabolism	Purine_metabolism	purT; phosphoribosylglycinamide formyltransferase 2
K01085	K01085: glucose-1-phosphatase	0.0	0.0	3.91e-05	1.52e-05	4.7499999999999996e-05	6.15e-05	8.18e-05	4.94e-05	6.47e-05	0.0	2.26e-05	0.0	0.00016465599999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15e-05	0.0	0.0	0.00016416599999999999	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	agp; glucose-1-phosphatase
K01579	K01579: aspartate 1-decarboxylase	0.0	0.0	0.00085374	0.000589983	0.0008976419999999999	0.0007547439999999999	0.000769713	0.0008883680000000001	0.0006736089999999999	0.00103443	0.000734495	0.000604928	0.0010673	0.00102219	0.0	0.00126521	0.000988937	0.00126356	0.0008113389999999999	0.000784364	0.00111981	0.000760872	0.0009550689999999999	0.000535619	Metabolism	Metabolism of other amino acids	beta-Alanine_metabolism	panD; aspartate 1-decarboxylase
K07694	K07694: two-component system NarL family vancomycin resistance associated	0.0	0.0	0.0	0.00012077299999999999	0.0	0.0	0.0	5.05e-05	0.0	0.0	9.54e-05	4.92e-05	0.0	4.59e-05	0.0	0.0	0.0	5.479999999999999e-05	0.0	0.0	0.0	0.0	6.2e-05	4.76e-06	Environmental Information Processing	Signal transduction	Two-component_system	vraR; two-component system NarL family vancomycin resistance associated response regulator VraR
K00322	K00322: NAD(P) transhydrogenase	0.0	0.0	0.0	2.64e-05	4.23e-05	3.28e-05	0.0	2.2100000000000002e-05	5.65e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138116	0.0	3.21e-05	0.0	0.0	4.38e-06	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	sthA udhA; NAD(P) transhydrogenase
K05778	K05778: putative thiamine transport system permease protein	0.0	0.0	0.0	0.0	2.61e-05	3.01e-05	0.0	6.11e-05	0.0	0.0	0.0	0.0	4.91e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.870000000000001e-05	0.0	0.0	0.0	None	None	None	None
K03578	K03578: ATP-dependent helicase HrpA	0.0	0.0	1.31e-05	1.4599999999999999e-05	6.12e-05	6.440000000000001e-05	2.6899999999999997e-05	8.66e-05	3.39e-05	2.47e-05	2.3100000000000002e-05	1.5399999999999998e-05	7.829999999999999e-05	5.6999999999999996e-05	0.0	0.0	5.28e-05	3.7e-05	0.0	7e-05	4.61e-05	3.35e-05	2.9299999999999997e-05	0.000447487	None	None	None	None
K03579	K03579: ATP-dependent helicase HrpB	0.0	0.0	2.9600000000000005e-05	7.73e-06	4.72e-05	3.79e-05	0.0	2.54e-05	4.34e-05	5.2900000000000005e-05	0.0	0.0	0.000244803	3.289999999999999e-05	0.0	0.0	0.0	3.97e-05	3.9500000000000005e-05	3.28e-05	0.0	2.7300000000000003e-05	0.0	8.14e-05	None	None	None	None
K03576	K03576: LysR family transcriptional regulator regulator for metE and metH	0.0	0.0	0.0	1.98e-05	4.26e-05	4.94e-05	5.7799999999999995e-05	0.00010227399999999999	5.720000000000001e-05	0.0	3.2e-05	0.0	8.329999999999999e-05	0.0	0.0	0.0	3.78e-05	0.0	0.000103259	0.0	0.000144095	0.0	0.0	0.000448531	None	None	None	None
K03082	K03082: hexulose-6-phosphate isomerase	0.0	0.0	0.0	2.17e-05	2.3e-05	5.5e-05	6.0299999999999995e-05	3.6200000000000006e-05	2.9999999999999997e-05	0.0	3.48e-05	0.0	0.00017485	0.0	0.0	4.8200000000000006e-05	0.0	0.0	0.0	6.54e-05	0.0	0.0	4.52e-05	0.0	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	sgbU; hexulose-6-phosphate isomerase
K03574	K03574: 78-dihydro-8-oxoguanine triphosphatase	0.0007021810000000001	0.0	0.000795465	0.000876755	0.00123355	0.00128192	0.00120374	0.000868959	0.000735709	0.0007993869999999999	0.00128501	0.000726967	0.00045249900000000003	0.0007395839999999999	0.0	0.00141173	0.000572163	0.000704834	0.00102182	0.00134908	0.000552267	0.0011637000000000002	0.000710928	0.0	None	None	None	None
K03575	K03575: A/G-specific adenine glycosylase	0.0	0.000228373	0.000543683	0.000503243	0.00053587	0.00037798300000000003	0.000432672	0.000592099	0.00043559800000000004	0.00065382	0.000499922	0.000527015	0.00035958699999999997	0.00046256199999999997	0.0	0.000529768	0.00046473	0.000537325	0.000640596	0.000597879	0.000313091	0.00038433	0.00046351599999999997	0.000383464	Genetic Information Processing	Replication and repair	Base_excision_repair	mutY; A/G-specific adenine glycosylase
K03572	K03572: DNA mismatch repair protein MutL	0.0	0.000368092	0.00060482	0.0006096280000000001	0.00047254	0.000423524	0.000523923	0.000470249	0.000472615	0.000357729	0.00044435300000000003	0.000416355	0.000479781	0.000494635	0.0	0.000508808	0.00043857699999999994	0.00040944800000000003	0.000703026	0.000419447	0.000400074	0.000421739	0.000502578	0.0006504130000000001	Genetic Information Processing	Replication and repair	Mismatch_repair	mutL; DNA mismatch repair protein MutL
K02574	K02574: ferredoxin-type protein NapH	0.00118758	0.0	0.000112328	0.000298308	0.00031564900000000004	0.000389924	0.000180373	0.000247668	0.00015110200000000002	0.00020395099999999999	0.000271344	0.000238741	0.000261198	0.000256431	0.0	0.00018439400000000002	0.00023435	7.65e-05	0.0	0.000185561	0.000153282	0.00037854699999999997	0.00030288	0.000497024	None	None	None	None
K03570	K03570: rod shape-determining protein MreC	0.0	0.0002812	0.000559095	0.0005701840000000001	0.0005391080000000001	0.0005313259999999999	0.000667396	0.000536047	0.00063325	0.000593592	0.000537369	0.000497319	0.00102495	0.00050494	0.0	0.0007996419999999999	0.000605264	0.000563853	0.000962223	0.00051554	0.000456423	0.000468163	0.0006328109999999999	0.0	None	None	None	None
K03571	K03571: rod shape-determining protein MreD	0.0	0.0	0.000242728	0.000111161	0.00031556900000000003	0.00036174	0.000430159	0.000246461	9.559999999999999e-05	0.0	0.000531154	0.000113533	0.000157255	0.000109794	0.0	0.000158813	0.000270327	0.0	0.000199593	5.42e-05	0.00025623	0.00013756899999999998	0.000143117	0.00041689999999999994	None	None	None	None
K01710	K01710: dTDP-glucose 46-dehydratase	0.00104836	0.00134274	0.00177891	0.00128109	0.00137528	0.0009544610000000001	0.00137499	0.00164714	0.00149408	0.00204416	0.00120508	0.00172977	0.00146259	0.00195383	0.0	0.00177851	0.00149179	0.00208035	0.00140187	0.00143802	0.00146927	0.00121004	0.00124194	0.000855968	Metabolism	Metabolism of terpenoids and polyketides	Polyketide_sugar_unit_biosynthesis	E4.2.1.46 rfbB rffG; dTDP-glucose 46-dehydratase
K01711	K01711: GDPmannose 46-dehydratase	0.000487464	0.0	0.0006260269999999999	0.00043314199999999997	0.000440991	0.000367123	0.000493203	0.000431191	0.0005593859999999999	0.000626516	0.000415995	0.000624264	0.00055547	0.0006860719999999999	0.0	0.000414634	0.00041936199999999995	0.000498244	0.0008073980000000001	0.000662378	0.000507586	0.000743452	0.000441217	0.00019882599999999998	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	gmd GMDS; GDPmannose 46-dehydratase
K01712	K01712: urocanate hydratase	0.00105964	0.000945324	0.000292733	0.000333256	0.000301451	8.420000000000001e-05	0.000346738	0.00010839899999999999	0.000229012	0.000505045	8.950000000000001e-05	0.000199243	0.00019024	0.0002004	0.0	0.000164904	0.000266025	0.000306987	0.00034326699999999996	0.000274844	0.00018084200000000001	0.000270938	0.00023117	0.000324158	Metabolism	Amino acid metabolism	Histidine_metabolism	hutU UROC1; urocanate hydratase
K07027	K07027	0.0	0.000460503	0.000467054	0.000281675	0.00037880300000000004	0.000249733	0.00040667300000000003	0.000497597	0.000450706	0.000364351	0.000292738	0.000395534	0.00045718	0.0005410419999999999	0.0	0.00024655200000000003	0.000451175	0.000341747	0.00038543	0.000432062	0.000317781	0.00040316699999999996	0.00023124700000000002	0.000191526	None	None	None	None
K01714	K01714: dihydrodipicolinate synthase	0.000595789	0.000539367	0.00106836	0.00110865	0.00115679	0.00109051	0.00106546	0.000948975	0.0008948989999999999	0.000860218	0.00123327	0.0009898589999999998	0.00102655	0.00102407	0.0	0.0010529000000000003	0.0007902139999999999	0.000953784	0.000989142	0.00126306	0.00137937	0.0009864210000000001	0.00098964	0.000897351	Metabolism	Amino acid metabolism	Lysine_biosynthesis	dapA; 4-hydroxy-tetrahydrodipicolinate synthase
K01715	K01715: 3-hydroxybutyryl-CoA dehydratase	0.0020469999999999998	0.00182258	0.000128627	0.00021742200000000002	0.000103156	0.00029861	6.809999999999999e-05	8.09e-05	0.000137305	0.00017534	0.000153052	0.00015797899999999999	0.0	0.000110785	0.0	0.00015811700000000002	4.51e-05	0.0	0.000126873	0.00010567399999999999	0.000293283	8.68e-05	0.00030045	2.57e-05	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	crt; enoyl-CoA hydratase
K01716	K01716: 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	0.0	0.0	0.0	2.64e-05	9.4e-05	3.2500000000000004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000107039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4e-05	0.0	0.0	0.000439945	Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	fabA; 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase
K05777	K05777: putative thiamine transport system substrate-binding protein	0.0	0.0	2.11e-05	1.59e-05	5.2600000000000005e-05	0.00011854899999999999	0.0	0.0	2.15e-05	0.0	2.7300000000000003e-05	0.0	6.579999999999999e-05	0.0	0.0	0.0	2.9600000000000005e-05	0.0	0.0	2.33e-05	0.0	0.0	3.13e-05	0.0	None	None	None	None
K01718	K01718: pseudouridylate synthase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7300000000000003e-05	0.0	0.0	0.0	4.0799999999999996e-05	Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	E4.2.1.70; pseudouridylate synthase
K01719	K01719: uroporphyrinogen-III synthase	0.00141844	0.00126555	0.000492395	0.000375265	0.000429805	0.00018899599999999998	0.000564893	0.00041978400000000003	0.00035809800000000005	0.000423524	0.000312434	0.000326676	0.000518296	0.000495652	0.0	0.000487633	0.000421602	0.0007249169999999999	0.000524259	0.000367484	0.00030833	0.000715079	0.000309053	0.0	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	hemD UROS; uroporphyrinogen-III synthase
K12511	K12511: tight adherence protein C	0.0	0.0	2.8899999999999998e-05	8.669999999999999e-05	4.6e-05	0.000131329	0.0	7.269999999999999e-05	0.00012286	0.000104789	0.000171382	3.53e-05	0.0	3.3100000000000005e-05	0.0	0.0	7.730000000000001e-05	0.0	0.0	9.53e-05	5.25e-05	0.0	8.89e-05	0.0	None	None	None	None
K06238	K06238: collagen type VI alpha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99e-06	0.0	0.0	0.0	0.0	Environmental Information Processing	Signal transduction	PI3K-Akt_signaling_pathway	COL6A; collagen type VI alpha
K03972	K03972: phage shock protein E	0.0	0.0	7.41e-05	0.0	0.0	6.73e-05	0.0	0.000177559	0.0	0.000134463	6.75e-05	0.0	0.000446969	0.0	0.0	0.000119455	0.0	0.00010087799999999999	0.0	8.159999999999999e-05	0.00013240000000000002	0.0	0.0	0.0	None	None	None	None
K03973	K03973: phage shock protein C	0.0	0.0	2.78e-05	6.32e-05	0.000100482	2.58e-05	2.98e-05	0.000105819	0.00010577299999999999	5.0600000000000003e-05	1.65e-05	5.11e-05	0.0	3.18e-05	0.0	4.57e-05	1.95e-05	5.6899999999999994e-05	5.45e-05	3.07e-05	0.0	0.0	0.0	0.0	None	None	None	None
K03970	K03970: phage shock protein B	0.0	0.0	0.0	0.0	9.02e-05	0.00010463100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K01577	K01577: oxalyl-CoA decarboxylase	0.0	0.0	7.4e-05	0.0	1.18e-05	1.3699999999999998e-05	0.0	5.739999999999999e-05	1.58e-05	0.0	0.0	0.0	0.000133737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7000000000000002e-05	0.0	0.0	0.0	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	oxc; oxalyl-CoA decarboxylase
K03976	K03976: putative transcription regulator	0.000999713	0.0	0.000830628	0.00104531	0.000613089	0.00074585	0.000775238	0.000516838	0.000814406	0.000837052	0.000836358	0.00085858	0.000790255	0.000698154	0.0	0.00101224	0.000922807	0.00112453	0.00040918300000000003	0.00083909	0.000841834	0.000564057	0.0007837289999999999	0.00041829800000000005	None	None	None	None
K03977	K03977: GTP-binding protein	0.0008061660000000001	0.0007200010000000001	0.000911457	0.0009388860000000001	0.000717932	0.000587305	0.000529238	0.00073298	0.000612869	0.0009550180000000001	0.0006670830000000001	0.000666395	0.0006679419999999999	0.000906777	0.0	0.000698607	0.0006567060000000001	0.000672622	0.000894285	0.000759783	0.0005996230000000001	0.000790922	0.0008393960000000001	0.00082812	None	None	None	None
K03974	K03974: psp operon transcriptional activator	0.0	0.0	2.3100000000000002e-05	0.0	6.12e-05	2.3899999999999998e-05	0.0	0.0	2.75e-05	4.2e-05	0.0	2.7399999999999995e-05	0.0	0.0	0.0	0.0	0.0	3.15e-05	0.0	2.55e-05	4.7e-05	0.0	0.0	1e-05	None	None	None	None
K03975	K03975: membrane-associated protein	0.0	0.0	7.28e-05	0.000196468	0.00038852699999999995	0.00014089200000000002	0.000239918	0.00032716900000000004	0.000279389	0.00020312599999999998	0.000218652	0.000318181	0.000119044	0.000328027	0.0	0.000444024	0.000317858	0.000362005	0.000307356	0.000242268	0.000267186	0.000309442	0.00022027	8.3e-06	None	None	None	None
K03978	K03978: GTP-binding protein	0.0	0.000359171	0.00111564	0.000713328	0.000637656	0.0008182910000000001	0.0008792369999999999	0.000669475	0.000646726	0.000892315	0.000630213	0.000953011	0.00049135	0.000604275	0.0	0.0009299880000000001	0.0010171	0.00088602	0.000319471	0.00104583	0.000507186	0.000783145	0.0006258769999999999	6.6e-06	None	None	None	None
K03979	K03979: GTP-binding protein	0.000946161	0.000586314	0.000754051	0.000854505	0.000603654	0.000657311	0.000633982	0.000699615	0.00048459800000000004	0.00059321	0.000514716	0.000570795	0.000464214	0.000601239	0.0	0.0007830339999999999	0.000599158	0.000612675	0.000890426	0.00068839	0.000536746	0.00100181	0.000697173	0.000409778	None	None	None	None
K09937	K09937: hypothetical protein	0.0	0.0	0.0	0.0	0.000101099	0.000117314	0.0	0.0	0.000134959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K02199	K02199: cytochrome c biogenesis protein CcmG thiol:disulfide interchange	0.0	0.0	4.45e-05	0.0	0.000106804	0.000125756	9.9e-05	0.000174613	4.8100000000000004e-05	0.0	0.0	5.8399999999999997e-05	0.000137704	0.0	0.0	0.0	0.000131415	0.0	0.0	5.27e-05	0.000156974	0.0	6.65e-05	0.0	None	None	None	None
K02198	K02198: cytochrome c-type biogenesis protein CcmF	0.0	0.0	7.15e-05	5.93e-05	0.00016219999999999999	0.00011379299999999999	7.41e-05	0.000109015	7.859999999999999e-05	6.49e-05	9.84e-05	0.00015068299999999998	3.91e-05	7.140000000000001e-05	0.0	7.340000000000001e-05	0.000109063	0.00015662	0.0	0.00018205400000000002	0.000156043	5.8099999999999996e-05	9.18e-05	0.00023799099999999998	None	None	None	None
