ID,NAME,CSM5LLGB.kegg.e-40.m8-hit-keg-cat,CSM6J2H9.kegg.e-40.m8-hit-keg-cat,CSM79HGR.kegg.e-40.m8-hit-keg-cat,ESM5GEYX.kegg.e-40.m8-hit-keg-cat,ESM5GEYY.kegg.e-40.m8-hit-keg-cat,ESM5GEZ1.kegg.e-40.m8-hit-keg-cat,ESM5MEAB.kegg.e-40.m8-hit-keg-cat,ESM5MEB9.kegg.e-40.m8-hit-keg-cat,ESM5MEC7.kegg.e-40.m8-hit-keg-cat,ESM5MEDP.kegg.e-40.m8-hit-keg-cat,ESM5MEE2.kegg.e-40.m8-hit-keg-cat,ESM5MEEJ.kegg.e-40.m8-hit-keg-cat,ESM718U9.kegg.e-40.m8-hit-keg-cat,ESM7F5AE.kegg.e-40.m8-hit-keg-cat,HSM5MD6G.kegg.e-40.m8-hit-keg-cat,HSM5MD6S.kegg.e-40.m8-hit-keg-cat,HSM67VDR.kegg.e-40.m8-hit-keg-cat,HSM67VDT.kegg.e-40.m8-hit-keg-cat,HSM6XRQC.kegg.e-40.m8-hit-keg-cat,HSM6XRTE.kegg.e-40.m8-hit-keg-cat,HSM7CZ2X.kegg.e-40.m8-hit-keg-cat,HSM7J4JV.kegg.e-40.m8-hit-keg-cat,HSMA33J1.kegg.e-40.m8-hit-keg-cat,mock_even_lc-hit-keg-cat
K07481,K07481: transposase IS5 family,0,0,1.77673e-05,0.000133704,0.000137055,0.00019198,0,0.0001901,0.000295879,3.46903e-05,0.000122391,0.000135937,0.000131368,0.000253311,0,0,6.14279e-05,2.60255e-05,6.94975e-05,0.000130872,4.61395e-05,5.15101e-05,0.000112036,0.00314592
K10671,K10671: sarcosine reductase,0.00111994,0.000361016,0,2.45561e-05,0,5.07989e-05,0,0,3.48285e-05,0,0,0,0,0,0,0,0,0,0,1.8071e-05,4.00685e-05,0,5.04668e-05,0
K10670,K10670: glycine reductase,0.00305308,0.0016892,0,0.00011236,4.8298e-05,0.000364394,4.20588e-05,4.92332e-05,7.65493e-05,3.82729e-05,9.21709e-05,0,0.000249991,0,0,0,8.74877e-05,0,0,0.000151131,0.000192671,0,5.04668e-05,0.000156405
K10673,K10673: streptomycin 3"-kinase,0,0,0,0,4.77477e-05,0,0,0,9.578e-05,0,0,0,0,0,0,0,0,0,0,3.31518e-05,0,0,0,0
K10672,K10672: betaine reductase,0.00111994,0.000361016,0,2.45561e-05,0,5.07989e-05,0,0,3.48285e-05,0,0,0,0,0,0,0,0,0,0,1.8071e-05,4.00685e-05,0,5.04668e-05,0
K07488,K07488: transposase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192168
K05687,K05687: protein DJ-1,0,0,0,3.32284e-05,3.53045e-05,0,0,5.56148e-05,0,0,0,5.41199e-05,0,0,0,0,0,0,0,0,0,0,0,0
K00590,K00590: site-specific DNA-methyltransferase (cytosine-N4-specific),0,0,0.000156981,3.40193e-05,3.40633e-05,2.58954e-05,0.000162154,0,4.85593e-05,0.000133281,0,0.000132695,0,5.78913e-05,0,8.41589e-05,0,6.21441e-05,9.57111e-05,7.87763e-05,9.42785e-05,0.000222789,7.8146e-05,0
K00595,K00595: precorrin-6Y C515-methyltransferase / precorrin-8W decarboxylase,0,0,0.000253042,0.000273218,0.000123172,0.000180102,0.000214388,0.000201304,0.000210458,0.00017979,0.00031311,0.000293448,0.000233984,0.00017288,0,0.000317294,0.000364572,0.000232973,0.000196108,0.000214842,0.000237271,0.000311941,0.000329246,0.000165367
K11216,K11216: autoinducer 2 (AI-2) kinase,0,0,0,2.52433e-05,5.15408e-05,0,0,4.00463e-05,6.71618e-05,3.1854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07393,K07393: putative glutathione S-transferase,0,0,0,0,5.68184e-05,6.66209e-05,4.97695e-05,9.35286e-05,7.89581e-05,0,8.63023e-05,0,7.76684e-05,0,0,0,6.83439e-05,0,0.000187806,0,4.64207e-05,0,3.71586e-05,0
K00599,K00599,0.00163915,0.00264979,0.00319375,0.00316206,0.00311392,0.00308605,0.00306541,0.00369219,0.00336881,0.00376492,0.0038986,0.0035172,0.00168087,0.00359336,0,0.00388033,0.00383205,0.0035577,0.00325184,0.00319866,0.00282543,0.00365046,0.00297487,0.00178756
K00598,K00598: trans-aconitate 2-methyltransferase,0,0,0,0,2.49908e-05,6.097e-05,0,0,3.53465e-05,0,0,0,0.000303278,3.67387e-05,0,0,0,0,0,0,6.04208e-05,0,5.03673e-05,0
K10953,K10953: RTX toxin RtxA,0,0,0,0,0,1.67591e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83952e-08
K07390,K07390: monothiol glutaredoxin,0,0,0,5.23347e-05,6.06595e-05,0,0,0,0,0,8.70136e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
K00060,K00060: threonine 3-dehydrogenase,0,0.000231722,9.34287e-05,0.00016258,7.46463e-05,2.27058e-05,5.19333e-05,0.000122047,7.57675e-05,8.45596e-05,2.87523e-05,0,0.000148549,0,0,3.66329e-05,0,0.000159352,0,0.00012945,8.8395e-05,0,7.29892e-05,0.000230262
K08724,K08724: penicillin-binding protein 2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126214
K07643,K07643: two-component system OmpR family sensor histidine kinase BasS,0,0,0,0,3.6512e-05,2.11549e-05,0,2.87191e-05,4.97139e-05,0,0,0,0,0,0,0,0,3.26624e-05,9.32578e-05,0,8.32022e-05,0,0,3.73297e-06
K08722,K08722: 5'-nucleotidase,0,0,0.000127026,0.000281851,0.000168747,0.000353073,0.000188857,0.000159285,0.000268093,0.000151247,0.00030161,0.000154273,0.000120736,4.89848e-05,0,0.000276565,0.000179797,0.000114576,0.000162046,0.000141567,0.000154678,0.00011511,0.000330304,0
K00064,K00064: D-threo-aldose 1-dehydrogenase,0,0,0.00014537,8.60182e-05,9.88528e-05,2.86766e-05,0.000132719,0.000116791,6.59802e-05,0.000207379,0.000110217,0.000183302,0,0.000165931,0,0.000152637,0.000210143,0.000162059,0.000121234,0.000102402,0.000112785,8.35606e-05,4.77556e-05,7.95184e-05
K00067,K00067: dTDP-4-dehydrorhamnose reductase,0,0.00026695,0.00129978,0.00103424,0.00087,0.000686778,0.00102541,0.00102419,0.000891721,0.00151718,0.000790537,0.000945982,0.000961311,0.00125605,0,0.00103006,0.00109297,0.00137324,0.000895417,0.000858664,0.000900916,0.000768038,0.000666297,0.000228228
K08721,K08721: multidrug resistance outer membrane protein OprJ,0,0,0,2.6222e-05,1.42881e-05,0,0,0,0,0,0,2.1903e-05,0,0,0,0,0,4.82075e-05,0,1.97349e-05,0,0,0,0.000206491
K09949,K09949: hypothetical protein,0,0,5.98117e-05,4.44727e-05,9.6008e-05,8.42738e-05,0.00013126,0,3.26274e-05,5.2942e-05,7.22854e-05,3.77441e-05,8.87642e-05,3.49891e-05,0,0,0,8.07228e-05,0.000117746,6.61204e-05,0.000110137,0,4.68876e-05,0.000233796
K07645,K07645: two-component system OmpR family sensor histidine kinase QseC,0,0,0,1.3987e-05,5.91516e-05,3.44887e-05,0,0.000138056,5.95586e-05,0,2.18012e-05,2.12654e-05,0.000170214,0,0,0,0,0,0,0,6.78219e-05,4.7398e-05,0,1.6451e-06
K07008,K07008,0,0,0,2.46282e-05,2.56637e-05,5.61154e-05,6.49167e-05,0.000112933,6.85179e-05,0,6.99428e-05,0,9.7982e-05,3.33988e-05,0,0,0,0,0,9.66735e-05,5.85617e-05,0,0,0.000504232
K07009,K07009,0,0,6.88805e-05,7.55095e-05,0,6.26951e-05,0,8.5301e-05,0,6.12675e-05,4.08212e-05,0,0,0,0,5.51699e-05,0,0,0,3.70128e-05,0,0,5.2415e-05,0
K02446,K02446: fructose-16-bisphosphatase II,0,0,0,1.96256e-05,7.91091e-05,0.000139244,0.000111982,9.01152e-05,7.48396e-05,0,0.000153783,6.38296e-05,0.000134434,0.000116999,0,0,7.09893e-05,7.04825e-05,0.000204584,5.76014e-05,0.000134176,0,8.07141e-05,0.000410612
K07003,K07003,0.000508131,0,0.000424203,0.000386205,0.000224589,0.000284199,0.000184474,0.000241453,0.000209456,0.000256383,0.000462415,0.000267938,9.4142e-05,0.000230206,0,0.000454554,0.000201961,0.000224287,0.00040168,0.000240444,0.000198271,0.000576267,0.000400199,0
K07000,K07000,0,0,4.14277e-05,3.28805e-05,0.000206037,8.31327e-05,0,0.000210569,0.000180978,0,0,0,0.000543277,9.45747e-05,0,0.000136013,5.80516e-05,0.000112863,0.000333425,4.56247e-05,0.000228905,0.00011169,7.58473e-05,0
K07001,K07001,0,0.000411274,0.00102132,0.000712801,0.000627091,0.00029264,0.000883306,0.00058438,0.000784953,0.00117855,0.000442871,0.000995582,0.000869424,0.000869012,0,0.000795153,0.000860409,0.00100191,0.000723782,0.000657978,0.000733137,0.000728018,0.000503673,0.000818744
K07006,K07006,0,0,0,0,2.96559e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63126e-05,0,0,0,0
K07007,K07007,0,0.000765522,0.000557309,0.000618637,0.000373945,0.000612025,0.00047857,0.000382024,0.000348362,0.000253048,0.000669247,0.000443334,0.000192534,0.000391759,0,0.000426046,0.000425825,0.000297271,0.000152268,0.000352714,0.000365994,0.000487345,0.00056001,0.000265499
K07004,K07004,0,0,1.17699e-05,8.83288e-06,0,0,2.3e-05,0,0,0,0,1.43863e-05,0,0,0,0,1.64929e-05,0,0,0,0,0,0,0
K07005,K07005,0,0,0.000860711,0.000461597,0.000435996,0.000556435,0.000504433,0.000489508,0.000746605,0.000913295,0.000462398,0.000673344,0.000772073,0.00076064,0,0.000480319,0.000765348,0.000821551,0.00080292,0.000777542,0.000445603,0.000387208,0.000750372,0
K13634,K13634,0,0,0,1.93833e-05,6.17829e-05,2.38973e-05,5.54708e-05,6.48839e-05,2.74918e-05,0,3.07108e-05,0,7.86277e-05,0,0,0,0,0,0,0,9.39876e-05,0,0,0
K10896,K10896: fanconi anemia group M protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35907e-08
K11063,K11063: toxin A/B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105077
K02441,K02441: GlpG protein,0,0,0,0.00012244,0.000166761,0.000109987,0.000188117,0.000148445,0.000238205,8.03933e-05,0.000209938,0.00016236,0,0,0,0.000267826,0.00024721,6.03131e-05,0,4.8763e-05,0.000110736,0.000119373,0.000136445,9.34448e-06
K13635,K13635,0,0,0,0,6.02034e-05,4.98005e-05,5.68792e-05,0,8.11037e-05,0,0,0,0,0,0,0,0,0,0,0,8.90411e-05,0,0,0
K08261,K08261: D-sorbitol dehydrogenase (acceptor),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20353e-06
K08260,K08260: adenosylcobinamide hydrolase,0,0,0,0,0,2.09829e-05,0,0,0,0,2.68823e-05,2.772e-05,0,2.58863e-05,0,0,0,0,0,2.49762e-05,4.12629e-05,0,0,0
K10748,K10748: DNA replication terminus site-binding protein,0,0,0,0,8.56992e-05,5.01145e-05,0,3.40168e-05,5.75596e-05,0,0,0,8.24442e-05,0,0,0,0,0,0,0,4.92751e-05,0,0,0
K13636,K13636,0,0,0,2.04566e-05,5.90491e-05,4.71116e-05,0,0,2.62753e-05,0,0,0,0.000150297,0,0,0,0,0,0,0,4.49146e-05,0,0,1.12019e-07
K04103,K04103: indolepyruvate decarboxylase,0,0,1.52153e-05,0,3.60678e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00288,K00288: methylenetetrahydrofolate dehydrogenase (NADP+),0,0,1.97059e-05,1.2751e-05,1.33542e-05,0,0,0,6.99162e-06,2.3853e-05,0,9.81638e-06,0,7.49769e-06,0,2.15657e-05,9.20446e-06,1.78951e-05,0,2.40186e-05,0,1.77091e-05,2.24953e-05,0
K00285,K00285: D-amino-acid dehydrogenase,0,0,0,5.92302e-05,0.000141863,1.86123e-05,0,2.42194e-05,2.05238e-05,0,0,0,0.000117398,0,0,0,0,0,0,0,0,0,0,0.000623161
K00284,K00284: glutamate synthase (ferredoxin),0,5.21223e-05,0.000175911,0.000202526,0.00012721,0.000193633,0.000153371,0.000138267,0.000157624,5.98286e-05,0.000306171,0.000188339,4.94517e-05,0.000156794,0,0.000207654,0.000146552,0.000104682,0.000279521,0.000133121,0.000180133,0.000162889,0.000177497,0
K00287,K00287: dihydrofolate reductase,0,0.000478894,0.000762946,0.000579217,0.000683406,0.000651914,0.000766855,0.000582104,0.00113349,0.00101977,0.0007867,0.000746191,0.000904579,0.00076267,0,0.00100328,0.000714188,0.000978017,0.000357647,0.000989071,0.000817952,0.000963916,0.000554863,0
K00286,K00286: pyrroline-5-carboxylate reductase,0.00132964,0.000581136,0.000848361,0.000726461,0.000650031,0.00077031,0.000924687,0.000546708,0.000732748,0.000803886,0.000814955,0.000730238,0.000868464,0.000608435,0,0.000817909,0.000749814,0.000810648,0.000990843,0.000610456,0.000794376,0.00058606,0.000811236,0.0012502
K00281,K00281,0.000373115,0.000166528,0.000237141,0.000243351,0.000164425,6.43358e-05,0.00016753,0.000197887,0.00018664,0.00030213,7.31574e-05,0.000192485,0.000373688,0.000250829,0,0.000188167,0.000184153,0.000275332,0.000206418,0.000212827,0.000142092,0.000142594,0.000176266,0.000285173
K00283,K00283: glycine dehydrogenase subunit 2,0.00072744,0.000162253,0.000103542,0.000192789,8.12998e-05,7.6213e-05,0,4.33006e-05,1.67431e-05,2.89968e-05,1.96817e-05,0,5.23107e-05,3.7663e-05,0,0,0,4.56559e-05,0,7.32785e-05,0,4.64227e-05,0.000102333,8.14985e-05
K00282,K00282: glycine dehydrogenase subunit 1,0.00039235,0.000715187,7.51033e-05,0.000199347,7.60666e-05,0.000104042,0,2.39435e-05,6.05965e-05,3.41446e-05,0,2.268e-05,0,8.66053e-05,0,0,0,2.56162e-05,0,4.19872e-05,6.84441e-05,0.000102093,2.89754e-05,0.00033809
K07716,K07716: two-component system PleD family sensor histidine kinase PleC,0,0,3.30535e-05,3.78324e-05,7.45553e-05,2.53486e-05,3.5978e-05,4.22136e-05,4.70475e-05,3.05107e-05,5.9099e-05,8.0802e-05,3.22472e-05,3.83615e-05,0,2.7585e-05,4.70941e-05,6.79143e-05,4.14346e-05,3.64021e-05,8.08969e-05,4.53041e-05,2.58917e-05,1.38122e-05
K07717,K07717: two-component system sensor histidine kinase YcbA,0,0,0,0,0,1.80904e-05,0,0,0,0,0,2.38988e-05,0,0,0,0,0,0,0,0,3.52454e-05,0,0,0
K07714,K07714: two-component system NtrC family response regulator AtoC,0,0,5.38783e-05,2.72167e-05,3.14232e-05,7.30922e-05,3.81214e-05,5.00319e-05,6.15532e-05,3.93636e-05,2.56984e-05,9.21175e-05,0.000166512,4.50696e-05,0,3.5589e-05,0,2.51638e-05,7.03943e-05,4.38679e-05,0.000105218,0.000142646,0,3.39986e-05
K07715,K07715: two-component system NtrC family response regulator YfhA,0,0,0,0,0.000102115,6.86771e-05,0,0,7.83199e-05,3.33209e-05,0,4.46271e-05,5.57446e-05,2.1611e-05,0,0,2.48969e-05,4.99416e-05,0,0,3.42158e-05,0,0,4.71684e-05
K07712,K07712: two-component system NtrC family nitrogen regulation response,0,0,8.86991e-05,5.30168e-05,0.000152578,7.99506e-05,0.000149232,0.000130294,0.000111741,0.00012656,2.06228e-05,6.39748e-05,0.000156979,0.000137172,0,8.56797e-05,0.000145516,0.000143371,0.000133651,0.000115083,0.000188304,0.000140446,0.000158513,4.71027e-05
K07713,K07713: two-component system NtrC family response regulator HydG,0,0.000348863,0.00040499,0.000304517,0.000413306,0.000140063,0.000237839,0.000393375,0.000314918,0.000500465,0.00015343,0.000518524,0.000619723,0.000485421,0,0.000332481,0.000361765,0.000555507,0.000359096,0.000365504,0.000408196,0.00039932,0.00025625,0.000195392
K00449,K00449: protocatechuate 34-dioxygenase beta subunit,0,0,0,0,7.31289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07711,K07711: two-component system NtrC family sensor histidine kinase YfhK,0,0,1.7398e-05,3.88036e-05,2.75755e-05,3.16761e-05,0,2.20361e-05,5.51142e-05,0,2.06228e-05,4.2531e-05,0.000102517,0,0,2.856e-05,0,0,0,1.91605e-05,6.25563e-05,0,2.68068e-05,0.000154815
K00446,K00446: catechol 23-dioxygenase,0,0,0,0,4.17036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00117,K00117: quinoprotein glucose dehydrogenase,0,0,0,1.53338e-05,6.39986e-05,3.82616e-05,2.23404e-05,5.28465e-05,5.57696e-05,0,0,0,0.000127138,0,0,0,0,0,7.99226e-05,1.92004e-05,8.86999e-05,0,0,0
K00116,K00116: malate dehydrogenase (acceptor),0,0,0,1.15021e-05,5.2958e-05,4.75267e-05,0,1.90076e-05,3.16794e-05,0,0,0,4.68296e-05,0,0,0,0,0,6.01716e-05,0,0,0,0,0.000650029
K00111,K00111: glycerol-3-phosphate dehydrogenase,0.000719487,0.00015647,0.000351967,0.000492611,0.000369746,0.000388862,0.000204954,0.000263836,0.000436145,0.000207522,0.000405895,0.000230276,0.000238776,0.000301909,0,0.000241848,0.000254398,0.000306697,0.000324832,0.000354918,0.000332107,0.000222227,0.000350085,0.000260311
K07718,K07718: two-component system sensor histidine kinase YesM,0,0,0.000347142,0.000443671,0.000157058,0.000657808,0.000152785,0.000273137,0.0002688,0.000103462,0.000763945,0.000239509,4.41513e-05,0.000358576,0,0.000357916,0.000257391,0.000114999,0.000109659,0.00035706,0.000258885,0.000381361,0.000203715,0.000123696
K10188,K10188: lactose/L-arabinose transport system substrate-binding protein,0.000394097,0,0.000171031,0.000141428,0.000132766,0.000226493,7.7704e-05,0.000117635,7.88292e-05,0,0.000244661,6.56394e-05,5.67379e-05,0.000107891,0,0.000150743,0.000104435,7.68848e-05,0,0.000104816,6.83591e-05,0.000149356,8.57733e-05,0
K00843,K00843,0,0,0,0,0,1.75971e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61445e-06
K00842,K00842: aminotransferase,0,0,0,3.16927e-05,3.36728e-05,3.83301e-05,0,0,2.2957e-05,3.91607e-05,2.49863e-05,7.7981e-05,0,2.46187e-05,0,3.54055e-05,2.89542e-05,5.73871e-05,0,4.69678e-05,3.74104e-05,0,6.50694e-05,0
K02169,K02169: biotin synthesis protein BioC,0,0,0.00026311,0.000124507,0.000286309,0.00012083,0.000272982,0.000163969,0.00024148,0.000352298,0.000192746,0.000322247,0.000507026,0.000238184,0,0.000322485,0.00043537,0.000462396,0.000197079,0.000161422,0.000332001,0.00035539,0.000149394,0.000221515
K00840,K00840: succinylornithine aminotransferase,0,0,0,1.54684e-05,6.5903e-05,3.83312e-05,0,0,4.38783e-05,0,0,0,0.000125494,0,0,0,0,0,0,0,0.000112508,0,0,5.69776e-05
K00847,K00847: fructokinase,0.00159077,0.000788972,0.00117215,0.00119399,0.000899005,0.000855298,0.000889392,0.00113231,0.00127275,0.0011743,0.00129347,0.00117449,0.00123255,0.0011518,0,0.00110929,0.00119546,0.001228,0.00107473,0.00104421,0.000844756,0.000802707,0.000993426,0.000498683
K00845,K00845: glucokinase,0.00224619,0.00268616,0.00125503,0.0012204,0.00114652,0.0010428,0.00131644,0.00142898,0.00152755,0.00182658,0.00123488,0.00149889,0.000860067,0.00152461,0,0.00183773,0.00140776,0.00173534,0.000822917,0.00157406,0.000905199,0.00148387,0.00115156,0.000552354
K00844,K00844: hexokinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13833e-05,0,0,0,0
K01531,K01531: Mg2+-importing ATPase,0.000199492,0,8.47192e-05,0.000189619,0.000288726,0.000195471,0.000156335,0.000270192,0.000227386,0.000185889,0.000110833,0.00024795,0.00031193,0.000213432,0,4.60307e-05,0.000117255,5.06001e-05,0.000214165,0.000103356,0.00020048,0.000123136,9.95752e-05,5.30287e-05
K00849,K00849: galactokinase,0.000460806,0.000822031,0.000658109,0.000695813,0.000622584,0.000462259,0.000682195,0.000751959,0.000476855,0.00062753,0.000739796,0.000727387,0.000396525,0.000534416,0,0.000682467,0.000565592,0.000647065,0.000426215,0.000629509,0.000610588,0.000694735,0.000694295,0.00052274
K00848,K00848: rhamnulokinase,0,0.000316709,0.000351574,0.000400453,0.000304471,0.000174867,0.000369785,0.00047086,0.000424294,0.000280285,0.000332274,0.000446345,0.000473215,0.000365975,0,0.000311133,0.000400592,0.000285339,0.000403,0.000284653,0.000254772,0.000601398,0.00031976,0.000498669
K01534,K01534: Zn2+-exporting ATPase,0.00027735,0.000213184,0.000781532,0.000907757,0.000449554,0.00052771,0.000453324,0.000479307,0.000558848,0.000538338,0.000687937,0.000595605,0.000424605,0.00067748,0,0.000577018,0.000494316,0.000441211,0.000412659,0.00050958,0.000608546,0.000821476,0.000617546,0.000338382
K01535,K01535: H+-transporting ATPase,0,0,0,7.7342e-06,0,0,0,0,9.9746e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01536,K01536: Na+-exporting ATPase,0,0,0,0,0,7.123e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01537,K01537: Ca2+-transporting ATPase,0,0.00070951,0.00055741,0.000659946,0.000346885,0.0003899,0.000395152,0.000350818,0.000385471,0.000524191,0.000177902,0.000342051,0.000398103,0.000581664,0,0.000258178,0.000283041,0.000390501,0.000402855,0.000386388,0.000253297,0.000400971,0.000554258,0.000250925
K02443,K02443: glycerol uptake operon antiterminator,0.000926438,0,0.000216628,0.000164971,0.000107271,0.000286621,0,5.65118e-05,0.000141159,0,0.000423095,0.000275575,0,5.1355e-05,0,0.000148516,0.000187827,6.19521e-05,0.000170487,0.000146342,0.000159435,0,0.000139399,0
K12993,K12993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147392
K02420,K02420: flagellar biosynthetic protein FliQ,0,0,0.000274904,0,0,0.000254349,0,0,9.89701e-05,0,0.00022294,0.000111181,0.000283059,0.000106134,0,0.000149319,0.000257755,0,0,0,0.0001655,0.000490466,0,0
K14195,K14195,0,0,5.40595e-06,0,0,0,0,0,0,0,0,0,0,6.17056e-06,0,0,0,0,0,0,0,0,0,2.85241e-05
K10817,K10817: erythronolide synthase,0,0,0,0,0,0,0,0,0,0,0,0,7.30997e-06,0,0,0,0,0,0,0,0,0,0,0
K14192,K14192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00944e-05,0,0,0,0.000154619
K02281,K02281: pilus assembly protein CpaD,0,0,0,0,0,3.39592e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K14358,K14358,0,0,0,1.2436e-05,0,1.78403e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K09181,K09181: hypothetical protein,0,0.000460073,0.000264714,0.000206055,0.000125101,7.92096e-05,0.00023495,0.000138947,0.00022183,0.000221202,4.3338e-05,0.000189996,0.000374522,0.000180792,0,0.000179994,0.000183391,0.000182714,0.000238304,0.000184461,0.000135223,0.000222269,0.000121902,9.68579e-05
K11177,K11177: xanthine dehydrogenase YagR molybdenum-binding subunit,0,0,0,0,0,0,0,2.87191e-05,2.4238e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26236e-05
K12997,K12997,0,0,2.61514e-05,2.05234e-05,2.18057e-05,5.04415e-05,0,0,5.80287e-05,0,3.24169e-05,6.62057e-05,0,3.1013e-05,0,4.60986e-05,0,0.000136376,0.000212224,2.99227e-05,9.68467e-05,7.37301e-05,0,1.36798e-05
K01880,K01880: glycyl-tRNA synthetase,0.00137838,0.00111005,0.000697482,0.000725945,0.000508281,0.000511968,0.000433414,0.000407857,0.000490736,0.000554378,0.000588909,0.000710549,0.000356962,0.000636756,0,0.000504145,0.000427594,0.00060038,0.000384538,0.000632735,0.000376701,0.000749881,0.000930584,0.000292105
K01881,K01881: prolyl-tRNA synthetase,0.00145493,0.000987134,0.000699025,0.000786755,0.000679785,0.00054203,0.000712956,0.000591078,0.000577791,0.000648672,0.000643815,0.000516029,0.000595762,0.000778221,0,0.000729909,0.000717758,0.000499174,0.000897695,0.000728748,0.000612625,0.000670389,0.000744768,0.00150499
K01883,K01883: cysteinyl-tRNA synthetase,0,0.000320563,0.000736518,0.000719912,0.000554886,0.000520468,0.000592371,0.000616188,0.000592297,0.000564662,0.000608289,0.000677758,0.000667861,0.000632346,0,0.000626824,0.00053635,0.000589181,0.000812306,0.000658562,0.000637783,0.000656524,0.000749475,0.000578146
K01885,K01885: glutamyl-tRNA synthetase,0.000474396,0.000465931,0.000856167,0.000797786,0.000674469,0.00056049,0.000557656,0.000920358,0.000674895,0.000648345,0.000812386,0.000864414,0.000838881,0.000933433,0,0.000982707,0.000737455,0.000665499,0.000564475,0.000875671,0.000848333,0.000902562,0.000852042,0.000746566
K01886,K01886: glutaminyl-tRNA synthetase,0.000318828,0.000417871,0.00069884,0.000515514,0.000626228,0.000495515,0.000593882,0.000587845,0.00062593,0.000574704,0.00075326,0.00055216,0.000579697,0.000427557,0,0.00047893,0.00051322,0.000599896,0.000348342,0.00058755,0.000504349,0.000851172,0.000581438,0.000476446
K01887,K01887: arginyl-tRNA synthetase,0.000291996,0.000406833,0.00068185,0.000812173,0.00056527,0.000559396,0.000646165,0.000534511,0.000588764,0.000592811,0.00069392,0.000417912,0.000606579,0.000615469,0,0.000580545,0.000495384,0.00054248,0.000720073,0.000706636,0.000495932,0.00092099,0.000532442,0.000123574
K08591,K08591: putative membrane protein,0.000699403,0,0.000669622,0.000418088,0.000310035,0.000554644,0.000173797,0.000252733,0.000415222,0.000350068,0.000556394,0.000222708,0.000119044,0.000180847,0,0.000313195,0.000428583,0.000212385,0.000153677,0.000387961,0.000367634,0.000322367,0.000349757,0.00128581
K01889,K01889: phenylalanyl-tRNA synthetase alpha chain,0,0.000697239,0.000663008,0.000770666,0.000583673,0.000545281,0.000680524,0.000706733,0.000550692,0.000669928,0.000610583,0.000716832,0.000751457,0.000728236,0,0.000727664,0.000578191,0.000736731,0.000768812,0.00067463,0.00053348,0.00046221,0.000641765,0.00100265
K01226,K01226: trehalose-6-phosphate hydrolase,0,0,3.00225e-05,9.10533e-05,0.000133065,0.000165262,0,0.000114993,7.92701e-05,2.74266e-05,3.55874e-05,3.71398e-05,0.000135532,8.58126e-05,0,9.66666e-05,0.000103592,6.00565e-05,0.000114288,3.33624e-05,0.000108688,8.22812e-05,9.23964e-05,0.000398297
K01227,K01227: mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,0,0,3.53098e-05,6.62466e-06,7.03857e-06,8.16742e-06,0,0,9.39592e-06,1.60278e-05,0,1.07898e-05,0,0,0,0,1.23697e-05,0,0,0,0,0,0,0.000246095
K01220,K01220: 6-phospho-beta-galactosidase,0,0,0,2.67811e-05,0,0,7.68972e-05,2.25563e-05,0,3.23973e-05,0,2.18095e-05,0,2.03668e-05,0,2.92907e-05,0,0,0,1.94025e-05,0,0,0,0.000139527
K01222,K01222: 6-phospho-beta-glucosidase,0,0,1.82319e-05,6.86834e-05,0.000193655,5.02192e-05,4.05363e-05,6.90487e-05,0.000117455,0,2.18492e-05,0,0.000111235,2.10397e-05,0,0,2.5382e-05,0,0.000141622,6.28405e-05,6.79044e-05,4.90466e-05,3.04105e-05,0
