ID	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K01318	K01318: glutamyl endopeptidase	1.4482e-05	0	0	0	0	0	0	0	0	0	0	6.87788e-06	0	6.77435e-06	0	0	0	0	0	0	0	8.97574e-06	5.21013e-06	0	0	1.52939e-05	0	0	0
K02669	K02669: twitching motility protein PilT	0.000321776	0	0.000396724	0.000428509	0.000394439	0.000382622	0.000393242	0.000361471	0.000297022	0.00027621	0.000345095	0.000426195	0.000331709	0.000360828	0.000302413	0.000277422	0	0.000163302	0.000326389	0.000396027	0.000204739	0.000267096	0.000312597	0.00031599	0.000353361	0.000349229	0.000451309	0.000250968	0.000202146
K02668	K02668: two-component system, NtrC family, sensor histidine kinase PilS	0	0	0	0	0	1.73547e-05	0	0	0	7.45472e-06	3.8261e-06	9.17407e-06	8.01333e-06	3.98273e-06	0	6.92754e-06	0	0	0	9.89071e-06	0	5.1461e-06	0	3.84976e-06	4.47999e-06	8.43128e-06	1.13431e-05	0	7.20768e-06
K02664	K02664: type IV pilus assembly protein PilO	0	0	0	0	2.21658e-05	1.151e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02667	K02667: two-component system, NtrC family, response regulator PilR	4.76968e-05	0	6.94264e-05	4.85646e-05	1.02713e-05	1.99212e-05	0	7.94292e-05	4.51821e-05	7.6274e-05	4.97656e-05	2.0724e-05	0	5.12541e-05	6.96814e-05	7.17656e-05	0	3.61411e-05	5.97217e-05	9.45149e-05	4.38648e-05	9.33777e-05	6.8343e-05	0.000103837	5.10163e-05	0	2.56687e-05	0.000103162	5.57369e-05
K02666	K02666: type IV pilus assembly protein PilQ	0	0	0	0	0	0	0	6.357e-06	4.01777e-06	2.98301e-06	0	0	0	2.96263e-06	0	6.25433e-06	0	0	6.90813e-06	1.49607e-05	0	9.92923e-06	2.8354e-06	4.04077e-06	0	0	0	0	0
K02660	K02660: twitching motility protein PilJ	0	0	6.82978e-06	0	6.22546e-06	0	0	5.13711e-06	0	0	6.66102e-06	3.37746e-06	0	3.01605e-06	8.57711e-06	1.24496e-05	0	0	0	8.32415e-06	0	3.74716e-06	1.14993e-05	1.00827e-05	3.3409e-06	5.48034e-06	3.68168e-05	0	3.58846e-06
K02662	K02662: type IV pilus assembly protein PilM	4.04451e-05	0	4.30154e-05	5.14117e-05	5.5207e-05	4.77355e-05	8.48838e-05	7.67577e-05	3.83996e-05	5.18496e-05	7.21595e-05	7.00018e-05	7.78552e-05	6.72016e-05	8.1922e-05	5.33225e-05	0	1.56934e-05	7.4164e-05	3.92475e-05	3.17699e-05	3.08841e-05	7.43822e-05	6.21777e-05	8.20517e-05	0.00010625	7.10208e-05	4.20327e-05	0
K00809	K00809: deoxyhypusine synthase	0	0	1.03664e-05	0	0	0	0	1.64062e-05	8.66995e-06	1.80389e-05	1.32266e-05	0	0	7.15321e-06	5.925e-06	1.70459e-05	0	0	3.20151e-05	1.53682e-05	0	0	5.26921e-06	1.85315e-05	1.49737e-05	0	0	3.49816e-05	0
K00808	K00808: homospermidine synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75885e-06	0
K00806	K00806: undecaprenyl pyrophosphate synthetase	0.000729557	0	0.000696731	0.000763815	0.000670354	0.000741449	0.00073689	0.000832239	0.000752722	0.000832698	0.000881796	0.000819927	0.000796633	0.000695907	0.000971876	0.000755979	0	0.000610331	0.000796103	0.000752862	0.000780294	0.000840941	0.000855953	0.000883793	0.000939522	0.000944054	0.000925947	0.000903939	0.00136178
K00805	K00805: trans-hexaprenyltranstransferase	0.0005547	0	0.000472605	0.0006298	0.000552818	0.000570293	0.000538687	0.000651355	0.000715192	0.000477079	0.000605391	0.000691163	0.000584213	0.000612814	0.000611937	0.000629385	0	0.000281914	0.000534251	0.000588861	0.000278034	0.0006587	0.000521663	0.000574093	0.000602591	0.000650624	0.000530687	0.000392335	9.18848e-05
K00803	K00803: alkyldihydroxyacetonephosphate synthase	3.37696e-05	0	4.53006e-05	3.35752e-05	7.32465e-05	1.95708e-05	3.4929e-05	4.17242e-05	6.28024e-05	4.24241e-05	3.64376e-05	3.66552e-05	2.49282e-05	5.58513e-05	1.31896e-05	2.05548e-05	0	6.12904e-05	2.2534e-05	4.475e-05	1.79451e-05	2.97172e-05	1.68103e-05	1.60633e-05	1.7039e-05	5.49697e-05	3.08557e-05	3.75616e-05	2.65523e-05
K00801	K00801: farnesyl-diphosphate farnesyltransferase	0	0	2.1773e-05	0	0	0	0	6.12722e-06	0	6.54468e-06	6.94841e-06	0	4.22108e-05	7.27282e-06	6.02408e-06	6.18439e-06	0	0	0	8.6833e-06	7.03401e-05	9.03581e-06	1.28638e-05	7.0815e-06	0	0	0	0	0
K00800	K00800: 3-phosphoshikimate 1-carboxyvinyltransferase	0.000574133	0	0.000602445	0.000497011	0.000451806	0.000488692	0.000538695	0.000589867	0.000605475	0.000582405	0.000545473	0.000501482	0.000717118	0.000604586	0.000577099	0.000596016	0	0.00039435	0.000504219	0.000576092	0.000590683	0.0005013	0.000539552	0.000539492	0.000601909	0.000525316	0.000689647	0.000565527	0.000467226
K04496	K04496: C-terminal binding protein	0	0	0	1.32222e-05	0	8.32423e-06	0	8.49097e-06	0	3.49439e-06	0	4.38467e-06	1.5025e-05	0	1.2251e-05	0	0	0	0	7.39691e-06	0	9.64893e-06	0	4.13548e-06	4.19999e-06	0	0	0	0
K02409	K02409: flagellar M-ring protein FliF	2.35602e-05	0	3.04114e-05	1.36046e-05	1.64942e-05	5.19677e-05	1.65616e-05	4.80567e-05	9.30033e-06	3.2802e-05	4.69013e-05	4.12368e-05	1.57713e-05	2.85541e-05	4.39954e-05	5.88624e-05	0	7.37e-05	3.26174e-05	6.25543e-05	3.92394e-05	1.01762e-05	6.9709e-05	4.72901e-05	6.07749e-05	7.65434e-05	7.83007e-05	1.37807e-05	0.000250974
K05368	K05368: aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.16.1.3	3.74171e-05	0	2.79405e-05	1.58893e-05	3.85284e-05	2.00067e-05	3.95204e-05	0	1.13118e-05	8.39853e-06	0	2.10765e-05	0	0	0	0	0	6.93743e-05	1.07763e-05	1.11429e-05	0	0	0	0	1.00944e-05	3.86241e-05	0	0	0.000190011
K02401	K02401: flagellar biosynthetic protein FlhB	3.39426e-05	0	2.62634e-05	1.93833e-05	4.76324e-05	3.64394e-05	2.31946e-05	6.0501e-05	2.82767e-05	6.37326e-05	4.55737e-05	3.98359e-05	1.10131e-05	7.81169e-05	7.79366e-05	7.50157e-05	0	4.24822e-05	6.80882e-05	0.000112068	2.95388e-05	2.29607e-05	0.000100898	8.00395e-05	0.000100708	8.50526e-05	0.000208549	4.07541e-05	0.000187294
K02400	K02400: flagellar biosynthesis protein FlhA	3.75368e-05	0	3.31228e-05	1.60129e-05	3.92846e-05	3.37632e-05	5.29991e-05	8.0399e-05	3.42316e-05	8.85508e-05	6.33782e-05	5.36874e-05	1.22211e-05	6.3337e-05	7.36568e-05	5.65427e-05	0	4.68424e-05	5.8454e-05	0.000114072	4.58999e-05	3.13083e-05	9.50705e-05	6.44987e-05	6.52375e-05	9.32105e-05	0.000147028	2.14855e-05	0.0002475
K02403	K02403: flagellar transcriptional activator FlhD	5.62666e-05	0	2.73535e-05	3.1111e-05	3.7719e-05	3.91728e-05	7.73802e-05	0	2.21484e-05	1.64442e-05	0	2.06337e-05	0	0	0	0	0	6.79167e-05	2.10998e-05	0	0	0	0	0	2.02758e-05	0	0	0	0
K02402	K02402: flagellar transcriptional activator FlhC	6.78768e-05	0	1.69535e-05	1.92824e-05	2.3378e-05	2.42791e-05	4.79598e-05	0	1.37274e-05	1.0192e-05	0	1.27886e-05	0	0	0	0	0	4.20943e-05	1.30775e-05	1.3383e-05	0	0	0	0	1.225e-05	2.39765e-05	0	0	0
K02405	K02405: RNA polymerase sigma factor for flagellar operon FliA	5.34202e-05	0	3.97784e-05	4.43498e-05	3.63045e-05	7.48007e-05	7.40587e-05	0.000100845	3.11435e-05	8.35803e-05	8.30075e-05	6.91197e-05	1.64981e-05	5.09005e-05	9.97582e-05	0.000138396	0	6.74918e-05	8.9178e-05	0.00016428	8.24771e-05	4.06895e-05	0.000131996	7.4721e-05	0.000107653	0.000144148	0.000163298	4.35662e-05	8.65766e-06
K02404	K02404: flagellar biosynthesis protein FlhF	1.05292e-05	0	0	8.94253e-06	2.23216e-05	0	0	4.43996e-05	7.0851e-06	3.36868e-05	4.52901e-05	3.58793e-05	1.01618e-05	1.05052e-05	3.48441e-05	4.93873e-05	0	0	1.18771e-05	6.97883e-05	2.54006e-05	0	6.36829e-05	5.59825e-05	6.26417e-05	3.33585e-05	0.000187863	1.7579e-05	6.59972e-09
K02407	K02407: flagellar hook-associated protein 2	4.18875e-05	0	3.1031e-05	3.25065e-05	2.9702e-05	3.56485e-05	4.8753e-05	6.73858e-05	1.17394e-05	5.57216e-05	5.00869e-05	6.59356e-05	1.42732e-05	2.43009e-05	7.2102e-05	9.01762e-05	0	7.23657e-05	3.71092e-05	0.000125984	7.13547e-05	9.9644e-06	0.000117043	7.87986e-05	8.69208e-05	7.84598e-05	0.000175552	2.19921e-05	0.000105608
K02406	K02406: flagellin	7.65066e-05	0	6.39871e-05	4.44181e-05	7.60913e-05	6.53812e-05	2.63847e-05	0.000208365	4.73285e-05	0.000156497	0.000147271	0.000137596	1.95978e-05	0.000263845	0.000266879	0.000292098	0	0.000122341	0.000336352	0.000302355	0.000174559	4.43499e-05	0.000416917	0.000227772	0.000242505	0.000291755	0.000607025	8.87972e-05	0.000548365
K10210	K10210: 4,4'-diaponeurosporene oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136419
K13049	K13049	2.63808e-05	0	5.31367e-05	5.21916e-05	2.81517e-05	1.97162e-05	5.72492e-05	0.000104696	7.03438e-05	6.79515e-05	0.000131492	7.21582e-05	4.24047e-05	0.000116251	8.37047e-05	9.49206e-05	0	1.64941e-05	0.000122524	5.26505e-05	6.56689e-05	5.94647e-05	7.16808e-05	4.81761e-05	8.25366e-05	1.87521e-05	6.31032e-05	6.87981e-05	0
K13735	K13735	3.22216e-05	0	6.61097e-05	6.09783e-05	2.18668e-05	2.59001e-05	6.67033e-05	0	1.3107e-05	7.8818e-06	0	4.07954e-05	0	0	7.89997e-07	0	0	0.000120967	2.08166e-05	3.61218e-05	0	0	8.158e-07	9.79735e-06	2.86078e-06	4.18983e-05	2.6119e-06	1.3755e-06	2.37525e-05
K13734	K13734	4.89019e-05	0	2.18081e-05	3.34393e-05	2.89585e-05	6.01493e-05	4.02422e-05	2.8367e-05	2.3806e-05	4.37694e-05	2.81529e-05	4.11876e-05	4.34271e-05	1.54379e-05	2.32412e-05	2.19326e-05	0	4.17141e-05	3.72644e-05	2.1782e-05	0	3.48607e-06	1.32048e-05	1.63925e-05	1.06278e-05	5.93998e-06	5.37884e-05	1.90618e-05	0
K13041	K13041	0	0	0	0	2.21111e-05	0	0	0	0	0	0	0	0	0	0	9.109e-06	0	0	0	8.96289e-05	0	0	1.80585e-05	0	0	0	0	0	2.27661e-09
K13040	K13040	0	0	1.09968e-05	0	7.58204e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71373e-05	0	0	1.23556e-05	0	0	0	0	0	0
K13731	K13731	0	0	0	0	0	0	0	2.90799e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95242e-06	0	0	0	0	0	0
K13730	K13730	1.99501e-05	0	8.68632e-06	4.13159e-05	3.28371e-05	2.93961e-05	5.14735e-05	4.76847e-05	3.01563e-06	1.20768e-05	5.37169e-05	5.1466e-05	4.33216e-05	5.21955e-05	4.74728e-05	3.06331e-05	0	5.07652e-05	2.11902e-05	2.98975e-05	1.20319e-05	2.81067e-05	4.48927e-05	9.16442e-06	4.35607e-05	1.51989e-05	3.46986e-05	3.39639e-05	2.89552e-08
K13733	K13733	4.55495e-06	0	3.40132e-06	0	0	0	0	1.91435e-06	2.75408e-06	0	0	0	0	0	1.88213e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92916e-05
K13732	K13732	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09496e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01574e-07
K03204	K03204: type IV secretion system protein VirB9	0	0	2.15311e-05	0	3.24434e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.08252e-05	0	1.85731e-05	0	0	6.07852e-06	0	0	0	0	0	0
K03205	K03205: type IV secretion system protein VirD4	0.000980337	0	0.000952579	0.00106789	0.00117666	0.000807963	0.00104006	0.00102801	0.00126852	0.000993118	0.00105797	0.000978706	0.000998538	0.000985126	0.0012504	0.00124535	0	0.00101657	0.00132138	0.00094021	0.00174025	0.000870035	0.00121241	0.00105798	0.00105336	0.00100043	0.00120463	0.00146123	0
K03207	K03207: colanic acid biosynthesis protein WcaH	5.21815e-05	0	3.77835e-05	2.01207e-05	2.43943e-05	2.53346e-05	5.00448e-05	0	1.43242e-05	1.06351e-05	0	2.66893e-05	0	0	0	0	0	4.39244e-05	4.09381e-05	1.62269e-05	0	0	0	0	1.47e-05	5.00378e-05	0	2.00718e-05	0
K03200	K03200: type IV secretion system protein VirB5	0	0	1.29169e-05	1.46913e-05	3.99325e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.39584e-05	0	0	0	0	0	8.23877e-06	0	0	0	0	0
K03201	K03201: type IV secretion system protein VirB6	0	0	1.80418e-05	0	2.60522e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.82512e-05	0	0	0	0	0	0	0	0	0	0	0
K03750	K03750: molybdopterin biosynthesis protein MoeA	0.000259538	0	0.000215773	0.000213646	0.000240074	0.000284446	0.000193116	0.000189283	0.00018642	0.000197184	0.000144972	0.000210758	0.000322232	0.000222047	0.00013122	0.000133102	0	6.01964e-05	0.000172799	0.000150313	0.000119218	0.000165419	0.000111743	0.000131829	0.000161728	0.000166755	9.28768e-05	9.39891e-05	0.000865145
K03203	K03203: type IV secretion system protein VirB8	0	0	1.37345e-05	0	3.80941e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.51396e-05	0	1.09549e-05	0	0	7.38106e-06	0	0	0	0	0	1.62327e-07
K03208	K03208: colanic acid biosynthesis glycosyl transferase WcaI	3.19742e-05	0	7.93919e-06	1.81262e-05	1.09477e-05	1.13697e-05	4.5084e-05	1.32077e-05	6.42843e-06	1.89671e-05	0	5.98881e-06	0	1.04175e-05	4.34023e-06	4.45574e-06	0	1.97124e-05	6.12408e-06	0	0	0	4.51462e-06	1.5331e-05	5.73658e-06	1.13108e-05	0	2.6915e-05	0
K03758	K03758: arginine:ornithine antiporter	0.000107954	0	0.000107518	9.13715e-05	0.000240084	0.000163334	0.000132968	8.66563e-05	9.75239e-05	4.02187e-05	5.08881e-05	4.51971e-05	0.000198092	8.30652e-05	2.89108e-05	3.41996e-05	0	0.000121367	0.000122571	4.70763e-05	2.13736e-05	8.82427e-05	1.19249e-05	4.37311e-05	3.37874e-05	6.58934e-05	4.90546e-05	1.52951e-05	0
K03759	K03759: arginine:agmatine antiporter	9.79571e-06	0	7.31476e-06	1.56074e-05	1.00867e-05	1.04754e-05	2.06927e-05	7.82767e-06	5.92283e-06	4.39743e-06	4.60659e-06	5.51778e-06	0	0	4.0751e-06	4.26067e-06	0	1.8162e-05	1.07667e-05	1.75032e-05	0	0	0	0	0	2.06898e-05	1.30309e-05	1.55409e-05	1.05561e-05
K09469	K09469: 2-aminoethylphosphonate-pyruvate transaminase	0	0	0	0	0	0	0	5.00556e-06	7.20125e-06	1.60398e-05	2.27057e-05	0	0	2.97072e-05	4.9213e-06	5.04279e-05	0	0	2.04163e-05	1.41874e-05	0	0	2.54102e-05	2.31406e-05	3.21311e-05	1.25778e-05	0.000113505	1.00907e-05	0
K06205	K06205: MioC protein	7.64703e-05	0	0.000121389	4.23723e-05	7.87416e-05	8.55011e-05	0.00010539	0	3.01655e-05	2.23965e-05	0	2.81026e-05	2.24973e-05	0	0	0	0	0.000147858	2.87373e-05	1.58311e-05	0	0	0	0	2.69189e-05	5.73915e-05	0	4.50392e-05	0
K09461	K09461: anthraniloyl-CoA monooxygenase	1.1106e-05	0	0	2.86024e-05	1.73628e-05	1.81277e-05	1.17153e-05	1.8827e-05	3.42738e-06	2.51524e-06	1.07197e-05	6.27999e-06	2.73888e-05	1.4008e-05	1.39122e-05	1.1834e-05	0	1.02826e-05	3.21907e-06	1.33448e-05	1.35165e-05	1.73265e-05	1.66776e-05	1.35592e-05	1.20291e-05	5.91707e-06	0	9.54318e-06	4.6466e-05
K06204	K06204: DnaK suppressor protein	2.3436e-05	0	5.92922e-05	1.99043e-05	4.82641e-05	5.01244e-05	4.95067e-05	3.81603e-05	3.61341e-05	4.06085e-05	3.05591e-05	1.32011e-05	0	1.62282e-05	2.84517e-05	2.7199e-05	0	8.69042e-05	1.34993e-05	5.21478e-05	0	3.91881e-05	1.92016e-05	3.34459e-05	1.26451e-05	0	0	0	0.000468756
K10695	K10695: E3 ubiquitin-protein ligase RNF1/2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78447e-06	0	0	0	0	0	0
K13950	K13950	6.08812e-06	0	1.10694e-05	5.17069e-06	1.49341e-05	6.51058e-06	0	4.88658e-06	3.68109e-06	3.37972e-06	0	1.37174e-05	9.00857e-06	6.04898e-06	2.77962e-06	2.58259e-06	0	0	0	0	0	3.77333e-06	2.87041e-06	2.95722e-06	0	0	0	0	0
K13953	K13953	0.000130435	0	9.09017e-05	8.96624e-05	9.56982e-05	0.000122571	0.00013347	2.6467e-05	4.10253e-05	8.74712e-05	5.7765e-05	5.27281e-05	7.7391e-05	5.77655e-05	1.05957e-05	6.01528e-05	0	0.000118317	2.22905e-05	4.7857e-05	0	7.29985e-05	5.32959e-06	3.67589e-05	2.73531e-05	2.71651e-05	0	2.78733e-05	0.000817277
K13955	K13955	0	0	0	0	1.36431e-05	0	0	5.56853e-06	0	0	0	0	2.55745e-05	6.60967e-06	0	0	0	0	0	7.89153e-06	0	0	0	1.28715e-05	0	0	0	1.12256e-05	0
K13954	K13954	0.000146365	0	0.000157683	0.000188873	0.000139337	0.000118003	9.51234e-05	0.000162178	0.000127349	9.52471e-05	0.000126462	0.000144971	0.000118474	0.000111454	0.000104819	0.000116034	0	4.10971e-05	8.37829e-05	0.000105254	2.74565e-05	0.00017361	0.000117999	0.000108961	0.000125849	9.4055e-05	1.53879e-05	6.63089e-05	0.00035888
K04961	K04961: ryanodine receptor 1	0	0	0	0	0	0	0	0	5.23155e-07	0	0	0	0	0	0	0	0	0	4.98387e-07	0	0	0	3.69199e-07	0	4.63356e-07	0	0	0	0
K04962	K04962: ryanodine receptor 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63952e-07	0	0	0	0	5.24612e-07	0	0	3.75839e-07	0	0	0	0	0	0
K04963	K04963: ryanodine receptor 3	0	0	0	0	0	0	0	0	0	7.19698e-07	0	0	0	0	0	0	0	0	0	9.54875e-07	0	0	0	0	0	0	0	0	0
K11777	K11777: HAD superfamily phosphatase	1.85493e-05	0	0	0	0	1.98364e-05	3.9184e-05	0	0	0	0	0	1.79021e-05	1.8507e-05	0	0	0	0	0	0	0	1.14966e-05	7.91499e-06	0	0	1.95892e-05	0	0	0
K11779	K11779: FO synthase	5.20799e-06	0	3.88897e-06	0	0	0	0	0	0	4.67588e-06	2.35019e-06	0	0	7.656e-06	0	2.20924e-06	0	0	5.99969e-06	3.10191e-06	0	0	0	1.00816e-05	0	0	0	8.82487e-06	0
K11778	K11778: cis-prenyltransferase, dehydrodolichyl diphosphate synthase	2.94698e-05	0	0	0	0	1.53847e-05	0	6.04631e-06	0	0	0	8.10365e-06	1.38845e-05	0	0	0	0	0	8.28669e-06	0	0	0	6.13868e-06	0	0	0	0	1.17618e-05	0
K12606	K12606: CCR4-NOT transcription complex subunit 9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3026e-05	0	0	0	0	0	0	0	0	0	0	0
K12603	K12603: CCR4-NOT transcription complex subunit 6	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74024e-07	0	0	0	0	1.00919e-06	0	0	0	0	0	0	0	0	0	0
K12600	K12600: superkiller protein 3	6.82607e-06	0	1.05302e-05	5.95175e-06	0	5.30931e-06	0	1.28584e-05	4.55777e-06	2.9056e-05	2.18421e-05	2.09685e-06	1.79633e-06	2.74602e-05	2.24488e-05	2.2158e-05	0	3.45095e-06	4.29584e-05	3.30607e-05	1.1977e-05	2.34717e-05	2.12629e-05	3.14308e-05	1.73705e-05	9.64914e-06	2.02376e-05	3.32816e-05	0
K07129	K07129	0	0	0	3.55128e-05	1.07639e-05	3.35903e-05	4.41644e-05	4.83905e-05	5.69607e-05	1.88159e-05	0.000104829	6.48561e-05	3.02904e-05	5.75816e-05	3.04275e-05	8.89003e-06	0	0	5.42349e-05	6.22615e-06	0	2.59156e-05	2.23561e-05	2.03227e-05	3.95497e-05	1.10395e-05	1.43152e-05	4.43895e-05	0
K07121	K07121	2.51173e-05	0	1.83349e-05	5.14196e-06	1.24682e-05	2.26886e-05	1.27892e-05	2.64363e-06	7.58862e-06	5.55801e-06	0	1.04156e-05	6.15959e-06	0	2.68435e-06	2.68379e-06	0	3.65061e-05	3.48732e-06	1.85611e-05	0	7.77878e-06	0	5.99615e-06	3.44363e-06	0	0	5.12946e-06	0
K07120	K07120	1.20085e-05	0	4.57493e-05	1.01989e-05	2.42712e-05	1.28418e-05	2.53671e-05	1.55851e-05	7.26077e-06	5.39079e-06	1.17377e-05	3.42443e-05	2.39386e-05	6.14284e-06	1.01476e-05	1.56413e-05	0	6.59674e-05	1.40099e-05	0	0	1.5221e-05	5.2543e-06	3.58539e-05	0	1.31905e-05	0	0	0
K07123	K07123	0	0	9.77493e-06	0	0	0	0	5.89079e-06	1.56188e-05	5.78951e-06	6.14665e-06	0	0	6.43363e-06	1.06738e-05	5.47079e-06	0	2.4198e-05	7.4286e-06	0	0	0	0	0	6.95855e-06	0	0	1.09266e-05	0
K07122	K07122	7.73824e-05	0	9.30465e-05	6.7264e-05	7.96807e-05	8.72302e-05	9.49305e-05	0	2.04314e-05	1.51694e-05	0	4.46115e-05	0	0	0	0	0	0.000164141	1.94641e-05	2.6766e-05	0	0	0	0	2.42474e-05	0	0	0	0
K11809	K11809: glucose-1,6-bisphosphate synthase	0	0	0	0	0	1.72971e-05	0	0	9.18253e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07124	K07124	0.0004521	0	0.000537133	0.0004885	0.000556641	0.000483929	0.000608493	0.000473511	0.00044627	0.000580175	0.000520991	0.000528454	0.000565836	0.000583568	0.000637185	0.000534042	0	0.000249089	0.000548096	0.00049481	0.000203981	0.000568636	0.000685155	0.000502732	0.00050996	0.000463977	0.000511814	0.000516449	0.000449622
K07127	K07127	9.47728e-05	0	7.66405e-05	2.64443e-05	0.000107507	3.32969e-05	6.57732e-05	0	1.88261e-05	1.39775e-05	0	1.75386e-05	0	1.58728e-05	2.62948e-05	0	0	0.000193577	1.79348e-05	1.89511e-05	0	0	1.35768e-05	1.54552e-05	3.92754e-05	3.36021e-05	4.34682e-05	0	0
K07126	K07126	0.000165762	0	0.000211393	0.00019013	0.000141834	0.00028386	0.000171732	0.000234058	0.000323337	0.000305772	0.000290809	0.000166095	8.42585e-05	0.000273897	0.000301935	0.000401977	0	0.000260791	0.000237846	0.000299439	0.000397341	0.000236857	0.000325198	0.000298865	0.000302314	0.000167328	0.000254155	0.00036439	9.41674e-05
K01870	K01870: isoleucyl-tRNA synthetase	0.000466884	0	0.00048031	0.000413195	0.000390711	0.00043789	0.000402332	0.000526039	0.000475297	0.000464095	0.000518184	0.00045315	0.000559663	0.000456842	0.000561456	0.00046875	0	0.000560036	0.000438331	0.0004361	0.000736372	0.000359357	0.000470829	0.000433017	0.00043064	0.000457624	0.000549799	0.000614277	0.00107189
K01873	K01873: valyl-tRNA synthetase	0.000469491	0	0.00048543	0.000390273	0.000432055	0.000385857	0.000225688	0.000494151	0.000475641	0.000453298	0.000532417	0.000430298	0.000518425	0.000493081	0.000541139	0.000447406	0	0.000535071	0.000420696	0.000478102	0.000733769	0.000383896	0.00047109	0.000456643	0.000454482	0.000486667	0.000582348	0.000620633	0.000783712
K01872	K01872: alanyl-tRNA synthetase	0.000407118	0	0.000448542	0.000430733	0.000391124	0.000456786	0.000329769	0.000534575	0.000477742	0.000475149	0.0005454	0.000445442	0.000477798	0.000444524	0.000545894	0.000496642	0	0.000418279	0.000422138	0.000424842	0.000634516	0.0003747	0.000460078	0.000415319	0.00041853	0.000446542	0.000550914	0.000539179	0.000844194
K01875	K01875: seryl-tRNA synthetase	0.000639465	0	0.000669336	0.000731212	0.000605639	0.000587204	0.000470914	0.000704385	0.000735769	0.000688971	0.000736098	0.000624077	0.000625844	0.000642397	0.00070174	0.000595014	0	0.0007366	0.000638014	0.000581135	0.000830249	0.000585529	0.000658916	0.000686106	0.000630997	0.000674646	0.000694176	0.000867412	0.00127045
K01874	K01874: methionyl-tRNA synthetase	0.000535108	0	0.000581969	0.000619248	0.00056713	0.000562706	0.000418807	0.000641535	0.000664935	0.0005885	0.000708416	0.000631107	0.000835013	0.000597447	0.00067392	0.000544786	0	0.00075989	0.000592467	0.000543908	0.000644824	0.000499205	0.000628531	0.000541756	0.000575424	0.00049576	0.000686426	0.000835346	0.00079768
K01876	K01876: aspartyl-tRNA synthetase	0.000603411	0	0.000603175	0.000572364	0.00062496	0.000565884	0.000454474	0.000686662	0.000680011	0.000649931	0.000711689	0.000666161	0.000652345	0.000657547	0.000758208	0.000622101	0	0.000681565	0.000647513	0.000645388	0.000849646	0.000532941	0.000748498	0.000602756	0.000663044	0.000606192	0.0008468	0.000956313	0.00121699
