Gene,NAME,Category,SuperPathway,SubPathway,KOAnnot,ESM5GEYX,ESM5GEYY,ESM5GEZ1,ESM5MEAB,ESM5MEB9,ESM5MEC7,ESM5MEDP,ESM5MEE2,ESM5MEEJ,ESM718U9,ESM7F5AE,HSM5MD6G,HSM5MD6S,HSM67VDR,HSM67VDT,HSM6XRQC,HSM6XRTE,HSM7CZ2X,HSM7J4JV,HSMA33J1
K01103,K01103: fructose-26-bisphosphatase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PFKFB3; 6-phosphofructo-2-kinase / fructose-26-biphosphatase 3&#160;,0,1.64E-05,0,0,2.6E-05,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0
K07106,K07106: N-acetylmuramic acid 6-phosphate etherase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,murQ; N-acetylmuramic acid 6-phosphate etherase,0.000435101,0.000387366,0.000208489,0.000541355,0.000463099,0.000420562,0.000419608,0.000234179,0.000494771,0.000450082,0.000520456,0,0.000427815,0.000363465,0.000554036,0.000590609,0.000317907,0.00025845,0.000464228,0.000361472
K01236,K01236: maltooligosyltrehalose trehalohydrolase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treZ glgZ; maltooligosyltrehalose trehalohydrolase,1.09E-05,1.16E-05,1.34E-05,0,1.73E-05,1.54E-05,0,1.63E-05,1.77E-05,0,3.22E-05,0,4.63E-05,2.03E-05,1.87E-05,0,0,2.5E-05,0,2.12E-05
K07046,K07046,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,K07046; L-fuconolactonase,0,2.37E-05,4.86E-05,0.000127071,3.73E-05,0,0,0,0,0,0,0,4.87E-05,0,0,8.92E-05,3.36E-05,0.000112858,0,0
K00024,K00024,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,mdh; malate dehydrogenase,0.000600685,0.000664495,0.000263087,0.000777886,0.000548655,0.000686759,0.000982237,0.000337666,0.000597922,0.000703888,0.000735392,0,0.00059614,0.000728319,0.00095743,0.000819836,0.000744002,0.000564163,0.000490851,0.000514158
K00027,K00027: malate dehydrogenase (oxaloacetate-decarboxylating),Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,ME2 sfcA maeA; malate dehydrogenase (oxaloacetate-decarboxylating),0.000466381,0.000374085,0.000440661,0.000556615,0.000179434,0.000431463,0.000255272,0.000599945,0.000466729,0.000141529,0.000371413,0,0.000228627,0.000304722,0.000192628,0.000228868,0.000412432,0.000568131,0.000253907,0.000535489
K00790,K00790: UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.00116197,0.000859419,0.000781639,0.000669868,0.000735954,0.000791168,0.000778182,0.00102767,0.000953417,0.000709378,0.000962189,0,0.000703657,0.000682053,0.000741651,0.000760651,0.000879285,0.000708136,0.00100141,0.001204
K09011,K09011: D-citramalate synthase,Metabolism,Carbohydrate metabolism,C5-Branched_dibasic_acid_metabolism,cimA; D-citramalate synthase,0.000247524,0.000106124,4.62E-05,0.000317263,0.00016612,0.000246197,0.000507549,9.81E-05,0.000263019,0.000396913,0.000318042,0,0.000270724,0.000186459,0.000271331,0.000320832,0.000218126,0.000121082,0.000444,0.000177
K00249,K00249: acyl-CoA dehydrogenase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,ACADM acd; acyl-CoA dehydrogenase,0,3.16E-05,2.04E-05,0,0,0,0,0,0,0,0,0,3.14E-05,0,0,0,0,4.02E-05,0,2.95E-05
K00248,K00248: butyryl-CoA dehydrogenase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,ACADS bcd; butyryl-CoA dehydrogenase,0.000365681,0.000272074,0.000536422,0.000301138,0.000181076,0.000401637,0.000191981,0.000316817,0.000341762,8.02E-05,0.000388034,0,0.000273077,0.000293394,0.000291078,0,0.000383072,0.000182346,0.000485863,0.000547638
K00241,K00241: succinate dehydrogenase cytochrome b-556 subunit,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sdhC frdC; succinate dehydrogenase / fumarate reductase cytochrome b subunit,0.000246184,0.000450905,0.000177757,0.000312793,0.000386132,0.000486121,0.000662925,0.00016359,0.000440573,0.000757968,0.000535745,0,0.000481558,0.000308765,0.000546531,0.000693736,0.000321784,0.0004108,0.000591349,0.0003442
K00240,K00240: succinate dehydrogenase iron-sulfur protein,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sdhB frdB; succinate dehydrogenase / fumarate reductase iron-sulfur subunit,0.000375291,0.000473694,0.000224339,0.000427176,0.000342655,0.000427748,0.000728692,0.000242863,0.00047969,0.000201398,0.000497076,0,0.000609985,0.000375326,0.000543557,0.000260824,0.000606082,0.000371421,0.000357106,0.00041532
K00242,K00242: succinate dehydrogenase hydrophobic membrane anchor protein,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sdhD frdD; succinate dehydrogenase / fumarate reductase membrane anchor subunit,0,5.85E-05,6.67E-05,0,9.22E-05,7.81E-05,0,0,0,0.000223467,0,0,0,0,0,0,0,0,0,0
K00245,K00245: fumarate reductase iron-sulfur protein,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,frdB; fumarate reductase iron-sulfur subunit,2.53E-05,0.000209176,0.00014934,7.34E-05,0.00016958,0,0,7.21E-05,8.12E-05,0.000102723,3.79E-05,0,0,0.000188262,0,0.000103259,3.53E-05,0.000110433,0,0
K00244,K00244: fumarate reductase flavoprotein subunit,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,frdA; fumarate reductase flavoprotein subunit,0.000158151,0.000339973,0.000974872,0.000120427,0.000417723,0.000210459,0.000106286,0.000465809,0.000804883,0.000300682,0.000198649,0,0.000209439,0.00083304,0.00010016,3.53E-05,0.00067705,0.000415828,0.000401707,0.000658067
K00247,K00247: fumarate reductase subunit D,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,frdD; fumarate reductase subunit D,0,0.000113094,6.56E-05,0.000145667,0.000177408,7.55E-05,0,0,0,0.000215893,0,0,0,0,0,0,0,0,0,0
K02817,K02817: PTS system trehalose-specific IIA component,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,PTS-Tre-EIIA treP; PTS system trehalose-specific IIA component,0,1.04E-05,0,0,0,0,0,0,0,0,0,0,0,1.83E-05,0,0,0,0,0,0
K08318,K08318: putative dehydrogenase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase,0,1.86E-05,2.52E-05,0,0,0,0,0,0,8.3E-05,0,0,0,0,0,0,0,4.96E-05,0,0
K01689,K01689: enolase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ENO eno; enolase,0.000755993,0.000741005,0.00066197,0.00112011,0.000725586,0.000779252,0.000767575,0.000839381,0.000709637,0.000768479,0.000845027,0,0.000569278,0.000705573,0.000789784,0.000986518,0.000920217,0.000700255,0.000680101,0.000861969
K01686,K01686: mannonate dehydratase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,uxuA; mannonate dehydratase,0.000609461,0.000510126,0.000394931,0.000685539,0.000541564,0.000487614,0.000694894,0.000394127,0.000901502,0.000901227,0.000904624,0,0.000662213,0.00082375,0.000614719,0.000918149,0.000598479,0.000396423,0.000715961,0.000638848
K01684,K01684: galactonate dehydratase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,dgoD; galactonate dehydratase,0.000114373,0.000138987,9.94E-05,0.000139513,2.75E-05,0.000116227,0,0.000156216,0.00010554,0.000200068,7.53E-05,0,7.19E-05,9.12E-05,2.91E-05,0,0.000145078,0.000237864,0,6.66E-05
K01685,K01685: altronate hydrolase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,uxaA; altronate hydrolase,0.00033271,0.000460983,0.000390709,0.000552001,0.000296562,0.000389532,0.000414506,0.00040607,0.000546539,0.000308377,0.000594189,0,0.000367561,0.000497703,0.000390609,0.000327621,0.000364822,0.00029268,0.000363531,0.00044014
K02799,K02799: PTS system mannitol-specific IIB component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Mtl-EIIB mtlA; PTS system mannitol-specific IIB component,2.95E-05,7.05E-05,0.000102179,2.82E-05,5.5E-05,8.04E-05,7.33E-05,4.1E-05,2.15E-05,0.000121196,7.57E-05,0,5.08E-05,4.31E-05,5.97E-05,0.000121997,1.42E-05,0.000145519,0,4.13E-05
K02798,K02798: PTS system mannitol-specific IIA component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Mtl-EIIA mtlA; PTS system mannitol-specific IIA component,7.25E-05,0.000136588,0.000121547,2.82E-05,0.000104378,4.21E-05,0.000148291,0,0,0.000295685,0.000143879,0,0.000115556,1.87E-05,0.000137748,5.11E-05,7.91E-05,0.000151906,0,0.00022171
K01443,K01443: N-acetylglucosamine-6-phosphate deacetylase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nagA AMDHD2; N-acetylglucosamine-6-phosphate deacetylase,0.000777469,0.000671617,0.000426133,0.000928531,0.000895089,0.00067223,0.000547332,0.000774374,0.000954568,0.00117961,0.000862024,0,0.000894561,0.000881402,0.000793892,0.000933145,0.000732388,0.000709366,0.000872802,0.000665134
K02790,K02790: PTS system maltose and glucose-specific IIB component,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Mal-EIIB malX; PTS system maltose and glucose-specific IIB component,0.000117803,7.31E-05,7.25E-05,3.47E-05,0.000137123,8.25E-05,2.94E-05,0.000150247,7.77E-05,0.000187353,1.8E-05,0,7.93E-05,4.44E-05,6.58E-05,0,5.4E-05,5.66E-05,0.000257672,0.000122257
K02793,K02793: PTS system mannose-specific IIA component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIIA manX; PTS system mannose-specific IIA component,6.43E-05,0.000155032,0.0001371,0,0.000247843,0,0,0.000162706,7.25E-05,0.000268277,0,0,0,7.14E-05,3.43E-05,0.000246115,2.8E-05,4.59E-05,0.000161153,0
K02795,K02795: PTS system mannose-specific IIC component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIIC manY; PTS system mannose-specific IIC component,7.33E-05,0.000333761,0.000149959,0.000131119,0.000323373,6.8E-05,5.98E-05,0.000377745,4.03E-05,0.000198136,7.08E-05,0,0.000108168,0.000179577,0,0,0,0.000118555,8.88E-05,0.000101528
K02794,K02794: PTS system mannose-specific IIB component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIIB manX; PTS system mannose-specific IIB component,5.97E-05,0.00014658,7.21E-05,0,0.000296371,0,9.74E-05,0.000345796,0.000127187,0.000234964,5.79E-05,0,0.00017612,0.000221258,0.000107407,0.000402967,2.8E-05,4.59E-05,0.000143703,0.000243454
K02796,K02796: PTS system mannose-specific IID component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIID manZ; PTS system mannose-specific IID component,2.25E-05,0.000259099,0.000216209,0.000318362,0.000252709,0.000183277,0,0.00021462,0,0.000170558,0.000139321,0,0.00014907,4.22E-05,4.19E-05,0.000112101,9.85E-05,5.29E-05,0,0.000188419
K01040,K01040: glutaconate CoA-transferase subunit B,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,gctB; glutaconate CoA-transferase subunit B,2.35E-05,2.5E-05,2.91E-05,6.74E-05,0,0.000100333,0.000114029,3.73E-05,3.85E-05,0,0,0,0,0,0,0,3.46E-05,0,0,0.00014524
K03339,K03339: 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolJ; 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase,2.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03331,K03331: L-xylulose reductase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,DCXR; L-xylulose reductase,0,5.47E-05,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,4.67E-05,0,0,0,0,0
K03332,K03332: fructan beta-fructosidase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fruA; fructan beta-fructosidase,0,4.69E-06,5.5E-06,0,0,5.95E-06,0,1.4E-05,0,0,0,0,0,0,0,0,7.26E-06,0,0,0
K03335,K03335: inosose dehydratase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolE; inosose dehydratase,4.12E-05,0.000152341,0,5.84E-05,3.53E-05,0,0,0.000133487,0,0,6.44E-05,0,4.61E-05,0,3.81E-05,0,9.3E-05,0.000150286,0.000149681,4.13E-05
K03336,K03336: 3D-(35/4)-trihydroxycyclohexane-12-dione hydrolase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolD; 3D-(35/4)-trihydroxycyclohexane-12-dione acylhydrolase (decyclizing),4.91E-05,8.32E-05,0,0,4.89E-05,2.75E-05,0,4.67E-05,1.59E-05,0,7.48E-05,0,0,1.82E-05,0,0.000101421,8.64E-05,7.1E-05,0.000139599,3.99E-05
K03337,K03337: 5-deoxy-glucuronate isomerase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolB; 5-deoxy-glucuronate isomerase,2.39E-05,0.000124318,2.92E-05,0,3.88E-05,0,0,3.77E-05,3.9E-05,0,6.52E-05,0,0,4.48E-05,4.35E-05,0,7E-05,5.81E-05,8.61E-05,4.87E-05
K02080,K02080: galactosamine-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,agaI; galactosamine-6-phosphate isomerase,5.23E-05,0,3.04E-05,0,8.5E-05,0.000106975,0,4.13E-05,4.26E-05,0.000107946,3.98E-05,0,5.72E-05,4.89E-05,4.75E-05,0,3.84E-05,0.000182862,0,0
K13831,K13831,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase,0,0,1.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00109,K00109: 2-hydroxyglutarate dehydrogenase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E1.1.99.2; 2-hydroxyglutarate dehydrogenase,0,1.52E-05,1.65E-05,0,0,0,3.25E-05,2.12E-05,2.19E-05,5.8E-05,0,0,2.94E-05,0,2.44E-05,0,2.02E-05,3.47E-05,0,2.83E-05
K00150,K00150: glyceraldehyde-3-phosphate dehydrogenase (NAD(P)),Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)),0,0,2.26E-05,0,0,2.6E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13953,K13953,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,adhP; alcohol dehydrogenase propanol-preferring,0,1.97E-05,4.51E-05,0,0,5.08E-05,0,0,0,7.3E-05,0,0,0,0,3.37E-05,0,2.76E-05,4.5E-05,0,0
K13954,K13954,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,yiaY; alcohol dehydrogenase,1.75E-05,6.81E-05,9.85E-05,9.18E-05,2.67E-05,6.56E-05,0,2.58E-05,0,0.000126195,0,0,0,5.83E-05,2.94E-05,0,7.06E-05,7.22E-05,0.000112679,0
K01720,K01720: 2-methylcitrate dehydratase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,prpD; 2-methylcitrate dehydratase,0,0,1.37E-05,0,2.17E-05,3.69E-05,0,0,0,0.00010549,0,0,0,0,0,0,0,8.98E-05,0,0
K06896,K06896,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,mapP; maltose 6'-phosphate phosphatase,0.000867736,0.000814962,0.000376367,0.00104586,0.00103727,0.000953379,0.00149721,0.000698373,0.00117718,0.000735687,0.00107174,0,0.000986744,0.00110404,0.00155191,0.000583142,0.00112588,0.000888437,0.000988873,0.000407518
K05351,K05351: D-xylulose reductase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E1.1.1.9; D-xylulose reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E-05,4.14E-05,0,0
K02787,K02787: PTS system lactose-specific IIB component,Metabolism,Carbohydrate metabolism,Galactose_metabolism,PTS-Lac-EIIB lacE; PTS system lactose-specific IIB component,0,0,0,3.16E-05,3.73E-05,0,0,1.77E-05,0,0,0,0,2.45E-05,0,2.04E-05,0,3.17E-05,0,0,0
K00658,K00658: 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,DLST sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase),0.000136816,0.000223556,9.3E-05,0.000249471,0.000170688,0.000202994,0.000298562,0.000132729,0.000131298,0.000431064,0.000168942,0,8.31E-05,7.77E-05,0.000288632,0.000143725,0.000208794,0.000181305,0.0001004,5.66E-05
K00656,K00656: formate C-acetyltransferase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E2.3.1.54 pflD; formate C-acetyltransferase,0.00076188,0.00093612,0.000693219,0.000626315,0.000995065,0.000868586,0.000651639,0.000873907,0.000828878,0.00106429,0.000666244,0,0.000773034,0.000600488,0.000569136,0.00114641,0.000829979,0.000916815,0.00080381,0.000746651
K04021,K04021: aldehyde dehydrogenase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,eutE; aldehyde dehydrogenase,0,4.25E-05,3.32E-05,0,2.25E-05,1.91E-05,0,0,0,5.46E-05,0,0,0,0,0,0,0,0,0,0
K04020,K04020: ethanolamine utilization protein EutD,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,eutD; phosphotransacetylase,0,1.97E-05,4.58E-05,0,3.11E-05,2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0.000135142,0,0
K04022,K04022: alcohol dehydrogenase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,eutG; alcohol dehydrogenase,0,3.38E-05,3.88E-05,0,2.66E-05,2.26E-05,0,0,0,0,0,0,0,0,0,0,0,0.000113923,0,0
K00018,K00018: glycerate dehydrogenase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,hprA; glycerate dehydrogenase,0.000472481,0.00035693,0.000581706,0.000504989,0.000396056,0.000362331,0.000620616,0.000312761,0.000384316,0.000483808,0.000572685,0,0.000562758,0.000364936,0.000430362,0.000308805,0.000485761,0.000432243,0.000634598,0.000402836
K00019,K00019: 3-hydroxybutyrate dehydrogenase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E1.1.1.30 bdh; 3-hydroxybutyrate dehydrogenase,4.82E-05,0.00012972,0,0,0,0,0,0,3.96E-05,0,3.66E-05,0,5.28E-05,8.99E-05,4.42E-05,0,3.54E-05,0,0,0
K00010,K00010: myo-inositol 2-dehydrogenase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase,0.000146563,0.000253754,0.000181393,0.000104473,0.000183586,0.000130385,0.000132895,0.00029358,0.000240679,0.000150091,0.000224053,0,0.000161037,0.000207061,0.000235406,0.000190865,0.000243979,8.97E-05,6.71E-05,0.000224972
K00011,K00011: aldehyde reductase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E1.1.1.21 AKR1; aldehyde reductase,4.1E-05,4.49E-05,0,0,3.33E-05,3E-05,0,3.34E-05,0,0,6.24E-05,0,4.35E-05,3.95E-05,0,0.000118171,0.000118527,0,0,0
K00012,K00012: UDPglucose 6-dehydrogenase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,UGDH ugd; UDPglucose 6-dehydrogenase,0.00118058,0.00103963,0.000522324,0.00104228,0.00106697,0.00126583,0.00133792,0.000736268,0.00111669,0.00161836,0.00181819,0,0.00089907,0.000904781,0.00136531,0.00131019,0.000970365,0.000893847,0.00138023,0.000904294
K00016,K00016: L-lactate dehydrogenase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,LDH ldh; L-lactate dehydrogenase,0.000429386,0.00018729,0.000678317,0.000333869,0.000197722,0.000230929,0.000162893,0.00049681,0.000174093,0.000205299,0.000266215,0,0.000213986,0.000194025,0.000171829,0.000515694,0.000341991,0.000361797,0.000211302,0.000242947
K00039,K00039: ribitol 2-dehydrogenase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rbtD; ribitol 2-dehydrogenase,0,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K10046,K10046: GDP-D-mannose 3' 5'-epimerase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,GME; GDP-D-mannose 3' 5'-epimerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97E-05,0,0,0,0,0
K00049,K00049: glyoxylate reductase (NADP+),Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,GRHPR; glyoxylate/hydroxypyruvate reductase,0,1.97E-05,2.36E-05,0,0,0,0,0,0,0,2.82E-05,0,0,0,0,0,0,0,0,0
K00879,K00879: L-fuculokinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fucK; L-fuculokinase,6.53E-05,7.07E-05,3.28E-05,3.76E-05,0.000155148,0.000131725,0.000224331,6.25E-05,0.000107858,0.000160344,6.02E-05,0,5.77E-05,9.85E-05,0.000168198,6.55E-05,9.6E-05,9.64E-05,4.51E-05,5.29E-05
K00873,K00873: pyruvate kinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PK pyk; pyruvate kinase,0.000767899,0.000598771,0.000556928,0.000647145,0.000573742,0.000606734,0.000594785,0.000697422,0.000539599,0.00047664,0.000674296,0,0.000618957,0.00062937,0.00051827,0.000653897,0.000742835,0.000511831,0.000834818,0.000743723
K00874,K00874: 2-dehydro-3-deoxygluconokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,kdgK; 2-dehydro-3-deoxygluconokinase,0.000766938,0.000811521,0.000587917,0.00114273,0.000798047,0.000809243,0.00083808,0.000889857,0.000859383,0.000455717,0.00069124,0,0.000957165,0.000647711,0.000695342,0.000670297,0.000698325,0.000752626,0.000975638,0.000745221
K00875,K00875: D-ribulokinase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E2.7.1.47; D-ribulokinase,0,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05774,K05774: ribose 15-bisphosphokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,phnN; ribose 15-bisphosphokinase,0,7.1E-05,0,0,0.000113635,0,0,0,0,0.000276157,0,0,0,0,0,0.000175045,0,8.23E-05,0,0
K01699,K01699: diol dehydratase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,pduC; propanediol dehydratase large subunit,0,3.62E-05,1.4E-05,0,0,1.61E-05,0,0,3.71E-05,4.61E-05,1.26E-05,0,2.49E-05,0,0,5.93E-05,0,0,0,0
K01690,K01690: phosphogluconate dehydratase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,edd; phosphogluconate dehydratase,1.03E-05,3.22E-05,5.04E-05,0,3.4E-05,1.43E-05,0,0,0,8.23E-05,3.19E-05,0,0,0,0,0,0,4.88E-05,0,0
K01692,K01692: enoyl-CoA hydratase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,paaF echA; enoyl-CoA hydratase,9.49E-05,0.000246702,0.000345778,0.000134485,7.79E-05,0.000229728,5.63E-05,0.000262071,0.000145613,0,0.00013501,0,0.000142522,8.7E-05,8.51E-05,0.000252828,0.000132654,0.000216452,0.000169346,0.000181379
K00900,K00900: 6-phosphofructo-2-kinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E2.7.1.105 PFK; 6-phosphofructo-2-kinase,0,1.64E-05,0,0,2.6E-05,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0
K01452,K01452: chitin deacetylase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E3.5.1.41; chitin deacetylase,0,1.97E-05,0,0,0,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01053,K01053: gluconolactonase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,E3.1.1.17 gnl RGN; gluconolactonase,0,4.37E-05,2.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01051,K01051: pectinesterase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E3.1.1.11; pectinesterase,0.000448804,0.000441261,0.000222194,0.000637376,0.000418771,0.000450211,0.000614767,0.000405117,0.000681721,0.000526257,0.000481683,0,0.000466612,0.000495512,0.000482482,0.000504467,0.000422851,0.000427361,0.000556107,0.000381938
K01057,K01057: 6-phosphogluconolactonase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,PGLS pgl devB; 6-phosphogluconolactonase,0.000345429,0.000278288,0.000252963,0.000364254,0.000273041,0.000293142,0.000441603,0.000167182,0.000434116,0.000208772,0.000310824,0,0.000226439,0.000439317,0.000385301,0.000387144,0.000378719,0.000316135,0.000192833,0.000105668
K02437,K02437: glycine cleavage system H protein,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,gcvH GCSH; glycine cleavage system H protein,0.000530498,0.000722135,0.000304469,0.000698852,0.000331791,0.000629157,0.00132393,0.000310015,0.000720684,0.000996843,0.000831568,0,0.000759914,0.000739499,0.00107588,0.000507494,0.000794636,0.000474951,0.000535811,0.0008222
K05350,K05350: beta-glucosidase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,bglB; beta-glucosidase,0.000338022,0.00019043,0.000101394,0.000389841,9.33E-05,0.000136842,0,0.000111291,9.02E-05,0,6.4E-05,0,0.000184997,7.88E-05,5.47E-05,0.000140407,6.55E-05,0.000110019,0.000299649,0.000258917
K03431,K03431: phosphoglucosamine mutase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmM; phosphoglucosamine mutase,0.00089251,0.000504051,0.000535251,0.000479319,0.000418624,0.000416568,0.000236812,0.000705228,0.000636382,0.000113237,0.000444452,0,0.000336157,0.00041736,0.000177558,0.000656318,0.000553099,0.000473594,0.000301619,0.000568258
K05973,K05973: poly(3-hydroxybutyrate) depolymerase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E3.1.1.75 phaZ; poly(3-hydroxybutyrate) depolymerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00852,K00852: ribokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rbsK RBKS; ribokinase,0.000446897,0.000676379,0.000485996,0.000235821,0.000542078,0.000488704,0.000390511,0.000325017,0.000361569,0.000317317,0.000492183,0,0.000225261,0.000266988,0.000515006,0.000212934,0.000550607,0.000416114,0,0.000328198
K01505,K01505: 1-aminocyclopropane-1-carboxylate deaminase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase,0,0,2.18E-05,0,0,0,0,0,0,0,0,0,0,3.3E-05,0,0,0,0,0,0
