	Gene	NAME	CSM5LLGB.kegg.e-40.m8-hit-keg-cat	CSM6J2H9.kegg.e-40.m8-hit-keg-cat	CSM79HGR.kegg.e-40.m8-hit-keg-cat	ESM5GEYX.kegg.e-40.m8-hit-keg-cat	ESM5GEYY.kegg.e-40.m8-hit-keg-cat	ESM5GEZ1.kegg.e-40.m8-hit-keg-cat	ESM5MEAB.kegg.e-40.m8-hit-keg-cat	ESM5MEB9.kegg.e-40.m8-hit-keg-cat	ESM5MEC7.kegg.e-40.m8-hit-keg-cat	ESM5MEDP.kegg.e-40.m8-hit-keg-cat	ESM5MEE2.kegg.e-40.m8-hit-keg-cat	ESM5MEEJ.kegg.e-40.m8-hit-keg-cat	ESM718U9.kegg.e-40.m8-hit-keg-cat	ESM7F5AE.kegg.e-40.m8-hit-keg-cat	HSM5MD6G.kegg.e-40.m8-hit-keg-cat	HSM5MD6S.kegg.e-40.m8-hit-keg-cat	HSM67VDR.kegg.e-40.m8-hit-keg-cat	HSM67VDT.kegg.e-40.m8-hit-keg-cat	HSM6XRQC.kegg.e-40.m8-hit-keg-cat	HSM6XRTE.kegg.e-40.m8-hit-keg-cat	HSM7CZ2X.kegg.e-40.m8-hit-keg-cat	HSM7J4JV.kegg.e-40.m8-hit-keg-cat	HSMA33J1.kegg.e-40.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
4530	K09145	K09145: hypothetical protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.590000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
4531	K09144	K09144: hypothetical protein	0.0	0.0	4.96e-05	1.82e-05	2.02e-05	2.24e-05	0.0	3.05e-05	2.7000000000000002e-05	0.0	2.8800000000000002e-05	6.19e-05	0.0	0.0	0.0	0.0	6.8e-05	3.45e-05	0.0	2.6700000000000002e-05	0.0	0.0	0.0	0.0	None	None	None	None
4532	K13787	K13787	0.0	0.0	2.42e-05	1.75e-05	1.93e-05	0.0	0.0	2.8999999999999997e-05	0.0	4.39e-05	0.0	0.0	0.0	0.0	0.0	3.8299999999999996e-05	0.0	0.0	0.0	7.57e-05	0.0	0.0	3.5600000000000005e-05	7.04e-05	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	idsA; geranylgeranyl diphosphate synthase type I
4533	K09141	K09141: hypothetical protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.739999999999999e-05	0.0	0.0	0.0	0.0	0.0	5.22e-05	0.0	0.0	0.0	6.55e-05	0.0	0.0	0.0	0.0	0.0	4.24e-06	None	None	None	None
4534	K07447	K07447: putative holliday junction resolvase	0.0	0.0	0.000952866	0.000933302	0.000948446	0.00114611	0.000640839	0.000893603	0.00101649	0.00109164	0.00118679	0.0008715810000000001	0.000729233	0.000953541	0.0	0.000888168	0.00099352	0.000982472	0.00046935	0.0009251210000000001	0.00109222	0.000817108	0.00107344	0.0019521	None	None	None	None
4535	K04652	K04652: hydrogenase nickel incorporation protein HypB	0.0	0.0	0.00035935599999999997	0.000275655	0.000255498	0.00034001800000000004	0.000373456	0.000211936	7.58e-05	0.000126149	0.000129656	0.000202681	0.000266473	0.000123892	0.0	6.36e-05	0.000189081	0.000231256	0.000300312	0.000307944	0.00017841	0.000101628	0.000328519	1.32e-09	None	None	None	None
4536	K04653	K04653: hydrogenase expression/formation protein HypC	0.0	0.0	0.00021328599999999998	8.159999999999999e-05	7.41e-05	0.000484396	0.0	0.00036279199999999996	0.000222997	0.000189929	0.00036785	0.000281082	0.000265368	0.0	0.0	0.0	0.000152292	0.00014804100000000001	0.0	0.000234894	0.000539792	0.000326977	0.00018687	0.000752284	None	None	None	None
4537	K05709	K05709: small terminal subunit of phenylpropionate dioxygenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8399999999999997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	hcaF hcaA2; 3-phenylpropionate/trans-cinnamate dioxygenase beta subunit
4538	K04651	K04651: hydrogenase nickel incorporation protein HypA	0.0	0.0	0.000440466	0.000275472	0.000175603	0.000460542	0.0	0.000265904	0.000155589	0.000132125	0.000261055	8.89e-05	0.00042292800000000004	0.000250654	0.0	0.000119455	0.000308607	9.91e-05	0.0	0.000243988	0.000501406	0.000196186	0.000326756	0.0	None	None	None	None
4539	K05879	K05879: dihydroxyacetone kinase C-terminal domain	0.0	0.000378074	8.2e-05	0.00011999100000000001	0.00022296099999999998	0.000106725	8.78e-05	5.15e-05	8.14e-05	7.45e-05	4.8599999999999995e-05	0.000198443	0.000121892	0.000137814	0.0	0.0	5.7499999999999995e-05	0.00011175700000000001	0.0	0.0	0.000213792	0.000110595	0.0	0.00034242699999999997	Metabolism	Lipid metabolism	Glycerolipid_metabolism	dhaL; dihydroxyacetone kinase C-terminal domain
4540	K08676	K08676: tricorn protease	0.000160571	7.170000000000001e-05	0.000490438	0.000379084	0.000207288	5.660000000000001e-05	0.000310093	0.000248271	0.000219536	0.000263331	8.149999999999999e-05	0.00048658699999999997	0.000510385	0.000357858	0.0	0.000325835	0.000256742	0.000269994	0.000686278	0.00025246400000000004	0.000180902	0.00033006400000000003	0.00022316	0.0	None	None	None	None
4541	K04654	K04654: hydrogenase expression/formation protein HypD	0.0	0.0	9.329999999999999e-05	0.00017247	5.44e-05	0.000234098	4.8e-05	0.00040852	9.97e-05	8.3e-05	0.00027374400000000003	0.000142685	0.000140243	0.000132031	0.0	0.0	0.00013081600000000002	0.000127056	8.8e-05	0.00017799799999999999	0.000210675	0.000249262	0.000143518	0.0	None	None	None	None
4542	K04655	K04655: hydrogenase expression/formation protein HypE	0.0	0.0	0.00020596400000000002	0.000203842	0.00018140299999999998	0.00020752900000000003	0.00010963200000000001	0.000154174	0.000131721	4.4200000000000004e-05	0.00011916	9.05e-05	0.000297987	0.00014422100000000001	0.0	8.499999999999999e-05	0.00013638799999999998	9.990000000000002e-05	0.00029372	0.000134371	0.000133464	0.00019974400000000002	7.54e-05	0.0	None	None	None	None
4543	K05875	K05875: methyl-accepting chemotaxis protein II aspartate sensor receptor	0.0	0.0	1.6100000000000002e-05	3.78e-05	8.04e-05	7.45e-05	0.0	3.75e-05	0.0	0.0	0.0	0.0	0.000198957	0.0	0.0	0.0	0.0	0.0	0.000197189	0.0	2.72e-05	0.0	0.0	1.4800000000000002e-05	Environmental Information Processing	Signal transduction	Two-component_system	tar; methyl-accepting chemotaxis protein II aspartate sensor receptor
4544	K05874	K05874: methyl-accepting chemotaxis protein I serine sensor receptor	0.0	0.0	0.0	0.0	0.0	1.28e-05	5.65e-05	3.54e-05	2.9999999999999997e-05	0.0	0.0	1.88e-05	9.02e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5300000000000002e-05	0.0	0.0	0.00015246700000000002	Environmental Information Processing	Signal transduction	Two-component_system	tsr; methyl-accepting chemotaxis protein I serine sensor receptor
4545	K05877	K05877: methyl-accepting chemotaxis protein IV peptide sensor receptor	0.0	0.0	0.0	0.0	1.24e-05	0.0	0.0	0.0	3.34e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143195	Environmental Information Processing	Signal transduction	Two-component_system	tap; methyl-accepting chemotaxis protein IV peptide sensor receptor
4546	K05876	K05876: methyl-accepting chemotaxis protein III ribose and galactose sensor	0.0	0.0	0.0	0.0	1.22e-05	0.0	0.0	1.93e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7899999999999997e-05	0.0	0.0	0.000116073	Environmental Information Processing	Signal transduction	Two-component_system	trg; methyl-accepting chemotaxis protein III ribose and galactose sensor receptor
4547	K04094	K04094: glucose inhibited division protein Gid	0.0	0.000180818	0.00018843400000000002	0.000365611	0.00019334200000000002	0.00017219	0.000201375	0.00011606700000000001	5.7600000000000004e-05	0.000133089	0.00026294599999999996	0.000133864	0.0	0.00023985	0.0	0.000151906	0.00010514799999999999	0.000102757	7.47e-05	0.00018501400000000003	0.00027636	9.9e-05	0.000343331	0.00047164699999999995	None	None	None	None
4548	K04095	K04095: cell filamentation protein	0.000875986	0.0	0.00032917900000000003	0.000462984	0.000297931	0.000268695	0.00017873400000000003	0.000256932	0.00022737099999999998	0.000380804	0.000457457	0.00026058900000000004	0.000127377	0.000291701	0.0	0.000490595	0.000241164	5.9699999999999994e-05	0.0	0.000312604	0.000153025	0.000580659	0.000599926	0.000629095	None	None	None	None
4549	K04096	K04096: DNA processing protein	0.0	0.000212985	0.000583552	0.000647425	0.00048660099999999997	0.000557062	0.000292799	0.000585687	0.000562372	0.000504552	0.000475981	0.0006740180000000001	0.00048095699999999996	0.000669763	0.0	0.000485568	0.000543314	0.0005316569999999999	0.0008987719999999999	0.000520341	0.000570394	0.00061548	0.000615745	0.00142015	None	None	None	None
4550	K04090	K04090: indolepyruvate ferredoxin oxidoreductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47e-09	None	None	None	None
4551	K04091	K04091: alkanesulfonate monooxygenase	0.0	0.0	0.0	8.159999999999999e-05	0.000136021	4.0799999999999996e-05	0.0	2.7600000000000003e-05	2.33e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.000126465	Metabolism	Energy metabolism	Sulfur_metabolism	ssuD; alkanesulfonate monooxygenase
4552	K04092	K04092: chorismate mutase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.09e-05	0.0	0.0	6.49e-05	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	tyrA1; chorismate mutase
4553	K00575	K00575: chemotaxis protein methyltransferase CheR	0.0	0.0	0.000294416	7.65e-05	3.3600000000000004e-05	0.00037845	7.92e-05	9.44e-05	0.000100239	7.59e-05	0.00016860400000000001	0.00010077899999999999	0.0	4.2499999999999996e-05	0.0	0.000113981	0.00010369	6.19e-05	0.0	7.890000000000001e-05	0.00023080000000000003	8.740000000000001e-05	9.58e-05	0.0	Environmental Information Processing	Signal transduction	Two-component_system	cheR; chemotaxis protein methyltransferase CheR
4554	K00574	K00574: cyclopropane-fatty-acyl-phospholipid synthase	0.0	0.0	0.0	0.0	0.000102007	0.00021723400000000001	0.0	2.71e-05	0.000114553	0.0	0.000101159	0.0	0.00013168700000000001	2.2e-05	0.0	0.0	2.98e-05	2.8899999999999998e-05	0.000167863	0.0	0.00011666700000000001	0.0	0.0	0.000158198	None	None	None	None
4555	K00573	K00573: protein-L-isoaspartate(D-aspartate) O-methyltransferase	0.0	0.0	0.0	3.02e-05	6.459999999999998e-05	3.72e-05	0.0	0.0	4.28e-05	0.0	0.0	0.0	0.000122477	0.0	0.0	0.0	0.0	0.0	0.000157372	4.39e-05	7.32e-05	0.0	0.0	0.000296073	None	None	None	None
4556	K00647	K00647: 3-oxoacyl-[acyl-carrier-protein] synthase I	0.0	0.0	0.00046722	0.00034685699999999995	0.000367798	0.000172967	0.00022513	0.000316605	0.000202782	0.00038393	0.000251064	0.00025927299999999997	0.000390029	0.000333868	0.0	0.00034699800000000005	0.000322621	0.000515057	0.000331042	0.000394408	0.000389509	0.000171352	0.00022768599999999997	7.190000000000001e-05	Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I
4557	K00571	K00571: site-specific DNA-methyltransferase (adenine-specific)	0.0	0.0	0.00061562	0.00070344	0.0007373839999999999	0.00054259	0.000298862	0.00045446699999999996	0.000618473	0.0007220960000000001	0.000463229	0.000463098	0.00051099	0.000812122	0.0	0.000508804	0.0006137159999999999	0.00044847400000000003	0.000113193	0.00100188	0.000464913	0.0008456010000000001	0.0007242910000000001	0.000266864	None	None	None	None
4558	K06174	K06174: ATP-binding cassette sub-family E member 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.16e-07	None	None	None	None
4559	K00973	K00973: glucose-1-phosphate thymidylyltransferase	0.0011877	0.00133231	0.00137022	0.000900008	0.000867301	0.0008446889999999999	0.00079245	0.00130527	0.000960067	0.00151586	0.000879366	0.0008131260000000001	0.00104926	0.00159104	0.0	0.00119315	0.00141266	0.00127927	0.000883008	0.00103311	0.00102637	0.00128565	0.00121684	0.000471603	Metabolism	Metabolism of terpenoids and polyketides	Polyketide_sugar_unit_biosynthesis	E2.7.7.24 rfbA rffH; glucose-1-phosphate thymidylyltransferase
4560	K00972	K00972: UDP-N-acetylglucosamine pyrophosphorylase	0.0	0.0	0.00012362700000000001	0.000165152	4.9e-05	0.000114008	0.000132291	5.18e-05	4.36e-05	3.73e-05	4.8899999999999996e-05	7.5e-05	0.0	7.01e-05	0.0	6.78e-05	0.000143995	5.6200000000000004e-05	0.000162852	4.52e-05	3.79e-05	0.00016836900000000003	6.36e-05	0.0	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase
4561	K00971	K00971: mannose-1-phosphate guanylyltransferase	0.00253233	0.00110058	0.0009613660000000001	0.000628775	0.000701294	0.000371174	0.000723867	0.000734501	0.0007673939999999999	0.0007451010000000001	0.000390059	0.0008236319999999999	0.000949832	0.00082093	0.0	0.000782589	0.00075918	0.0007692080000000001	0.000990267	0.000642016	0.000439249	0.00111697	0.000525292	0.0	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	manC cpsB; mannose-1-phosphate guanylyltransferase
4562	K00970	K00970: poly(A) polymerase	0.0	0.000664768	0.00038094199999999995	0.000213167	0.00031476700000000003	0.000148672	0.00031496299999999997	0.00040616599999999996	0.000256677	0.00037000300000000004	0.000138321	0.000307792	0.000524493	0.00038307900000000004	0.0	0.000191557	0.000336955	0.000364766	0.000267717	0.000394155	0.00021857099999999998	0.00045418300000000004	0.000321124	0.000361308	Genetic Information Processing	Folding sorting and degradation	RNA_degradation	pcnB; poly(A) polymerase
4563	K00975	K00975: glucose-1-phosphate adenylyltransferase	0.00680818	0.00162461	0.0010437	0.00127502	0.00106697	0.00116423	0.000747265	0.00108545	0.0008748289999999999	0.0007566539999999999	0.00127676	0.000951311	0.00022303099999999997	0.00100461	0.0	0.00136526	0.000974904	0.000530679	0.000772609	0.000819902	0.00118671	0.00118248	0.00123469	0.0008764080000000001	Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	glgC; glucose-1-phosphate adenylyltransferase
4564	K00974	K00974: tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.25	0.0	0.0	0.000217828	0.00026769900000000004	0.000277224	0.00036206199999999996	0.000169083	0.00036362300000000004	0.000204624	0.00022826200000000002	0.000452301	0.00024446	0.000184364	0.00017393400000000002	0.0	0.000310397	0.000264736	0.000156142	0.000147087	0.000312423	0.00024631	0.00040486699999999994	0.000395931	0.000198102	Genetic Information Processing	Translation	RNA_transport	cca; tRNA nucleotidyltransferase (CCA-adding enzyme)
4565	K01112	K01112	0.0	0.0	0.0	5.7100000000000006e-05	6.05e-05	0.000144705	0.0	9.6e-05	0.000244082	0.0	4.47e-05	4.61e-05	0.000286884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000241955	0.0	0.0	0.00014423299999999999	None	None	None	None
4566	K00641	K00641: homoserine O-acetyltransferase	0.0	0.0	0.00011967399999999999	5.28e-05	1.9699999999999998e-05	2.1600000000000003e-05	9.9e-05	2.8600000000000004e-05	2.33e-05	8.420000000000001e-05	0.0	0.0	0.000131655	0.000131692	0.0	7.97e-05	6.47e-05	0.000158208	0.0	7.730000000000001e-05	0.0	0.0	3.81e-05	0.00017506900000000003	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	metX; homoserine O-acetyltransferase
4567	K00979	K00979: 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	0.0	0.000945741	0.00059383	0.000448292	0.000608314	0.00033520800000000003	0.000719047	0.0004986330000000001	0.000456123	0.0007274019999999999	0.000234254	0.000447917	0.0007947389999999999	0.000566089	0.0	0.000602917	0.000512824	0.00072408	0.000639632	0.000697679	0.000535279	0.000897873	0.000563158	0.000266931	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide_biosynthesis	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)
4568	K00978	K00978: glucose-1-phosphate cytidylyltransferase	0.0	0.0	0.00050982	0.000267555	0.000331176	0.000269351	0.00048128	0.000200084	0.00023747200000000002	0.00023649	0.000378998	0.00019501599999999998	9.95e-05	0.000546445	0.0	0.00046779300000000004	0.000223572	0.000217677	0.000501816	0.000351105	0.00029314900000000004	0.000171008	0.000147517	0.0	Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	rfbF; glucose-1-phosphate cytidylyltransferase
4569	K04477	K04477: PHP family protein	0.0	0.0	0.00042013300000000005	0.000238496	0.000193174	0.00031952900000000004	0.000299575	0.00039811199999999995	0.000334463	6.25e-05	0.00016639	0.00021581	0.00021543700000000002	0.000121424	0.0	0.000114741	0.00019752099999999998	0.000143708	0.000138701	0.000223666	0.000251987	0.000286798	0.000160848	0.00028131099999999996	None	None	None	None
4570	K01114	K01114: phospholipase C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032387	Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	plcC; phospholipase C
4571	K07119	K07119	0.0	0.0	0.0	1.82e-05	1.93e-05	0.0	0.0	5.7100000000000006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.95e-07	None	None	None	None
4572	K03807	K03807: AmpE protein	0.0	0.0	0.0	0.0	7.049999999999999e-05	2.7300000000000003e-05	0.0	3.7e-05	3.14e-05	0.0	0.0	0.0	8.97e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36e-05	0.0	0.0	0.0	None	None	None	None
4573	K03231	K03231: elongation factor EF-1 alpha subunit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76e-05	Genetic Information Processing	Translation	RNA_transport	EEF1A; elongation factor 1-alpha
4574	K01407	K01407: protease III	0.0	0.0	0.0	6.54e-06	8.3e-05	1.6e-05	0.0	2.18e-05	2.7699999999999996e-05	0.0	0.0	0.0	0.00010581700000000001	0.0	0.0	1.4300000000000002e-05	0.0	0.0	3.39e-05	0.0	6.32e-05	0.0	0.0	0.0	None	None	None	None
4575	K01663	K01663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73e-05	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Histidine_metabolism	HIS7; glutamine amidotransferase / cyclase
4576	K08082	K08082: two-component system LytT family sensor histidine kinase AlgZ	0.0	0.0	2.24e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing	Signal transduction	Two-component_system	algZ; two-component system LytT family sensor histidine kinase AlgZ
4577	K08081	K08081: tropine dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3600000000000004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.429999999999999e-05	4.3e-05	0.0	0.0	0.0	0.0	0.0	3.82e-08	Metabolism	Biosynthesis of other secondary metabolites	Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	TR1; Tropinone reductase 1
4578	K03230	K03230: type III secretion protein SctV	0.0	0.0	0.0	9.13e-06	1.93e-05	1.11e-05	4.970000000000001e-05	3.06e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32e-05	0.0	0.0	1.85e-05	0.000139546	Environmental Information Processing	Membrane transport	Bacterial_secretion_system	yscV sctV hrcV; type III secretion protein V
4579	K02759	K02759: PTS system cellobiose-specific IIA component	0.0	0.0	0.0	0.00041769699999999997	0.00037713300000000004	0.00021480799999999998	0.0	0.00010010700000000001	0.00016580700000000002	0.0	0.00044044099999999997	9.300000000000001e-05	0.00046414599999999997	0.0	0.0	0.00024977	0.00011168	0.000108564	0.000596384	8.379999999999999e-05	0.00042242	0.000205104	0.000234923	0.0	Environmental Information Processing	Membrane transport	Phosphotransferase_system_PTS	PTS-Cel-EIIA celC; PTS system cellobiose-specific IIA component
4580	K01281	K01281: X-Pro dipeptidyl-peptidase	0.0	0.0	0.0	0.0	0.0	1.0199999999999999e-05	7.09e-05	0.0	1.17e-05	0.0	0.0	1.28e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21e-05	0.0	0.0	0.0	0.00018589099999999999	None	None	None	None
4581	K01286	K01286: D-alanyl-D-alanine carboxypeptidase	0.0	0.0	0.000121611	0.000175776	0.00011203299999999999	0.000105734	0.00012125100000000001	0.000125254	4.28e-05	6.27e-05	0.000275626	8.94e-05	0.0	7.329999999999999e-05	0.0	0.0001525	8.78e-05	0.0	0.0	8.120000000000001e-05	0.0	0.0	8.46e-05	0.000258485	None	None	None	None
4582	K01284	K01284: peptidyl-dipeptidase Dcp	0.0	0.00022759400000000002	0.000717055	0.0005148490000000001	0.000499282	8.909999999999998e-05	0.000541255	0.000496496	0.000586228	0.000804956	0.00021313	0.000499205	0.000621946	0.000614863	0.0	0.000488539	0.0005052009999999999	0.0007024360000000001	0.000659715	0.000475679	0.000282997	0.0006827480000000001	0.000550606	9.67e-05	None	None	None	None
4583	K02956	K02956: small subunit ribosomal protein S15	0.0	0.00177567	0.0010431	0.00120318	0.0010345999999999999	0.00146448	0.00140269	0.000946259	0.00110212	0.00188643	0.00123235	0.000805808	0.000869467	0.001288	0.0	0.00154188	0.0012839000000000001	0.0015375999999999999	0.00109947	0.00156534	0.00137446	0.00152963	0.00145053	0.000763003	Genetic Information Processing	Translation	Ribosome	RP-S15 MRPS15 rpsO; small subunit ribosomal protein S15
4584	K02954	K02954: small subunit ribosomal protein S14	0.0019882000000000003	0.00406457	0.00136917	0.0008675169999999999	0.00126984	0.00147681	0.00166251	0.00154213	0.00159923	0.00178176	0.00151973	0.00140883	0.000990103	0.00139042	0.0	0.00121576	0.00166779	0.00120393	0.00110338	0.00204327	0.00185382	0.00132813	0.00171739	0.0	Genetic Information Processing	Translation	Ribosome	RP-S14 MRPS14 rpsN; small subunit ribosomal protein S14
4585	K02952	K02952: small subunit ribosomal protein S13	0.00286563	0.00255973	0.000922063	0.00100015	0.00112338	0.00128854	0.0008849880000000001	0.000775558	0.00106041	0.00135909	0.000796398	0.000899605	0.00101424	0.00101038	0.0	0.00078732	0.000938413	0.00111079	0.000794355	0.00118341	0.00112653	0.00165709	0.00172786	0.0	Genetic Information Processing	Translation	Ribosome	RP-S13 rpsM; small subunit ribosomal protein S13
4586	K02950	K02950: small subunit ribosomal protein S12	0.00366383	0.00393359	0.00107546	0.00115466	0.00084237	0.00107476	0.00104005	0.000734119	0.00134271	0.00103991	0.000629223	0.0009660119999999999	0.0005646	0.000892824	0.0	0.000986018	0.000682888	0.00103624	0.000753196	0.0008907569999999999	0.00109533	0.00131329	0.00083395	0.0010597999999999998	Genetic Information Processing	Translation	Ribosome	RP-S12 MRPS12 rpsL; small subunit ribosomal protein S12
4587	K07686	K07686: two-component system NarL family uhpT operon response regulator	0.0	0.0	0.0	0.0	3.24e-05	3.47e-05	0.0	4.71e-05	4.3200000000000007e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.829999999999999e-05	0.0	0.0	1.3800000000000002e-07	Environmental Information Processing	Signal transduction	Two-component_system	uhpA; two-component system NarL family uhpT operon response regulator UhpA
4588	K02959	K02959: small subunit ribosomal protein S16	0.00730218	0.0025607	0.0010555999999999999	0.0008562660000000001	0.0009737260000000001	0.00161887	0.00121906	0.000973809	0.00100324	0.00110473	0.00130003	0.000687742	0.000456894	0.00115094	0.0	0.0008557189999999999	0.000991394	0.00101644	0.000760885	0.0010392	0.00118298	0.00117762	0.00153835	0.0	Genetic Information Processing	Translation	Ribosome	RP-S16 MRPS16 rpsP; small subunit ribosomal protein S16
4589	K14553	K14553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75e-06	0.0	Genetic Information Processing	Translation	Ribosome_biogenesis_in_eukaryotes	UTP18; U3 small nucleolar RNA-associated protein 18
4590	K07054	K07054	0.0	0.0	5.7700000000000007e-05	0.0	0.000142611	0.00011093700000000001	0.0	7.509999999999998e-05	3.16e-05	0.0	0.0	0.0	9.070000000000001e-05	0.0	0.0	0.0	4.26e-05	0.0	0.000116075	3.26e-05	5.42e-05	0.0	0.0	0.000236883	None	None	None	None
4591	K00885	K00885: N-acylmannosamine kinase	0.0	0.0	0.0	0.0	2.26e-05	0.00015743	6.07e-05	3.6200000000000006e-05	6.13e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91e-05	0.0	0.0	0.0	5.04e-05	0.0	0.0	6.890000000000001e-05	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	nanK; N-acylmannosamine kinase
4592	K07687	K07687: two-component system NarL family captular synthesis response	0.0	0.0	0.0	0.0	2.8899999999999998e-05	3.35e-05	0.0	0.0	3.86e-05	0.0	0.0	0.0	0.00011028299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59e-05	0.0	0.0	0.0	Environmental Information Processing	Signal transduction	Two-component_system	rcsB; two-component system NarL family captular synthesis response regulator RcsB
4593	K00883	K00883: 2-dehydro-3-deoxygalactonokinase	0.0	0.0	0.0	1.85e-05	9.04e-05	6.92e-05	0.0	3.6e-05	3.05e-05	0.0	2.9299999999999997e-05	0.0	0.000250762	2.8199999999999998e-05	0.0	0.0	0.0	0.0	0.000112101	2.72e-05	5.21e-05	0.0	0.0	0.00023172400000000002	Metabolism	Carbohydrate metabolism	Galactose_metabolism	dgoK; 2-dehydro-3-deoxygalactonokinase
4594	K00882	K00882: 1-phosphofructokinase	0.0	0.0	0.000250047	0.000311211	0.00036033699999999996	0.0005676640000000001	0.000291695	0.000377546	0.00033364699999999996	0.000151777	0.000489736	0.000305734	0.000109807	0.000158778	0.0	0.000227901	0.00030906900000000003	7.59e-05	0.000212255	3.06e-05	0.000217387	0.000373059	0.00033791	0.000440175	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	fruK; 1-phosphofructokinase
4595	K00881	K00881: allose kinase	0.0	0.0	0.0	0.0	0.0	4.5299999999999997e-05	0.0	0.0	2.6000000000000002e-05	0.0	0.0	0.0	0.000158289	0.0	0.0	4.61e-05	0.0	0.0	0.0	0.0	5.01e-05	7.37e-05	0.0	1.32e-06	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	alsK; allose kinase
