Gene,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Category,SuperPathway,SubPathway,KOAnnot
K02989,K02989: small subunit ribosomal protein S5e,0,0,0,0,0,1.11E-05,0,0,1.01E-05,0,0,0,0,0,0,9.64E-06,0,1.13E-05,0,0,Genetic Information Processing,Translation,Ribosome,RP-S5e RPS5; small subunit ribosomal protein S5e
K02990,K02990: small subunit ribosomal protein S6,0.00108424,0.00109925,0.00095849,0.00141389,0.0012139,0.00131138,0.00101482,0.00114892,0.00123345,0.00137913,0.00113559,0.00127461,0.00125154,0.00102389,0.00111744,0.00129555,0.0010953,0.00134448,0.00120906,0.00111784,Genetic Information Processing,Translation,Ribosome,RP-S6 MRPS6 rpsF; small subunit ribosomal protein S6
K02991,K02991: small subunit ribosomal protein S6e,0,1.21E-05,1.99E-05,0,0,1.90E-05,0,1.80E-05,0,1.92E-05,0,0,1.85E-05,0,0,9.30E-06,0,1.94E-05,0,0,Genetic Information Processing,Translation,Ribosome,RP-S6e RPS6; small subunit ribosomal protein S6e
K02992,K02992: small subunit ribosomal protein S7,0.000914827,0.000974827,0.000944397,0.00109202,0.000994538,0.00091897,0.000904189,0.0009425,0.00115638,0.0010626,0.000859144,0.000828305,0.000872747,0.000853154,0.000769102,0.00100377,0.000653441,0.00119143,0.000801453,0.000872235,Genetic Information Processing,Translation,Ribosome,RP-S7 MRPS7 rpsG; small subunit ribosomal protein S7
K02994,K02994: small subunit ribosomal protein S8,0.000962907,0.00115469,0.00134317,0.00112481,0.00101143,0.00114239,0.000959658,0.000972299,0.00130344,0.00133626,0.00111919,0.00113405,0.00098653,0.00103341,0.00107691,0.00124661,0.000827859,0.00120733,0.000975038,0.000926727,Genetic Information Processing,Translation,Ribosome,RP-S8 rpsH; small subunit ribosomal protein S8
K02995,K02995: small subunit ribosomal protein S8e,0,1.40E-05,2.19E-05,0,0,2.05E-05,0,1.94E-05,1.13E-05,2.08E-05,0,0,0,0,0,1.08E-05,0,2.09E-05,0,0,Genetic Information Processing,Translation,Ribosome,RP-S8e RPS8; small subunit ribosomal protein S8e
K02996,K02996: small subunit ribosomal protein S9,0.00117089,0.00110891,0.00114965,0.00089061,0.00112974,0.000845397,0.000907069,0.000967002,0.00103064,0.00104105,0.000794318,0.000819058,0.000901695,0.000931074,0.00087577,0.00100759,0.000807123,0.000941418,0.000920743,0.00089719,Genetic Information Processing,Translation,Ribosome,RP-S9 MRPS9 rpsI; small subunit ribosomal protein S9
K02998,K02998: small subunit ribosomal protein SAe,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,7.40E-06,0,0,0,0,Genetic Information Processing,Translation,Ribosome,RP-SAe RPSA; small subunit ribosomal protein SAe
K02999,K02999: DNA-directed RNA polymerase I subunit A1,0,0,0,0,0,0,0,0,2.13E-06,0,0,0,0,0,0,3.01E-06,0,8.97E-07,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,RPA1 POLR1A; DNA-directed RNA polymerase I subunit RPA1
K03002,K03002: DNA-directed RNA polymerase I subunit A2,0,4.80E-06,0,0,0,0,0,0,4.97E-06,0,0,0,0,0,0,1.06E-05,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,RPA2 POLR1B; DNA-directed RNA polymerase I subunit RPA2
K03006,K03006: DNA-directed RNA polymerase II subunit A,0,1.60E-06,0,0,0,0,0,1.39E-06,1.20E-06,1.49E-06,0,0,1.43E-06,0,0,1.23E-06,0,1.50E-06,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,RPB1 POLR2A; DNA-directed RNA polymerase II subunit RPB1
K03010,K03010: DNA-directed RNA polymerase II subunit B,0,0,2.04E-06,0,0,1.80E-06,0,0,1.91E-06,1.82E-06,0,0,0,0,0,0,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,RPB2 POLR2B; DNA-directed RNA polymerase II subunit RPB2
K03018,K03018: DNA-directed RNA polymerase III subunit C1,0,0,0,0,0,0,0,1.16E-06,1.08E-06,0,0,0,1.20E-06,0,0,1.57E-06,0,1.79E-06,0,1.36E-06,Metabolism,Nucleotide metabolism,Purine_metabolism,RPC1 POLR3A; DNA-directed RNA polymerase III subunit RPC1
K03021,K03021: DNA-directed RNA polymerase III subunit C2,0,2.55E-06,2.57E-06,0,0,0,0,0,4.00E-06,2.29E-06,0,0,0,0,0,0,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,RPC2 POLR3B; DNA-directed RNA polymerase III subunit RPC2
K03027,K03027: DNA-directed RNA Polymerase III subunit C5,0,0,0,0,0,0,0,0,6.54E-06,0,0,0,0,0,0,0,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,RPC40 POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1
K03040,K03040: DNA-directed RNA polymerase subunit alpha,0.000752971,0.000834595,0.00091848,0.00106977,0.000805675,0.000771973,0.000755329,0.000759428,0.000887965,0.000833562,0.000799505,0.000829411,0.000723495,0.000821052,0.000625463,0.000904796,0.000655626,0.000910765,0.000680628,0.000788958,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoA; DNA-directed RNA polymerase subunit alpha
K03041,K03041: DNA-directed RNA polymerase subunit A',0,0,9.79E-06,0,0,2.87E-06,0,8.14E-06,0,1.67E-05,0,0,8.39E-06,0,0,0,0,8.67E-06,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoA1; DNA-directed RNA polymerase subunit A'
K03042,"K03042: DNA-directed RNA polymerase subunit A""",0,0,6.45E-06,0,0,1.13E-05,0,1.68E-05,0,1.32E-05,0,0,1.73E-05,0,0,0,0,6.49E-06,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,"rpoA2; DNA-directed RNA polymerase subunit A"""
K03043,K03043: DNA-directed RNA polymerase subunit beta,0.000421945,0.000558274,0.000581326,0.000757929,0.000508621,0.000550715,0.000441531,0.000486917,0.000589161,0.00067994,0.000503693,0.000510569,0.000512576,0.000605058,0.000477714,0.000609739,0.000504711,0.000636777,0.000525341,0.000519511,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoB; DNA-directed RNA polymerase subunit beta
K03044,K03044: DNA-directed RNA polymerase subunit B',0,0,1.45E-05,0,0,4.25E-06,0,1.21E-05,0,4.25E-06,0,0,1.25E-05,0,0,0,0,8.67E-06,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoB1; DNA-directed RNA polymerase subunit B'
K03045,"K03045: DNA-directed RNA polymerase subunit B""",0,0,0,0,0,4.93E-06,0,1.88E-05,0,2.03E-05,0,0,1.45E-05,0,0,0,0,1.01E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,"rpoB2; DNA-directed RNA polymerase subunit B"""
K03046,K03046: DNA-directed RNA polymerase subunit beta',0.000476256,0.000601783,0.000613281,0.000811121,0.000499693,0.000540759,0.000490253,0.0004862,0.000568924,0.000566219,0.000515408,0.000503963,0.000464231,0.000528458,0.00050821,0.000539918,0.000502951,0.000620263,0.000499011,0.000552559,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoC; DNA-directed RNA polymerase subunit beta'
K03047,K03047: DNA-directed RNA polymerase subunit D,0,0,0,0,0,9.35E-06,0,1.77E-05,0,1.90E-05,0,0,1.83E-05,0,0,0,0,1.91E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoD; DNA-directed RNA polymerase subunit D
K03048,K03048: DNA-directed RNA polymerase subunit delta,2.11E-05,0,0,0,0,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.29E-05,2.89E-05,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoE; DNA-directed RNA polymerase subunit delta
K03049,K03049: DNA-directed RNA polymerase subunit E',0,0,1.57E-05,0,0,1.35E-05,0,1.28E-05,0,1.37E-05,0,0,1.36E-05,0,0,0,0,4.31E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoE1; DNA-directed RNA polymerase subunit E'
K03050,"K03050: DNA-directed RNA polymerase subunit E""",0,0,0,0,0,4.42E-05,0,4.18E-05,0,4.48E-05,0,0,4.31E-05,0,0,0,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,"rpoE2; DNA-directed RNA polymerase subunit E"""
K03051,K03051: DNA-directed RNA polymerase subunit F,0,0,2.55E-05,0,0,2.25E-05,0,2.13E-05,0,2.28E-05,0,0,2.20E-05,0,0,0,0,2.29E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoF; DNA-directed RNA polymerase subunit F
K03053,K03053: DNA-directed RNA polymerase subunit H,0,0,0,0,0,3.33E-05,0,3.15E-05,0,0,0,0,3.25E-05,0,0,0,0,3.40E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoH; DNA-directed RNA polymerase subunit H
K03055,K03055: DNA-directed RNA polymerase subunit K,0,0,0,0,0,3.94E-05,0,0,0,0,0,0,3.85E-05,0,0,0,0,4.02E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoK; DNA-directed RNA polymerase subunit K
K03056,K03056: DNA-directed RNA polymerase subunit L,0,0,0,0,0,2.67E-05,0,2.53E-05,0,2.71E-05,0,0,2.61E-05,0,0,0,0,2.72E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoL; DNA-directed RNA polymerase subunit L
K03057,K03057: DNA-directed RNA polymerase subunit M,0,0,2.80E-05,0,0,4.91E-05,0,4.64E-05,0,2.47E-05,0,0,4.79E-05,0,0,0,0,5.00E-05,0,0,None,None,None,None
K03058,K03058: DNA-directed RNA polymerase subunit N,0,0,0,0,0,4.58E-05,0,4.33E-05,0,0,0,0,4.47E-05,0,0,0,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoN; DNA-directed RNA polymerase subunit N
K03060,K03060: DNA-directed RNA polymerase subunit omega,0.00062415,0.000321855,0.00046671,0.000462207,0.000600381,0.000395377,0.000574552,0.000366231,0.000399289,0.000426377,0.000271828,0.000411205,0.000191166,0.000349911,0.00045953,0.000374731,0.000521485,0.000463415,0.000517063,0.000611064,Metabolism,Nucleotide metabolism,Purine_metabolism,rpoZ; DNA-directed RNA polymerase subunit omega
K03061,K03061: 26S proteasome regulatory subunit T1,0,0,7.01E-06,0,0,0,0,5.84E-06,0,5.87E-06,0,0,6.03E-06,0,0,0,0,0,0,0,Genetic Information Processing,Folding sorting and degradation,Proteasome,PSMC2 RPT1; 26S proteasome regulatory subunit T1
K03062,K03062: 26S proteasome regulatory subunit T2,0,8.60E-06,0,0,0,0,0,0,1.84E-06,0,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Folding sorting and degradation,Proteasome,PSMC1 RPT2; 26S proteasome regulatory subunit T2
K03063,K03063: 26S proteasome regulatory subunit T3,0,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Folding sorting and degradation,Proteasome,PSMC4 RPT3; 26S proteasome regulatory subunit T3
K03064,K03064: 26S proteasome regulatory subunit T4,0,0,0,0,0,0,0,1.25E-05,1.12E-05,6.80E-06,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Folding sorting and degradation,Proteasome,PSMC6 RPT4; 26S proteasome regulatory subunit T4
K03065,K03065: 26S proteasome regulatory subunit T5,0,0,0,0,0,0,0,0,5.25E-06,0,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Folding sorting and degradation,Proteasome,PSMC3 RPT5; 26S proteasome regulatory subunit T5
K03070,K03070: preprotein translocase subunit SecA,0.000463023,0.000632021,0.00062069,0.000832945,0.000564451,0.000579029,0.000581807,0.000548244,0.000733998,0.000621251,0.00050996,0.000572367,0.000568772,0.000537142,0.000561105,0.000699547,0.000568029,0.000722717,0.000550666,0.000635005,Genetic Information Processing,Folding sorting and degradation,Protein_export,secA; preprotein translocase subunit SecA
K03071,K03071: preprotein translocase subunit SecB,5.19E-05,1.34E-05,3.57E-05,6.23E-05,5.44E-05,1.65E-05,6.78E-05,1.35E-05,4.21E-05,3.19E-05,0,5.06E-05,4.66E-05,0,2.23E-05,5.26E-05,3.25E-05,3.21E-05,1.44E-05,0,Genetic Information Processing,Folding sorting and degradation,Protein_export,secB; preprotein translocase subunit SecB
K03072,K03072: preprotein translocase subunit SecD,0.000171893,0.000193293,0.000154965,0.000249117,0.000173614,0.000190789,9.89E-05,0.000172441,0.00016078,0.000146288,0.000240127,0.000180685,0.000150046,0.000163062,0.000156691,0.000163454,0.000134314,0.000127402,0.000114327,0.000134956,Genetic Information Processing,Folding sorting and degradation,Protein_export,secD; preprotein translocase subunit SecD
K03073,K03073: preprotein translocase subunit SecE,0.00084632,0.000571777,0.000600814,0.000781574,0.000618602,0.000467587,0.000710526,0.000567651,0.000453932,0.000546117,0.000624445,0.000739099,0.000509341,0.000624796,0.000726283,0.000440765,0.000618364,0.000528612,0.000682809,0.00054933,Genetic Information Processing,Folding sorting and degradation,Protein_export,secE; preprotein translocase subunit SecE
K03074,K03074: preprotein translocase subunit SecF,0.000163305,0.000128062,0.000107269,0.0002224,7.00E-05,0.000137653,8.87E-05,0.00013298,0.000133284,0.000101077,0.000133213,7.96E-05,0.000114289,8.86E-05,0.000111604,0.000160828,9.64E-05,0.000117347,0.000130266,0.000125989,Genetic Information Processing,Folding sorting and degradation,Protein_export,secF; preprotein translocase subunit SecF
K03075,K03075: preprotein translocase subunit SecG,0.000712147,0.000842535,0.000740128,0.000868147,0.000878801,0.000625882,0.000817895,0.000642895,0.000668691,0.000695716,0.000723949,0.000844373,0.000770177,0.000716782,0.00108068,0.000548962,0.000883854,0.000734383,0.000897571,0.000945164,Genetic Information Processing,Folding sorting and degradation,Protein_export,secG; preprotein translocase subunit SecG
K03076,K03076: preprotein translocase subunit SecY,0.000590313,0.000673124,0.000757357,0.000923212,0.00068172,0.000661518,0.000627928,0.000587462,0.000716743,0.000770845,0.000642212,0.000657122,0.00063644,0.000711379,0.000718954,0.000834542,0.000599113,0.000717917,0.000593628,0.000672082,Genetic Information Processing,Folding sorting and degradation,Protein_export,secY; preprotein translocase subunit SecY
K03077,K03077: L-ribulose-5-phosphate 4-epimerase,0.000146944,9.93E-05,0.000101984,0.000116524,0.000126784,6.70E-05,0.000104749,0.000148489,0.000128932,7.91E-05,0.000156929,0.000169503,0.000152605,0.000211459,0.000138467,0.000161397,0.000112355,9.17E-05,7.86E-05,0.000135818,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaF sgaE; L-ribulose-5-phosphate 4-epimerase
K03078,K03078: 3-dehydro-L-gulonate-6-phosphate decarboxylase,3.89E-05,0,0,0,0,0,0,2.23E-05,0,0,3.69E-05,1.98E-05,2.31E-05,0,0,9.99E-06,1.33E-05,0,1.19E-05,0,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaD sgaH; 3-dehydro-L-gulonate-6-phosphate decarboxylase
K03079,K03079: L-ribulose-5-phosphate 3-epimerase,2.90E-05,9.53E-06,9.83E-06,0,2.00E-05,8.66E-06,1.34E-05,1.67E-05,1.56E-05,8.78E-06,2.71E-05,2.95E-05,1.72E-05,0,0,7.32E-06,0,1.74E-05,8.72E-06,9.64E-06,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaE sgaU; L-ribulose-5-phosphate 3-epimerase
K03080,K03080: L-ribulose-5-phosphate 4-epimerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38E-06,1.25E-05,0,0,0,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbE; L-ribulose-5-phosphate 4-epimerase
K03081,K03081: 3-dehydro-L-gulonate-6-phosphate decarboxylase,3.84E-05,0,0,0,0,0,0,1.10E-05,0,0,0,0,1.14E-05,0,0,0,2.62E-05,0,1.17E-05,0,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase
K03082,K03082: hexulose-6-phosphate isomerase,7.45E-05,1.99E-05,3.07E-05,1.85E-05,3.08E-05,8.99E-05,4.18E-05,3.40E-05,5.56E-05,5.50E-05,2.79E-05,4.59E-05,2.64E-05,2.77E-05,5.57E-05,6.84E-05,7.05E-05,4.61E-05,7.28E-05,3.98E-05,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbU; hexulose-6-phosphate isomerase
K03086,K03086: RNA polymerase primary sigma factor,0.000593246,0.00072284,0.00072258,0.00101997,0.000646147,0.000633473,0.00060043,0.000600574,0.000703771,0.000780079,0.000750574,0.0006944,0.000644709,0.000734302,0.00062994,0.000768982,0.000611899,0.00082226,0.000687134,0.000610508,None,None,None,None
K03087,K03087: RNA polymerase nonessential primary-like sigma factor,7.04E-05,0.000115797,7.45E-05,0.000100838,5.64E-05,4.62E-05,3.19E-05,8.59E-05,7.34E-05,5.63E-05,6.82E-05,2.77E-05,5.23E-05,0.000117156,0.000107804,7.74E-05,5.64E-05,6.29E-05,5.27E-05,3.87E-05,Human Diseases,Infectious diseases,Vibrio_cholerae_pathogenic_cycle,SIG2 rpoS; RNA polymerase nonessential primary-like sigma factor
K03088,K03088: RNA polymerase sigma-70 factor ECF subfamily,0.00626664,0.00746213,0.00602868,0.00424849,0.00685726,0.00673513,0.00627028,0.00737412,0.00732039,0.00582864,0.00789124,0.00787951,0.0073087,0.00907012,0.0087518,0.00691656,0.00669111,0.00607371,0.00608241,0.00697852,None,None,None,None
K03089,K03089: RNA polymerase sigma-32 factor,4.12E-05,1.57E-05,9.48E-06,3.76E-05,1.61E-05,2.44E-05,2.76E-05,2.36E-05,4.46E-05,2.53E-05,3.74E-05,1.19E-05,1.68E-05,1.28E-05,0,3.65E-05,2.02E-05,2.30E-05,9.06E-06,2.67E-05,None,None,None,None
K03090,K03090: RNA polymerase sigma-B factor,1.51E-05,5.11E-05,3.34E-05,4.11E-05,7.49E-05,1.96E-05,5.73E-05,5.51E-05,5.75E-05,6.68E-05,7.37E-05,1.55E-05,5.53E-05,1.56E-05,5.70E-05,6.47E-05,3.18E-05,3.03E-05,6.76E-05,6.32E-05,None,None,None,None
K03091,K03091: RNA polymerase sporulation-specific sigma factor,0.00166923,0.00220706,0.00255132,0.0023784,0.00182058,0.00218187,0.00184452,0.00226312,0.00232655,0.00250074,0.00198208,0.00215617,0.00217511,0.00154213,0.00133409,0.00239902,0.00182584,0.00238807,0.00204633,0.00185188,None,None,None,None
K03092,K03092: RNA polymerase sigma-54 factor,0.000210163,0.000253583,0.000154495,0.000439123,0.000214995,0.000246308,0.000191687,0.000237477,0.000217482,0.000182953,0.000199675,0.000203506,0.000252449,0.000276456,0.000281019,0.000212334,0.000215915,0.00016716,0.000166761,0.000221531,Environmental Information Processing,Signal transduction,Two-component_system,SIG54 rpoN; RNA polymerase sigma-54 factor
K03093,K03093: RNA polymerase sigma factor,0,0,2.35E-05,0,0,2.26E-05,0,0,9.63E-06,1.07E-05,0,0,0,0,0,9.22E-06,0,2.11E-05,0,0,None,None,None,None
K03095,K03095: SprT-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76E-05,1.97E-05,None,None,None,None
K03097,K03097: casein kinase 2 alpha polypeptide,0,0,0,0,0,0,0,0,3.74E-06,0,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Translation,Ribosome_biogenesis_in_eukaryotes,CSNK2A; casein kinase II subunit alpha
K03098,K03098: outer membrane lipoprotein Blc,4.57E-05,3.23E-05,3.34E-05,2.88E-05,4.97E-05,5.88E-05,2.20E-05,6.47E-05,3.93E-05,4.26E-05,4.45E-05,7.02E-05,5.63E-05,9.08E-05,8.93E-05,6.44E-05,4.82E-05,4.46E-05,5.38E-05,7.39E-05,None,None,None,None
K03100,K03100: signal peptidase I,0.00138751,0.00118953,0.00121948,0.00122908,0.00143106,0.00125616,0.00170951,0.00131764,0.00132524,0.00123779,0.00141316,0.00167774,0.00132157,0.00143853,0.0014267,0.00134626,0.00147117,0.00140912,0.00140845,0.00142827,Genetic Information Processing,Folding sorting and degradation,Protein_export,lepB; signal peptidase I
K03101,K03101: signal peptidase II,0.000789503,0.000766392,0.000678333,0.00064416,0.000695227,0.000668977,0.000783086,0.000694039,0.000814248,0.000674538,0.000618512,0.000721417,0.000605914,0.00057145,0.0007437,0.000737517,0.000772449,0.000694163,0.000668774,0.000659888,Genetic Information Processing,Folding sorting and degradation,Protein_export,lspA; signal peptidase II
K03105,K03105: signal recognition particle subunit SRP19,0,0,0,0,0,2.40E-05,0,2.27E-05,0,0,0,0,2.81E-05,0,0,0,0,2.44E-05,0,0,Genetic Information Processing,Folding sorting and degradation,Protein_export,SRP19; signal recognition particle subunit SRP19
K03106,K03106: signal recognition particle subunit SRP54,0.000496846,0.000678664,0.00079479,0.000919221,0.000574381,0.000596762,0.000673499,0.000565775,0.000712294,0.000690468,0.000629957,0.000640935,0.000626442,0.000675781,0.000677516,0.000670691,0.000631249,0.000678108,0.000595054,0.000568142,Genetic Information Processing,Folding sorting and degradation,Protein_export,SRP54 ffh; signal recognition particle subunit SRP54
K03110,K03110: signal recognition particle receptor,0.000598689,0.000797936,0.000669199,0.00100186,0.000671107,0.000684642,0.000681875,0.000713568,0.000764485,0.000757373,0.000659481,0.000651328,0.000787779,0.000599627,0.000624613,0.000788827,0.000641175,0.000778497,0.000650104,0.000685238,Genetic Information Processing,Folding sorting and degradation,Protein_export,ftsY; fused signal recognition particle receptor
K03111,K03111: single-strand DNA-binding protein,0.00163004,0.00138628,0.00152572,0.00141474,0.00159008,0.00124428,0.00137632,0.00151375,0.0018052,0.00187633,0.00138419,0.00152806,0.00149188,0.00165142,0.00138335,0.00171351,0.00158802,0.00161246,0.00164104,0.00156253,Genetic Information Processing,Replication and repair,DNA_replication,ssb; single-strand DNA-binding protein
K03112,K03112: DamX protein,9.82E-06,0,0,0,6.78E-06,0,0,5.64E-06,0,4.22E-06,0,0,5.82E-06,0,0,5.02E-06,1.33E-05,0,1.20E-05,6.60E-06,None,None,None,None
K03113,K03113: translation initiation factor SUI1,0.000295007,0.000413672,0.000254689,0.00022463,0.000351769,0.000313375,0.000450604,0.00037921,0.000353641,0.000227342,0.000484538,0.000407235,0.000412523,0.000555611,0.000476502,0.000356102,0.000375952,0.000272031,0.000247462,0.000320539,Genetic Information Processing,Translation,RNA_transport,EIF1 SUI1; translation initiation factor 1
K03115,K03115: casein kinase 2 beta polypeptide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70E-06,0,Genetic Information Processing,Translation,Ribosome_biogenesis_in_eukaryotes,CSNK2B; casein kinase II subunit beta
K03116,K03116: sec-independent protein translocase protein TatA,0.000521487,0.000341004,0.000305886,0.000211137,0.000475245,0.000338539,0.000412902,0.000417199,0.000461099,0.00027798,0.000438267,0.000468123,0.000336128,0.000649669,0.000704983,0.000410304,0.00038109,0.000317583,0.000312184,0.000455868,Genetic Information Processing,Folding sorting and degradation,Protein_export,tatA; sec-independent protein translocase protein TatA
K03117,K03117: sec-independent protein translocase protein TatB,8.92E-05,3.48E-05,2.21E-05,0,3.72E-05,1.69E-05,6.88E-05,2.50E-05,1.40E-05,3.22E-05,4.92E-05,7.78E-05,3.02E-05,0,4.48E-05,9.43E-06,3.47E-05,3.24E-05,2.66E-05,2.62E-05,Genetic Information Processing,Folding sorting and degradation,Protein_export,tatB; sec-independent protein translocase protein TatB
K03118,K03118: sec-independent protein translocase protein TatC,0.00022252,0.000356434,0.000235528,0.000214358,0.000287867,0.00022031,0.000266097,0.000287712,0.000306872,0.000221283,0.000254137,0.000271514,0.000219095,0.000394343,0.000357144,0.000306484,0.000294215,0.000221675,0.000259829,0.000278309,Genetic Information Processing,Folding sorting and degradation,Protein_export,tatC; sec-independent protein translocase protein TatC
K03119,K03119: taurine dioxygenase,4.35E-05,0,9.45E-06,1.88E-05,1.03E-05,3.42E-05,1.23E-05,2.43E-05,0,0,0,0,4.98E-05,2.72E-05,0,0,8.59E-06,0,1.82E-05,1.79E-05,Metabolism,Energy metabolism,Sulfur_metabolism,tauD; taurine dioxygenase
K03120,K03120: transcription initiation factor TFIID TATA-box-binding protein,0,0,1.61E-05,3.09E-06,0,1.42E-05,0,1.34E-05,0,1.44E-05,0,0,2.75E-05,0,0,0,0,1.44E-05,0,0,Genetic Information Processing,Transcription,Basal_transcription_factors,TBP tbp; transcription initiation factor TFIID TATA-box-binding protein
K03124,K03124: transcription initiation factor TFIIB,0,0,9.48E-06,0,0,8.35E-06,0,1.57E-05,0,8.46E-06,0,0,1.62E-05,0,0,0,0,8.52E-06,0,0,Genetic Information Processing,Transcription,Basal_transcription_factors,TFIIB GTF2B SUA7 tfb; transcription initiation factor TFIIB
K03136,K03136: transcription initiation factor TFIIE alpha subunit,0,0,8.15E-06,0,0,2.96E-05,0,6.79E-06,0,7.28E-06,0,0,2.89E-05,0,0,0,0,7.32E-06,0,0,Genetic Information Processing,Transcription,Basal_transcription_factors,TFIIE1 GTF2E1 TFA1 tfe; transcription initiation factor TFIIE subunit alpha
K03146,K03146: thiamine biosynthetic enzyme,4.93E-05,3.30E-05,0,2.06E-05,4.54E-05,4.00E-05,1.54E-05,2.83E-05,5.25E-05,1.01E-05,6.24E-05,3.34E-05,2.92E-05,6.17E-05,6.15E-05,3.38E-05,4.49E-05,1.02E-05,4.02E-05,6.61E-05,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,THI4 THI1; thiamine thiazole synthase
K03147,K03147: thiamine biosynthesis protein ThiC,0.000391359,0.000482376,0.000467496,0.000452324,0.000456258,0.00041388,0.00046948,0.000406543,0.000414876,0.000437198,0.000456107,0.000467394,0.000381597,0.000471092,0.000467449,0.000410608,0.000512966,0.000429195,0.000482887,0.00048399,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,thiC; phosphomethylpyrimidine synthase
K03148,K03148: adenylyltransferase ThiF,0.000123683,6.96E-05,0.000103688,4.47E-05,0.000187545,0.000131018,8.52E-05,0.000140406,7.62E-05,0.000137007,0.000217156,0.000142894,9.41E-05,0.000156647,0.000164619,0.000146683,0.000188021,8.12E-05,0.000214711,0.000211137,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,thiF; sulfur carrier protein ThiS adenylyltransferase
K03149,K03149: thiamine biosynthesis ThiG,0.000312737,0.000450176,0.00041412,0.00050031,0.000467704,0.000326822,0.000488835,0.000375718,0.000354939,0.000381155,0.000482912,0.000524258,0.000326997,0.000487711,0.000466287,0.000450195,0.000503695,0.000430836,0.000392795,0.000437551,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,thiG; thiazole synthase
K03150,K03150: thiamine biosynthesis ThiH,0.000511804,0.000730392,0.000682691,0.000695719,0.00064418,0.000669759,0.000654682,0.000548886,0.00064005,0.000669248,0.000710053,0.000653832,0.000549289,0.000620562,0.000595547,0.000713832,0.000706833,0.000654554,0.000565556,0.000642967,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,thiH; 2-iminoacetate synthase
K03151,K03151: thiamine biosynthesis protein ThiI,0.000371704,0.00041234,0.000569287,0.000389343,0.000515499,0.000518711,0.000316574,0.000472023,0.000493217,0.000548288,0.000463368,0.000542288,0.000475131,0.000275154,0.000389121,0.000466994,0.000412585,0.000490702,0.000447923,0.000543386,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,thiI; thiamine biosynthesis protein ThiI
