Gene,Name,Category,SuperPathway,SubPathway,KOAnnot,A,B,C,D,E,F,G,H,I,K,L,M,N,O,P,S,J,Q,R,T
K01704,K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit,Metabolism,Carbohydrate metabolism,C5-Branched_dibasic_acid_metabolism,leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit,0.000768145,0.000676916,0.00089523,0.000681637,0.000900874,0.000893291,0.000847599,0.000677517,0.000867961,0.000896238,0.000802063,0.000822941,0.000938027,0.000823302,0.000759766,0.000859627,0.000827087,0.000775077,0.000858551,0.000818173
K01706,K01706: glucarate dehydratase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,gudD; glucarate dehydratase,0.000121359,1.9E-05,2.59E-05,0,1.32E-05,4.57E-05,1.76E-05,6.02E-05,2.04E-05,5.38E-05,4.79E-05,2.23E-05,3.57E-05,2.65E-05,4.9E-06,4.03E-05,2.92E-05,7.79E-05,1.18E-05,2.57E-05
K01707,K01707: 5-dehydro-4-deoxyglucarate dehydratase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,kdgD; 5-dehydro-4-deoxyglucarate dehydratase,0,8.95E-06,0,0,0,0,1.31E-05,0,0,1.32E-05,0,8.26E-06,2.6E-05,0,0,8.52E-06,0,0,0,0
K01708,K01708: galactarate dehydratase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,garD; galactarate dehydratase,7.41E-05,2.23E-05,2.83E-05,0,4.53E-05,1.48E-05,4.63E-05,2.79E-05,1.75E-05,4.68E-05,6.7E-05,2.86E-05,7.12E-05,4.68E-05,4.28E-06,5.52E-05,1.01E-05,4.46E-05,2.07E-05,3.9E-05
K01709,K01709: CDP-glucose 46-dehydratase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,rfbG; CDP-glucose 46-dehydratase,0.00017087,0.000229693,0.000255162,8.53E-05,0.000190311,0.000151875,0.000174176,0.000173008,0.000183724,0.000151494,0.0001846,0.000177262,0.00021935,0.000193132,0.000172185,0.000204449,0.000202823,0.000281681,0.000269488,0.000170127
K01711,K01711: GDPmannose 46-dehydratase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,gmd GMDS; GDPmannose 46-dehydratase,0.000341528,0.000469541,0.000323524,0.000637315,0.000359937,0.000316417,0.000324451,0.000328795,0.000398638,0.000351766,0.000371588,0.000453182,0.000501103,0.000470592,0.000366834,0.000308099,0.000352183,0.000306933,0.000390001,0.000366008
K01715,K01715: 3-hydroxybutyryl-CoA dehydratase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,crt; enoyl-CoA hydratase,0.000223695,0.000205468,0.000277688,0.000142174,0.000235257,0.000236697,0.000228536,0.000251714,0.000174572,0.000213919,0.000213151,0.000163305,0.000185294,0.000226236,0.000199883,0.000267407,0.000237578,0.000231912,0.00021946,0.000207997
K01720,K01720: 2-methylcitrate dehydratase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,prpD; 2-methylcitrate dehydratase,1.72E-05,0,0,0,1.21E-05,5.33E-06,0,9.99E-06,0,0,0,5.16E-06,8.31E-06,0,0,9.88E-06,0,1.1E-05,0,1.17E-05
K01728,K01728: pectate lyase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E4.2.2.2 pel; pectate lyase,0.000168069,0.000199952,0.000138061,0.000124792,0.00015899,0.000190535,0.000248897,0.000229558,0.000232011,0.000261877,0.000265224,0.000242445,0.00024704,0.000226845,0.000239542,0.000156437,0.000118751,0.000184628,0.000121317,0.000147103
K01729,K01729: poly(beta-D-mannuronate) lyase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,algL; poly(beta-D-mannuronate) lyase,0,3.63E-06,3.75E-06,2.96E-05,3.75E-06,1E-05,0,3.12E-06,5.89E-06,1.03E-05,1.1E-05,0,5.17E-06,5.08E-06,5.64E-06,6.64E-06,3.34E-06,1.14E-05,3.36E-06,3.67E-06
K01730,K01730: oligogalacturonide lyase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,ogl; oligogalacturonide lyase,9.57E-06,1.38E-05,6.6E-06,1.2E-05,6.61E-06,1.82E-05,8.99E-06,1.72E-05,2.2E-05,1.93E-05,9.72E-06,1.13E-05,9.1E-06,8.95E-06,2.11E-05,5.85E-06,1.95E-05,1.39E-05,1.95E-05,6.47E-06
K01731,K01731: pectate disaccharide-lyase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E4.2.2.9; pectate disaccharide-lyase,0,0,0,0,0,0,0,0,0,1.08E-05,1.15E-05,0,0,0,0,0,0,0,0,0
K01734,K01734: methylglyoxal synthase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,mgsA; methylglyoxal synthase,0.00119135,0.00109334,0.00105224,0.000913074,0.00102267,0.00103496,0.00128197,0.000929549,0.00115939,0.00124722,0.00135061,0.000953347,0.000981876,0.000885025,0.00113726,0.00121253,0.00121451,0.00112615,0.00115183,0.00110998
K01759,K01759: lactoylglutathione lyase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,GLO1 gloA; lactoylglutathione lyase,0.00107629,0.000856698,0.0010266,0.000492485,0.00136822,0.00108084,0.00117256,0.0011611,0.00113323,0.00116753,0.00101313,0.00115779,0.00131113,0.00126079,0.00105509,0.00134491,0.00095581,0.00115381,0.000820098,0.00135639
K01771,K01771: 1-phosphatidylinositol phosphodiesterase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,E4.6.1.13 plc; 1-phosphatidylinositol phosphodiesterase,2.45E-05,2.52E-05,8.44E-06,1.53E-05,1.76E-05,1.55E-05,2.39E-05,1.46E-05,6.56E-06,2.42E-05,2.59E-05,1.51E-05,0.000106623,2.38E-05,6.28E-06,7.48E-06,7.53E-06,8.34E-06,7.58E-06,1.72E-05
K01782,K01782: 3-hydroxybutyryl-CoA epimerase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase,1.18E-05,0,0,0,8.16E-06,3.59E-06,0,3.38E-06,1.27E-05,0,0,3.49E-06,5.62E-06,0,0,7.25E-06,0,8.06E-06,0,1.2E-05
K01783,K01783: ribulose-phosphate 3-epimerase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rpe RPE; ribulose-phosphate 3-epimerase,0.000912372,0.00109252,0.00104412,0.00101428,0.000963151,0.000956977,0.00102316,0.000985535,0.00107642,0.00101306,0.00092961,0.000894257,0.0010321,0.00101352,0.00114579,0.00103055,0.000976897,0.000965938,0.00100705,0.00103838
K01784,K01784: UDP-glucose 4-epimerase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,galE GALE; UDP-glucose 4-epimerase,0.00126482,0.00158632,0.00150241,0.00162596,0.00160785,0.00164652,0.00140878,0.00163731,0.00156754,0.0016806,0.00156065,0.001716,0.0019421,0.00177723,0.00162264,0.00144833,0.00153874,0.00155596,0.00168903,0.0015513
K01785,K01785: aldose 1-epimerase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,galM GALM; aldose 1-epimerase,0.000835391,0.00113585,0.000951667,0.000958334,0.000976683,0.00104715,0.00109947,0.00103307,0.0010457,0.00120905,0.00126834,0.00101817,0.00122435,0.00106321,0.0010435,0.00102354,0.000993549,0.00109251,0.00103601,0.000958654
K01786,K01786: L-ribulose-5-phosphate 4-epimerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araD; L-ribulose-5-phosphate 4-epimerase,0.000418941,0.000341389,0.000465511,0.000480713,0.000425111,0.000419448,0.000510906,0.000376483,0.000292876,0.000398031,0.000369792,0.00040976,0.000294834,0.000357284,0.000429954,0.000455545,0.000537323,0.000433532,0.00047483,0.000392447
K01787,K01787: N-acylglucosamine 2-epimerase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,RENBP; N-acylglucosamine 2-epimerase,0.000160566,0.000235641,0.000171956,0.000308868,0.000185276,0.000227408,0.000150908,0.000240262,0.000206447,0.000172645,0.000249565,0.000248119,0.000275713,0.000231258,0.000182826,0.000176592,0.000224052,0.000182595,0.000185681,0.000217351
K01788,K01788: N-acylglucosamine-6-phosphate 2-epimerase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nanE; N-acylglucosamine-6-phosphate 2-epimerase,0.000299281,0.000197815,0.000203341,0.000141372,0.000316615,0.000290739,0.000291556,0.000277648,0.000157698,0.000277465,0.000370389,0.000219491,0.000244446,0.000138472,0.000181306,0.000283979,0.000171439,0.000263176,0.000183611,0.000285425
K01791,K01791: UDP-N-acetylglucosamine 2-epimerase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing),0.000842608,0.000851586,0.000515973,0.000725745,0.000730461,0.000866838,0.000511126,0.00101547,0.000637838,0.000726718,0.000763626,0.000901485,0.000808911,0.000680097,0.000706777,0.000761577,0.000567311,0.000879418,0.000537606,0.000629155
K01792,K01792: glucose-6-phosphate 1-epimerase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E5.1.3.15; glucose-6-phosphate 1-epimerase,2.68E-05,1.06E-05,3.1E-05,5.84E-05,4.05E-05,4.04E-05,1.48E-05,4.55E-05,7.96E-06,6.72E-05,2.16E-05,4.22E-05,2.75E-05,5.49E-05,1.51E-05,3.49E-05,1.82E-05,6.81E-05,2.7E-05,3.97E-05
K01799,K01799: maleate isomerase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,nicE maiA; maleate isomerase,0,0,0,0,2.39E-05,2.12E-05,1.64E-05,1E-05,9.58E-06,0,0,1.03E-05,0,0,9.19E-06,0,0,1.19E-05,0,1.17E-05
K01803,K01803: triosephosphate isomerase (TIM),Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,TPI tpiA; triosephosphate isomerase (TIM),0.000660842,0.000855233,0.00091935,0.000878947,0.000794324,0.000975262,0.000723607,0.000892813,0.00097897,0.00087844,0.000963159,0.000939268,0.000874881,0.000876532,0.000875698,0.000801763,0.000865901,0.000773284,0.000850123,0.000869342
K01804,K01804: L-arabinose isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araA; L-arabinose isomerase,0.00016888,0.00027835,0.000280643,0.000366397,0.000304299,0.000298682,0.00034955,0.000323418,0.000313629,0.000321162,0.000335974,0.000357989,0.000377125,0.000309343,0.000387776,0.000286377,0.000324455,0.000290715,0.000336725,0.000279729
K01805,K01805: xylose isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,xylA; xylose isomerase,0.00015107,0.000194561,0.000114626,0.000120366,0.000146778,0.000131721,0.000143506,0.000153252,0.00012606,0.000174744,0.000157618,0.000172014,0.000193601,0.000141458,0.000157236,0.000203488,0.00012628,0.000158731,9.99E-05,0.000127678
K01807,K01807: ribose 5-phosphate isomerase A,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rpiA; ribose 5-phosphate isomerase A,0.000166021,0.000109399,0.000153063,0.000138349,0.000214464,0.00022337,0.000222993,0.000167767,0.000156224,0.000208259,0.00022263,0.000227346,0.000155601,0.000204011,0.000178327,0.0001897,0.000102723,0.000198932,0.000114787,0.000148213
K01808,K01808: ribose 5-phosphate isomerase B,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rpiB; ribose 5-phosphate isomerase B,0.00109943,0.00119359,0.0012309,0.00116883,0.00117525,0.00121493,0.00130223,0.00122795,0.00125282,0.00122962,0.00131103,0.00115304,0.00123874,0.00130055,0.0014074,0.00125759,0.0012393,0.00118194,0.0011713,0.00113418
K01809,K01809: mannose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,manA MPI; mannose-6-phosphate isomerase,0.000413941,0.000654515,0.000581098,0.000638219,0.000606476,0.000648902,0.000579454,0.000605057,0.000557461,0.000630621,0.000727296,0.000643985,0.000699659,0.00061353,0.000600781,0.000467194,0.000634342,0.00054395,0.000628166,0.000590881
K01810,K01810: glucose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,GPI pgi; glucose-6-phosphate isomerase,0.000584527,0.000711184,0.000768461,0.000793938,0.000755542,0.000723256,0.000680455,0.000642534,0.000769331,0.000680246,0.000671382,0.000663329,0.000632764,0.000742928,0.000745559,0.00062717,0.000742267,0.000644668,0.00072304,0.000708976
K01812,K01812: glucuronate isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,uxaC; glucuronate isomerase,0.000289003,0.000302249,0.000297428,0.000383789,0.000366045,0.000357514,0.000263845,0.000252259,0.000328368,0.0003455,0.000319693,0.000238733,0.000344423,0.000280274,0.000371131,0.000333851,0.000319267,0.000307116,0.00035341,0.000383087
K01813,K01813: L-rhamnose isomerase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,rhaA; L-rhamnose isomerase,0.000196224,0.000249217,0.00022573,0.000392797,0.000131672,0.000189501,0.000137486,0.000211226,0.000242697,0.000262768,0.000225718,0.000214914,0.000163067,0.000151128,0.000186045,0.000169091,0.000204609,0.000270672,0.000190452,0.000190112
K01815,K01815: 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,0.000268621,0.000381567,0.00025496,0.000422404,0.000375494,0.000298566,0.000343487,0.000296422,0.000332483,0.000392383,0.000390273,0.000330144,0.000546303,0.000359622,0.000296877,0.000314395,0.000226764,0.000342012,0.000273417,0.000337077
K01816,K01816: hydroxypyruvate isomerase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,hyi gip; hydroxypyruvate isomerase,0.000136506,4.83E-05,4.37E-05,0,4.71E-05,0.000104198,2.65E-05,6.21E-05,3.59E-05,2.42E-05,6.6E-05,4.5E-05,8.45E-05,5.41E-05,3.55E-05,9.79E-05,4.03E-05,9.2E-05,1.02E-05,8.2E-05
K01818,K01818: L-fucose isomerase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fucI; L-fucose isomerase,0.000108272,0.000195881,0.000186295,0.000257874,0.000137344,0.000193962,0.000134819,0.000159205,0.000258976,0.000216347,0.000180588,0.000176994,0.00017093,0.000112561,0.000204493,0.000166171,0.000219509,0.00017905,0.000217098,0.000163027
K01819,K01819: galactose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E5.3.1.26 lacA lacB; galactose-6-phosphate isomerase,9.11E-05,0.000108135,0.000116096,0.000101226,0.000218322,0.000110024,0.00013594,0.00017688,0.000129473,0.000138803,0.000153392,0.000206989,5.79E-05,0.000163178,8.31E-05,0.000168147,0.00012891,0.000200631,0.000147152,0.000247563
K01820,K01820,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rhaA; L-rhamnose isomerase / sugar isomerase,8.8E-05,9.79E-06,0,1.84E-05,2.02E-05,4.45E-05,1.38E-05,1.68E-05,7.85E-06,0,0,8.69E-06,0,1.37E-05,0,1.79E-05,9.02E-06,2E-05,9.08E-06,1.98E-05
K01825,K01825: dodecenoyl-CoA delta-isomerase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase,1.76E-05,0,4.06E-06,0,3.99E-06,3.53E-06,0,6.65E-06,2.93E-06,0,0,6.87E-06,0,0,0,3.54E-06,0,1.19E-05,3.66E-06,1.57E-05
K01834,K01834: phosphoglycerate mutase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PGAM gpmA; 23-bisphosphoglycerate-dependent phosphoglycerate mutase,0.00179453,0.00218718,0.00197765,0.0022649,0.00205936,0.00205076,0.0018011,0.00193052,0.00203845,0.00203637,0.001777,0.00207298,0.00204553,0.00222797,0.0021269,0.00214375,0.00216669,0.00198691,0.00211833,0.00206973
K01835,K01835: phosphoglucomutase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pgm; phosphoglucomutase,0.000155636,0.000194706,0.000316083,0.000230143,0.000259599,0.0002442,0.000139258,0.000276738,0.000282008,0.000188982,0.00018611,0.000233612,0.000181609,0.000137807,0.000253553,0.000219352,0.000296894,0.000193133,0.000273545,0.000221919
K01838,K01838: beta-phosphoglucomutase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,pgmB; beta-phosphoglucomutase,0.000195486,0.000182452,0.000163993,0.000129627,0.000161957,0.000228967,0.000202011,0.000215235,0.000209546,0.000112139,0.000179931,0.000229635,0.000111432,0.000145483,0.000170895,0.000195001,0.000230538,0.000161114,0.000282167,0.000199086
K01839,K01839: phosphopentomutase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,deoB; phosphopentomutase,0.000396863,0.000278131,0.000428488,0.000416464,0.000398291,0.000428752,0.000461743,0.000357543,0.000319607,0.000427241,0.000522282,0.000350038,0.000314468,0.000238143,0.000361167,0.000417971,0.000474576,0.000442855,0.000496512,0.000330509
K01840,K01840: phosphomannomutase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,manB; phosphomannomutase,0.000579028,0.000993763,0.000814625,0.0012872,0.000819455,0.000872923,0.00076327,0.000852447,0.000938488,0.000751965,0.000833893,0.000900828,0.00100605,0.000751309,0.000900345,0.000765124,0.000794502,0.000709722,0.000804702,0.000746046
K01846,K01846: methylaspartate mutase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glmS mutS mamA; methylaspartate mutase sigma subunit,9.2E-06,0,9.92E-05,0,5.21E-05,3.87E-05,8.63E-06,2.54E-05,4.66E-06,0,0,3.22E-05,8.31E-06,8.19E-06,3.66E-05,6.6E-05,8.26E-05,0,0.000102184,1.83E-05
K01847,K01847: methylmalonyl-CoA mutase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,MUT; methylmalonyl-CoA mutase,0.00015149,0.000332359,0.000215329,0.000243432,0.000193651,0.000254091,0.000253734,0.000237066,0.00035038,0.000254105,0.000321487,0.000264627,0.000384712,0.000357586,0.000281463,0.000196282,0.000212484,0.000240009,0.000259252,0.000207578
K01848,K01848: methylmalonyl-CoA mutase N-terminal domain,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E5.4.99.2A mcmA1; methylmalonyl-CoA mutase N-terminal domain,7.1E-05,4.46E-05,3.62E-05,5.72E-05,2.33E-05,3.19E-05,7.72E-05,4.12E-05,3.93E-05,0.000100484,3.76E-05,4.16E-05,5.52E-05,3.39E-05,4.37E-05,6.2E-05,3.64E-05,5.33E-05,3.71E-05,3.01E-05
K01849,K01849: methylmalonyl-CoA mutase C-terminal domain,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E5.4.99.2B mcmA2; methylmalonyl-CoA mutase C-terminal domain,9.48E-05,3.11E-05,9.43E-05,7.73E-05,5.39E-05,4.74E-05,0.000130544,6.21E-05,4.1E-05,8.81E-05,0.000125379,8.09E-05,7.42E-05,0.000102224,3.93E-05,5.69E-05,9.25E-06,9.5E-05,9.3E-06,5.27E-05
K01854,K01854: UDP-galactopyranose mutase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,glf; UDP-galactopyranose mutase,0.00059159,0.000625591,0.000507691,0.000393939,0.000642772,0.000747024,0.000686203,0.000523718,0.000496572,0.000699427,0.000653112,0.000555425,0.000484891,0.00063491,0.00054318,0.000677717,0.000527803,0.000808441,0.000577095,0.000664553
K01858,K01858: myo-inositol-1-phosphate synthase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,E5.5.1.4 INO1; myo-inositol-1-phosphate synthase,7.08E-05,0.000138044,5.81E-05,0.00035131,7.08E-05,8.02E-05,9.56E-05,9.36E-05,8.31E-05,0.000115848,0.000100396,0.000126248,0.0001409,0.00016292,0.000102024,6.85E-05,7.01E-05,0.000101982,7.86E-05,8.92E-05
K01895,K01895: acetyl-CoA synthetase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ACSS acs; acetyl-CoA synthetase,0.00014832,0.000227851,0.000178849,0.000315344,0.000176002,0.000276228,9.34E-05,0.000197085,0.000256818,0.000150282,0.000132189,0.000175549,0.000202517,0.000154376,0.000208352,0.000141294,0.000221485,0.000136017,0.000162296,0.000145131
K01896,K01896: medium-chain acyl-CoA synthetase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,ACSM; medium-chain acyl-CoA synthetase,0,0,0,0,0,0,6.41E-06,0,4.28E-06,6.48E-06,0,4.05E-06,0,0,3.51E-06,0,0,0,0,0
K01899,K01899: succinyl-CoA synthetase alpha subunit,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,LSC1; succinyl-CoA synthetase alpha subunit,0,9.43E-06,0,0,0,0,1.19E-05,6.99E-06,1.39E-05,0,0,0,0,0,6.71E-06,0,0,0,0,0
K01900,K01900: succinyl-CoA synthetase beta subunit,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,LSC2; succinyl-CoA synthetase beta subunit,0,0,5.93E-06,0,0,0,0,4.94E-06,0,8.16E-06,0,0,8.6E-06,0,0,0,0,0,0,0
K01902,K01902: succinyl-CoA synthetase alpha subunit,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sucD; succinyl-CoA synthetase alpha subunit,0.000105793,4.78E-05,9.75E-05,7.07E-05,0.000174518,0.000103855,0.000106098,0.000113267,0.000130174,9.21E-05,0.000112872,9.97E-05,0.000147031,0.000171298,8.72E-05,0.000112032,0.000139692,0.000104472,8.73E-05,0.00014259
K01903,K01903: succinyl-CoA synthetase beta subunit,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sucC; succinyl-CoA synthetase beta subunit,0.000118946,5.89E-05,0.000104929,0.00012088,0.00013422,7.27E-05,0.000132937,1E-04,9.31E-05,7.23E-05,0.000111377,0.000141634,0.000158472,0.000131769,0.0001054,0.000112945,9.96E-05,0.000169862,0.000101168,0.000111003
K01905,K01905: acetyl-CoA synthetase (ADP-forming),Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E6.2.1.13; acetyl-CoA synthetase (ADP-forming),5.94E-06,0,8.23E-06,0,1.87E-05,6.49E-06,0,3.45E-06,9.75E-06,0,0,5.36E-06,0,0,0,0,0,0,0,6.26E-06
K01907,K01907: acetoacetyl-CoA synthetase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,AACS acsA; acetoacetyl-CoA synthetase,6.29E-06,0,1.64E-05,2.31E-05,4.34E-06,1.47E-05,1.14E-05,3.56E-06,0,0,0,0,5.52E-06,0,2.88E-06,1.51E-05,0,0,3.9E-06,0
K01908,K01908: propionyl-CoA synthetase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,E6.2.1.17 prpE; propionyl-CoA synthetase,6.7E-06,0,0,8.31E-06,1.37E-05,1.62E-05,6.22E-06,7.63E-06,1.09E-05,1.25E-05,6.72E-06,1.19E-05,1.86E-05,0,1.01E-05,1.23E-05,0,4.62E-06,4.2E-06,4.54E-06
K01915,K01915: glutamine synthetase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glnA GLUL; glutamine synthetase,0.00113259,0.00124812,0.00133809,0.00130094,0.00136625,0.00127006,0.00124466,0.00119604,0.0012528,0.00124568,0.00131986,0.00114042,0.00132415,0.00125732,0.00133493,0.00128371,0.0012879,0.0012747,0.00125311,0.00125361
K01958,K01958,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,PC pyc; pyruvate carboxylase,0.000134674,5.54E-05,5.05E-05,1.84E-05,9.03E-05,0.000128621,0.000120494,9.91E-05,7.66E-05,0.000149428,0.000126872,8.71E-05,0.000100146,9.79E-05,8.68E-05,0.000129998,7.63E-05,9.43E-05,5.83E-05,0.00010059
K01959,K01959: pyruvate carboxylase subunit A,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,pycA; pyruvate carboxylase subunit A,7.02E-05,4.7E-05,1.64E-05,1.12E-05,4.84E-05,3.21E-05,2.43E-05,4.53E-05,2.83E-05,6.58E-05,4.37E-05,3.06E-05,2.48E-05,2.45E-05,3.15E-05,4.31E-05,3.68E-05,4.74E-05,2.06E-05,4.69E-05
K01960,K01960: pyruvate carboxylase subunit B,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,pycB; pyruvate carboxylase subunit B,0.000116336,0.000234893,0.00014426,0.000347441,0.000189255,0.000168826,0.00018482,0.000170681,0.000227141,0.00019535,0.000179112,0.000168125,0.000289295,0.000209944,0.000212731,0.000171101,0.000143602,0.000185404,0.000149653,0.000189726
K01961,K01961: acetyl-CoA carboxylase biotin carboxylase subunit,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,accC; acetyl-CoA carboxylase biotin carboxylase subunit,0.00049774,0.000398057,0.000448355,0.000364542,0.000385361,0.000506854,0.000397576,0.000412891,0.000390211,0.000547568,0.000503252,0.000382872,0.000577322,0.000377397,0.000439586,0.000435462,0.000433721,0.000447703,0.000368819,0.000420454
K01962,K01962: acetyl-CoA carboxylase carboxyl transferase subunit alpha,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha,0.000276959,0.000295853,0.000273174,0.00025588,0.000326388,0.000336213,0.000453143,0.000324528,0.000319294,0.000387103,0.000271983,0.000250181,0.000266946,0.000296159,0.000380668,0.000345802,0.000392577,0.00034446,0.000446921,0.00028923
K01963,K01963: acetyl-CoA carboxylase carboxyl transferase subunit beta,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta,0.000394116,0.000342095,0.000411337,0.000306367,0.000344369,0.000357479,0.000454241,0.000339139,0.000405185,0.000428499,0.00037231,0.000392312,0.000319881,0.000356079,0.000395919,0.000383703,0.000443961,0.000476149,0.000460514,0.000471067
K01965,K01965: propionyl-CoA carboxylase alpha chain,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,PCCA pccA; propionyl-CoA carboxylase alpha chain,6.19E-06,1.61E-05,8.54E-06,2.33E-05,4.12E-06,2.67E-05,1.19E-05,2.15E-05,1.62E-05,1.8E-05,2.53E-05,1.87E-05,0,0,1.57E-05,1.91E-05,3.93E-06,8.56E-06,7.78E-06,1.27E-05
K01966,K01966: propionyl-CoA carboxylase beta chain,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,PCCB pccB; propionyl-CoA carboxylase beta chain,0.000530498,0.000857729,0.000536124,0.000641501,0.000659882,0.00067899,0.000614096,0.000577792,0.000716098,0.000758456,0.000838784,0.000574205,0.000717849,0.000761531,0.000667869,0.000630392,0.000567209,0.000717765,0.000600591,0.00066207
K02079,K02079: N-acetylgalactosamine-6-phosphate deacetylase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,agaA; N-acetylgalactosamine-6-phosphate deacetylase,1.1E-05,0,0,0,7.73E-06,0,0,1.27E-05,0,0,0,1.32E-05,0,0,0,2E-05,0,1.47E-05,0,0
